7974 東証1部 任天堂(株)（その他製品）,,,,,
"2004-04-02","10240","10390","10200","10360","30000","10360"
"2004-04-05","10560","10580","10360","10450","29800","10450"
"2004-04-06","10640","10800","10530","10750","50800","10750"
"2004-04-07","10650","10830","10630","10750","20700","10750"
"2004-04-08","10760","10860","10730","10730","17400","10730"
"2004-04-09","10670","10670","10430","10550","25900","10550"
"2004-04-12","10510","10760","10510","10690","19900","10690"
"2004-04-13","10640","10830","10640","10750","14900","10750"
"2004-04-14","10720","10830","10670","10760","9900","10760"
"2004-04-15","10800","10930","10650","10770","35500","10770"
"2004-04-16","10850","11230","10850","11170","44800","11170"
"2004-04-19","11180","11610","11170","11560","69300","11560"
"2004-04-20","11550","11630","11400","11500","35700","11500"
"2004-04-21","11430","11430","11180","11280","19500","11280"
"2004-04-22","11280","11280","11080","11170","16700","11170"
"2004-04-23","11180","11190","10980","10980","27300","10980"
"2004-04-26","11200","11350","11080","11080","16300","11080"
"2004-04-27","10880","10930","10820","10930","19100","10930"
"2004-04-28","10960","10990","10800","10800","31200","10800"
"2004-04-30","10500","10550","10430","10460","41900","10460"
"2004-05-06","10450","10600","10420","10420","45500","10420"
"2004-05-07","10310","10510","10250","10320","22000","10320"
"2004-05-10","10510","10550","10210","10230","26000","10230"
"2004-05-11","10290","10560","10180","10390","30600","10390"
"2004-05-12","10450","10590","10360","10490","29500","10490"
"2004-05-13","10510","10570","10300","10490","19700","10490"
"2004-05-14","10800","10890","10730","10830","74000","10830"
"2004-05-17","10690","10900","10500","10750","30400","10750"
"2004-05-18","10440","10640","10360","10580","16300","10580"
"2004-05-19","10720","10740","10510","10580","16300","10580"
"2004-05-20","10350","10380","10250","10280","32100","10280"
"2004-05-21","10310","10320","10160","10280","21900","10280"
"2004-05-24","10470","10470","10330","10430","13700","10430"
"2004-05-25","10410","10440","10350","10400","12800","10400"
"2004-05-26","10580","10650","10510","10620","14800","10620"
"2004-05-27","10640","10800","10620","10660","16600","10660"
"2004-05-28","11210","11290","11180","11290","42600","11290"
"2004-05-31","11310","11360","11250","11330","35700","11330"
"2004-06-01","11330","11680","11330","11620","35900","11620"
"2004-06-02","11470","11760","11460","11740","23500","11740"
"2004-06-03","11820","12300","11820","12120","55100","12120"
"2004-06-04","11970","12020","11880","11960","17600","11960"
"2004-06-07","11970","12280","11880","11960","34200","11960"
"2004-06-08","11960","11980","11820","11940","14600","11940"
"2004-06-09","11780","12260","11780","12180","21400","12180"
"2004-06-10","12190","12420","12180","12310","33100","12310"
"2004-06-11","12400","12600","12300","12300","220200","12300"
"2004-06-14","12200","12200","11830","11950","24900","11950"
"2004-06-15","11970","12200","11950","12160","18700","12160"
"2004-06-16","12300","12490","12130","12200","17800","12200"
"2004-06-17","12380","12380","12200","12310","11300","12310"
"2004-06-18","12280","12280","12110","12200","13700","12200"
"2004-06-21","12090","12310","12070","12110","31700","12110"
"2004-06-22","12200","12750","12160","12630","22000","12630"
"2004-06-23","12800","12800","12510","12530","9500","12530"
"2004-06-24","12700","12700","12480","12570","12100","12570"
"2004-06-25","12690","12870","12640","12780","18400","12780"
"2004-06-28","12800","13150","12800","13150","35800","13150"
"2004-06-29","13050","13090","13010","13040","9900","13040"
"2004-06-30","12850","12880","12630","12700","21000","12700"
"2004-07-01","12700","12800","12610","12690","13400","12690"
"2004-07-02","12730","12770","12650","12650","12500","12650"
"2004-07-05","12500","12820","12440","12710","14200","12710"
"2004-07-06","12860","13030","12860","12870","18000","12870"
"2004-07-07","12540","12730","12510","12660","21700","12660"
"2004-07-08","12810","12810","12670","12680","15900","12680"
"2004-07-09","12780","12850","12730","12810","39000","12810"
"2004-07-12","13010","13010","12710","12710","19900","12710"
"2004-07-13","12660","12660","12450","12500","20400","12500"
"2004-07-14","12480","12490","12010","12010","33900","12010"
"2004-07-15","12230","12230","11840","11950","29800","11950"
"2004-07-16","11800","12120","11650","11870","32600","11870"
"2004-07-20","11810","12060","11700","11750","11100","11750"
"2004-07-21","11720","11810","11520","11760","24200","11760"
"2004-07-22","11690","12230","11690","11960","16700","11960"
"2004-07-23","11760","12140","11760","12070","15500","12070"
"2004-07-26","11840","11930","11800","11860","7800","11860"
"2004-07-27","11810","11810","11700","11700","10800","11700"
"2004-07-28","11900","12100","11750","12020","19300","12020"
"2004-07-29","12220","12490","12220","12420","22800","12420"
"2004-07-30","12750","12800","12490","12490","20700","12490"
"2004-08-02","12400","12460","12110","12240","11300","12240"
"2004-08-03","12210","12220","12040","12160","9200","12160"
"2004-08-04","12020","12050","11890","12040","18200","12040"
"2004-08-05","12400","12720","12340","12530","34300","12530"
"2004-08-06","12420","12440","12320","12390","10000","12390"
"2004-08-09","12150","12450","12000","12400","11400","12400"
"2004-08-10","12260","12390","12230","12360","14100","12360"
"2004-08-11","12500","12500","12310","12350","5500","12350"
"2004-08-12","12280","12340","12280","12310","4700","12310"
"2004-08-13","12110","12500","12020","12380","37000","12380"
"2004-08-16","12180","12250","12080","12210","22500","12210"
"2004-08-17","12450","12530","12390","12410","11100","12410"
"2004-08-18","12320","12320","12130","12200","18400","12200"
"2004-08-19","12300","12300","12100","12180","16900","12180"
"2004-08-20","12080","12160","12040","12090","15100","12090"
"2004-08-23","12030","12030","11740","11740","53500","11740"
"2004-08-24","11760","11900","11710","11810","15000","11810"
"2004-08-25","11710","11970","11700","11890","21700","11890"
"2004-08-26","11940","11940","11760","11800","10500","11800"
"2004-08-27","11830","11930","11740","11930","9900","11930"
"2004-08-30","11950","11960","11900","11940","8600","11940"
"2004-08-31","11740","11890","11710","11740","16200","11740"
"2004-09-01","11700","11820","11570","11590","18200","11590"
"2004-09-02","11520","11780","11360","11430","20500","11430"
"2004-09-03","11630","11670","11560","11620","18400","11620"
"2004-09-06","11690","11930","11650","11820","22800","11820"
"2004-09-07","11940","12020","11860","11960","17400","11960"
"2004-09-08","12110","12140","11900","11950","8000","11950"
"2004-09-09","11860","11990","11850","11850","8900","11850"
"2004-09-10","11850","11860","11690","11770","182600","11770"
"2004-09-13","11930","12360","11890","12200","26800","12200"
"2004-09-14","12280","12300","12080","12140","20200","12140"
"2004-09-15","12210","12210","11850","12020","16300","12020"
"2004-09-16","12000","12080","12000","12000","18900","12000"
"2004-09-17","12020","12250","12010","12180","16200","12180"
"2004-09-21","12340","12680","12340","12490","16700","12490"
"2004-09-22","12660","12720","12620","12680","28600","12680"
"2004-09-24","12510","12570","12380","12420","20400","12420"
"2004-09-27","12610","12810","12610","12810","24100","12810"
"2004-09-28","12770","13170","12770","13000","29900","13000"
"2004-09-29","12940","13000","12810","13000","14600","13000"
"2004-09-30","13180","13470","13130","13320","34500","13320"
"2004-10-01","13120","13200","12980","13140","15900","13140"
"2004-10-04","13350","13550","13260","13510","28400","13510"
"2004-10-05","13110","13300","13070","13300","43700","13300"
"2004-10-06","13120","13170","12960","13070","28400","13070"
"2004-10-07","13030","13030","12730","12750","40400","12750"
"2004-10-08","12750","12940","12750","12870","27000","12870"
"2004-10-12","12630","12640","12520","12520","21400","12520"
"2004-10-13","12600","12660","12500","12570","9600","12570"
"2004-10-14","12610","12730","12590","12590","13900","12590"
"2004-10-15","12540","12600","12450","12520","21600","12520"
"2004-10-18","12540","12540","12460","12480","5600","12480"
"2004-10-19","12620","12650","12580","12600","9500","12600"
"2004-10-20","12460","12540","12430","12520","19600","12520"
"2004-10-21","12540","12570","12380","12410","9800","12410"
"2004-10-22","12550","12690","12400","12670","5800","12670"
"2004-10-25","12270","12460","12270","12420","25200","12420"
"2004-10-26","12320","12410","12300","12410","10300","12410"
"2004-10-27","12470","12510","12430","12490","16500","12490"
"2004-10-28","12450","12450","12180","12270","13600","12270"
"2004-10-29","12130","12130","11870","11890","24200","11890"
"2004-11-01","12040","12150","11990","12140","10700","12140"
"2004-11-02","12240","12240","12140","12210","9100","12210"
"2004-11-04","12440","12530","12350","12420","10700","12420"
"2004-11-05","12500","12500","12310","12500","20800","12500"
"2004-11-08","12520","12530","12150","12180","22400","12180"
"2004-11-09","12280","12310","12150","12220","14400","12220"
"2004-11-10","12240","12350","12240","12240","9900","12240"
"2004-11-11","12370","12370","12100","12100","16600","12100"
"2004-11-12","12500","12600","12460","12540","61400","12540"
"2004-11-15","12580","12610","12400","12550","36100","12550"
"2004-11-16","12590","12600","12440","12480","13500","12480"
"2004-11-17","12460","12460","12390","12400","13100","12400"
"2004-11-18","12300","12330","12110","12190","17500","12190"
"2004-11-19","12340","12340","12140","12260","13900","12260"
"2004-11-22","12060","12060","11900","11950","35100","11950"
"2004-11-24","12060","12200","12030","12130","10500","12130"
"2004-11-25","11930","12160","11930","12160","20600","12160"
"2004-11-26","12270","12550","12270","12400","26200","12400"
"2004-11-29","12370","12540","12370","12470","13100","12470"
"2004-11-30","12360","12450","12310","12450","17600","12450"
"2004-12-01","12250","12320","12160","12160","17100","12160"
"2004-12-02","12320","12320","12150","12180","21200","12180"
"2004-12-03","12380","12410","12220","12290","19100","12290"
"2004-12-06","12270","12270","12060","12060","18500","12060"
"2004-12-07","12150","12290","12140","12150","15300","12150"
"2004-12-08","12110","12390","12110","12330","14100","12330"
"2004-12-09","12390","12390","12100","12150","27700","12150"
"2004-12-10","12160","12160","11940","12010","155300","12010"
"2004-12-13","12060","12130","11980","12000","13900","12000"
"2004-12-14","12080","12300","12060","12270","28000","12270"
"2004-12-15","12400","12710","12400","12670","49700","12670"
"2004-12-16","12590","12760","12520","12760","17700","12760"
"2004-12-17","12660","12850","12660","12790","27500","12790"
"2004-12-20","12910","12910","12710","12790","14000","12790"
"2004-12-21","12710","12910","12710","12880","24900","12880"
"2004-12-22","12860","12880","12730","12780","16900","12780"
"2004-12-24","12930","12990","12780","12810","21700","12810"
"2004-12-27","12830","12890","12620","12660","17600","12660"
"2004-12-28","12570","12630","12540","12630","9400","12630"
"2004-12-29","12780","12780","12710","12740","11700","12740"
"2004-12-30","12720","12800","12720","12780","6300","12780"
