7974 東証1部 任天堂(株)（その他製品）,,,,,
"1990-06-07","22600","22700","22500","22600","31000","16740.8"
"1990-06-08","22400","22400","22100","22200","23000","16444.5"
"1990-06-11","22300","22700","22300","22700","2000","16814.8"
"1990-06-12","22700","23600","22700","23400","29000","17333.3"
"1990-06-13","23600","24100","23500","23700","44000","17555.6"
"1990-06-14","23700","23900","23600","23800","27000","17629.6"
"1990-06-15","24600","24800","24600","24800","9000","18370.4"
"1990-06-18","25300","25700","25100","25100","82000","18592.6"
"1990-06-19","24900","25100","24600","25100","72000","18592.6"
"1990-06-20","25100","25200","25000","25200","5000","18666.7"
"1990-06-21","26400","26400","25900","25900","26000","19185.2"
"1990-06-22","25700","26300","25700","26100","69000","19333.3"
"1990-06-25","26100","26700","25900","26700","48000","19777.8"
"1990-06-26","26600","27700","26600","27700","105000","20518.5"
"1990-06-27","27900","28200","27400","27600","46000","20444.5"
"1990-06-28","27500","28500","27200","28300","37000","20963"
"1990-06-29","28700","28900","28300","28300","57000","20963"
"1990-07-02","28400","28400","27900","27900","8000","20666.7"
"1990-07-03","27600","27800","27400","27500","16000","20370.4"
"1990-07-04","27700","27800","27700","27800","3000","20592.6"
"1990-07-05","27000","27000","27000","27000","6000","20000"
"1990-07-06","26600","26600","26500","26600","11000","19703.7"
"1990-07-09","26500","26700","26500","26500","57000","19629.6"
"1990-07-10","26500","26900","26300","26900","40000","19925.9"
"1990-07-11","26900","27500","26900","27400","32000","20296.3"
"1990-07-12","27600","27900","27600","27700","88000","20518.5"
"1990-07-13","27800","27900","27400","27800","33000","20592.6"
"1990-07-16","27700","28400","27700","28400","8000","21037"
"1990-07-17","28500","28500","28200","28200","16000","20888.9"
"1990-07-18","28200","28200","27900","28000","7000","20740.8"
"1990-07-19","27800","27800","27400","27400","17000","20296.3"
"1990-07-20","27300","27600","27300","27500","7000","20370.4"
"1990-07-23","27400","27400","27300","27300","33000","20222.2"
"1990-07-24","27300","27700","27300","27700","2000","20518.5"
"1990-07-25","27700","28000","27700","28000","7000","20740.8"
"1990-07-26","28700","28800","28500","28600","53000","21185.2"
"1990-07-27","28500","28600","27900","28600","141000","21185.2"
"1990-07-30","28700","28700","28000","28000","42000","20740.8"
"1990-07-31","28400","28900","28400","28900","78000","21407.4"
"1990-08-01","29400","29600","29200","29400","43000","21777.8"
"1990-08-02","30000","31200","30000","31200","55000","23111.1"
"1990-08-03","33300","34000","33300","33500","23000","24814.8"
"1990-08-06","32700","32700","32700","32700","1000","24222.2"
"1990-08-07","31000","31000","30000","30000","49000","22222.2"
"1990-08-08","30200","30900","30100","30900","25000","22888.9"
"1990-08-09","30600","31100","30600","30900","10000","22888.9"
"1990-08-10","30900","31000","30600","30600","4000","22666.7"
"1990-08-13","30000","30000","30000","30000","2000","22222.2"
"1990-08-14","29000","29200","28500","29200","10000","21629.6"
"1990-08-16","30600","30700","30600","30600","4000","22666.7"
"1990-08-17","30300","30300","30000","30000","3000","22222.2"
"1990-08-20","29700","30000","29700","29700","7000","22000"
"1990-08-21","29800","29800","29800","29800","1000","22074.1"
"1990-08-24","25600","25900","25600","25900","14000","19185.2"
"1990-08-27","24900","25000","24900","25000","502000","18518.5"
"1990-08-29","25400","26000","25400","25700","112000","19037"
"1990-08-31","28300","28300","28300","28300","4000","20963"
"1990-09-03","28300","28300","28300","28300","1000","20963"
"1990-09-04","26900","26900","26900","26900","1000","19925.9"
"1990-09-05","25500","25500","25500","25500","1000","18888.9"
"1990-09-06","25100","25100","25100","25100","2000","18592.6"
"1990-09-07","25000","25000","25000","25000","1000","18518.5"
"1990-09-10","25200","25200","25200","25200","1000","18666.7"
"1990-09-11","25800","25800","25800","25800","1000","19111.1"
"1990-09-12","25800","26300","25800","26300","4000","19481.5"
"1990-09-13","26200","26200","26000","26000","2000","19259.3"
"1990-09-14","26000","26000","26000","26000","6000","19259.3"
"1990-09-17","25600","25600","25300","25300","3000","18740.8"
"1990-09-18","25100","25100","24300","24600","9000","18222.2"
"1990-09-19","25000","25200","25000","25200","481000","18666.7"
"1990-09-20","25200","25200","24700","24700","559000","18296.3"
"1990-09-21","24700","24700","24500","24500","76000","18148.2"
"1990-09-25","24600","24700","24500","24700","7000","18296.3"
"1990-09-26","24800","24800","24800","24800","1000","18370.4"
"1990-10-01","19000","19300","19000","19200","4000","14222.2"
"1990-10-02","17800","17800","17800","17800","1000","13185.2"
"1990-10-03","20100","20400","20100","20400","11000","15111.1"
"1990-10-04","20600","22300","20500","22300","14000","16518.5"
"1990-10-05","23100","23100","22800","23100","9000","17111.1"
"1990-10-08","23500","24000","23500","24000","3000","17777.8"
"1990-10-09","24000","24000","24000","24000","1000","17777.8"
"1990-10-12","22400","22700","22400","22400","6000","16592.6"
"1990-10-15","22600","23100","22600","23100","2000","17111.1"
"1990-10-16","23500","23500","23500","23500","2000","17407.4"
"1990-10-17","23300","23300","23300","23300","1000","17259.3"
"1990-10-18","23100","23100","23100","23100","1000","17111.1"
"1990-10-19","22900","22900","22900","22900","1000","16963"
"1990-10-22","23300","23400","23300","23300","3000","17259.3"
"1990-10-23","23500","23700","23500","23700","2000","17555.6"
"1990-10-24","23500","23500","23500","23500","1000","17407.4"
"1990-10-25","23900","24100","23900","24100","4000","17851.9"
"1990-10-26","24300","25000","24300","24900","9000","18444.5"
"1990-10-29","25300","25800","25300","25800","15000","19111.1"
"1990-10-30","25600","25600","25600","25600","2000","18963"
"1990-10-31","25400","25600","25000","25000","15000","18518.5"
"1990-11-02","23600","23600","23600","23600","8000","17481.5"
"1990-11-05","24000","24300","24000","24300","6000","18000"
"1990-11-06","23800","23800","23800","23800","1000","17629.6"
"1990-11-07","23400","23400","23400","23400","1000","17333.3"
"1990-11-08","23200","23200","23200","23200","10000","17185.2"
"1990-11-09","22700","22800","22700","22800","3000","16888.9"
"1990-11-14","24000","24900","24000","24900","20000","18444.5"
"1990-11-15","25300","25700","25200","25500","13000","18888.9"
"1990-11-16","25400","25400","24800","24800","15000","18370.4"
"1990-11-19","25000","25200","24800","24800","13000","18370.4"
"1990-11-20","24800","24800","24500","24500","3000","18148.2"
"1990-11-21","23800","23800","23500","23500","2000","17407.4"
"1990-11-22","23700","23700","23700","23700","1000","17555.6"
"1990-11-26","23900","24300","23900","24300","4000","18000"
"1990-11-27","23600","23600","23600","23600","2000","17481.5"
"1990-11-28","22800","22800","22800","22800","1000","16888.9"
"1990-11-29","21800","21800","21800","21800","2000","16148.2"
"1990-11-30","21400","21400","21400","21400","1000","15851.9"
"1990-12-03","21600","21600","21600","21600","1000","16000"
"1990-12-05","19200","19400","19200","19300","5000","14296.3"
"1990-12-07","21100","21400","21100","21400","2000","15851.9"
"1990-12-10","21600","21600","21600","21600","1000","16000"
"1990-12-12","21200","21200","21100","21100","7000","15629.6"
"1990-12-14","20600","20600","20600","20600","11000","15259.3"
"1990-12-17","20400","20400","20400","20400","1000","15111.1"
"1990-12-18","20400","20400","20400","20400","1000","15111.1"
"1990-12-19","20600","20600","20600","20600","2000","15259.3"
"1990-12-20","20600","20600","20600","20600","1000","15259.3"
"1990-12-21","20400","20400","20400","20400","1000","15111.1"
"1990-12-26","19000","19000","19000","19000","1000","14074.1"
"1990-12-27","19000","19100","19000","19100","3000","14148.2"
"1990-12-28","18900","18900","18900","18900","1000","14000"
