7974 東証1部 任天堂(株)（その他製品）,,,,,
"2007-03-26","34400","34450","34250","34450","50700","34450"
"2007-03-27","34000","34500","33750","34400","61200","34400"
"2007-03-28","34300","34500","33750","33900","64100","33900"
"2007-03-29","33850","34200","33550","34050","74300","34050"
"2007-03-30","34200","34400","34200","34250","25700","34250"
"2007-04-02","34250","34450","33850","33850","35800","33850"
"2007-04-03","34200","34200","33700","33850","38400","33850"
"2007-04-04","34150","34250","33700","33750","43400","33750"
"2007-04-05","33750","34500","33200","34300","133900","34300"
"2007-04-06","34900","35100","34600","35100","114000","35100"
"2007-04-09","35350","35500","34800","35450","76500","35450"
"2007-04-10","35450","35900","35250","35850","78600","35850"
"2007-04-11","36250","37100","36100","37000","110500","37000"
"2007-04-12","36750","37000","36500","37000","73800","37000"
"2007-04-13","37250","37400","36200","36450","90000","36450"
"2007-04-16","36800","37400","36750","37300","93200","37300"
"2007-04-17","37400","37450","36700","37100","77500","37100"
"2007-04-18","36950","37050","36650","36800","52100","36800"
"2007-04-19","36600","36600","35700","35900","91900","35900"
"2007-04-20","36300","36450","35900","36400","45100","36400"
"2007-04-23","36650","37050","36450","36800","63100","36800"
"2007-04-24","36850","36900","36450","36750","39900","36750"
"2007-04-25","36700","37350","36600","37200","64500","37200"
"2007-04-26","37250","37350","36800","37200","52800","37200"
"2007-04-27","37850","38050","37600","37800","88000","37800"
"2007-05-01","37750","39000","37700","38800","119500","38800"
"2007-05-02","39050","39150","38500","38650","129400","38650"
"2007-05-07","39050","39800","39000","39700","89600","39700"
"2007-05-08","39750","39750","39250","39400","48800","39400"
"2007-05-09","39050","39450","38850","39100","60000","39100"
"2007-05-10","39300","39500","38850","38850","39000","38850"
"2007-05-11","38450","38950","38250","38400","50400","38400"
"2007-05-14","39000","39150","38550","38700","32000","38700"
"2007-05-15","38950","39850","38650","39350","91300","39350"
"2007-05-16","39900","40100","39550","40000","55500","40000"
"2007-05-17","40250","41900","40150","41800","106200","41800"
"2007-05-18","41550","41950","40900","41050","71400","41050"
"2007-05-21","41100","41550","40600","41250","44400","41250"
"2007-05-22","41050","41250","40850","40950","44000","40950"
"2007-05-23","41700","42400","41450","42050","69300","42050"
"2007-05-24","41800","42000","41450","41550","57000","41550"
"2007-05-25","41150","41200","40650","41000","71100","41000"
"2007-05-28","41500","41700","41400","41550","26700","41550"
"2007-05-29","41550","41600","41300","41600","30300","41600"
"2007-05-30","41450","41550","41200","41350","34900","41350"
"2007-05-31","41750","42500","41750","42500","90800","42500"
"2007-06-01","42550","43150","42550","42950","76800","42950"
"2007-06-04","43750","43850","43100","43150","53000","43150"
"2007-06-05","42950","42950","42300","42400","76300","42400"
"2007-06-06","42950","42950","42400","42700","46600","42700"
"2007-06-07","42200","42550","42100","42500","72000","42500"
"2007-06-08","42100","42200","41700","41900","204800","41900"
"2007-06-11","42650","42650","41850","42000","44500","42000"
"2007-06-12","42150","42150","41100","41400","74100","41400"
"2007-06-13","40600","41600","40500","41300","81400","41300"
"2007-06-14","42000","42050","41600","41900","44300","41900"
"2007-06-15","42250","42250","41950","42000","33300","42000"
"2007-06-18","42500","43200","42300","43100","85100","43100"
"2007-06-19","43450","43950","43450","43850","87900","43850"
"2007-06-20","44100","44850","43900","44550","114000","44550"
"2007-06-21","44050","45000","43850","44450","83400","44450"
"2007-06-22","44700","45400","44550","45350","87800","45350"
"2007-06-25","45750","46350","45300","45350","115500","45350"
"2007-06-26","45150","45500","44450","44950","121900","44950"
"2007-06-27","44900","45050","44200","44200","89500","44200"
"2007-06-28","44900","45150","44550","44950","53100","44950"
"2007-06-29","45350","45850","44650","44900","77800","44900"
"2007-07-02","45350","45750","45100","45700","63300","45700"
"2007-07-03","46400","46700","46100","46650","83200","46650"
"2007-07-04","47250","48200","47200","48100","109700","48100"
"2007-07-05","48500","49300","48000","48300","165200","48300"
"2007-07-06","48700","49000","48100","48950","141000","48950"
"2007-07-09","49650","49850","49400","49750","107600","49750"
"2007-07-10","49500","49750","49250","49650","81900","49650"
"2007-07-11","49250","49250","48600","48650","93800","48650"
"2007-07-12","49050","49550","48900","49500","92200","49500"
"2007-07-13","50800","50800","50200","50500","113000","50500"
"2007-07-17","50400","50400","49050","49150","132000","49150"
"2007-07-18","48900","48900","47350","47800","143900","47800"
"2007-07-19","48350","50500","48350","50400","137700","50400"
"2007-07-20","50900","52700","50800","52700","123600","52700"
"2007-07-23","51700","53300","51600","53300","80600","53300"
"2007-07-24","54200","54800","53700","54500","83100","54500"
"2007-07-25","53900","56400","53500","56400","173400","56400"
"2007-07-26","59200","61400","58800","61000","173900","61000"
"2007-07-27","59400","60400","57800","57900","168000","57900"
"2007-07-30","56900","58900","54500","58900","156000","58900"
"2007-07-31","60300","60600","57600","58600","89300","58600"
"2007-08-01","57100","57400","55400","55500","102400","55500"
"2007-08-02","56500","56800","51400","53400","197400","53400"
"2007-08-03","53900","55300","53000","55300","114700","55300"
"2007-08-06","53300","54900","52900","54800","104600","54800"
"2007-08-07","56300","56600","54500","55200","83300","55200"
"2007-08-08","55500","57000","55300","57000","71200","57000"
"2007-08-09","57800","58400","55300","55700","110100","55700"
"2007-08-10","52200","53900","50700","51800","122600","51800"
"2007-08-13","51900","54200","51700","53300","56200","53300"
"2007-08-14","54800","56600","54500","56400","106000","56400"
"2007-08-15","54900","56500","52900","53000","140200","53000"
"2007-08-16","51500","52000","49700","51000","159700","51000"
"2007-08-17","48600","48900","46000","46000","221100","46000"
"2007-08-20","48800","49650","48000","48000","154900","48000"
"2007-08-21","49100","50400","48850","50200","125400","50200"
"2007-08-22","51200","51400","49600","49950","69800","49950"
"2007-08-23","52400","53600","52200","53600","86700","53600"
"2007-08-24","53500","54900","52800","54800","75800","54800"
"2007-08-27","56100","56200","54400","54900","77900","54900"
"2007-08-28","54000","55200","53900","54200","67400","54200"
"2007-08-29","51200","51800","49950","51500","107400","51500"
"2007-08-30","53600","53900","52800","53200","69400","53200"
"2007-08-31","53000","53700","52300","53600","67500","53600"
"2007-09-03","53600","53700","52900","53100","44200","53100"
"2007-09-04","52400","52700","51300","51600","49500","51600"
"2007-09-05","52600","52700","51300","51600","51400","51600"
"2007-09-06","50600","53400","50400","53400","78900","53400"
"2007-09-07","53200","53500","52200","52900","54800","52900"
"2007-09-10","50500","52100","49900","51700","71400","51700"
"2007-09-11","52200","52400","51000","51700","49900","51700"
"2007-09-12","52600","52600","51500","51800","50100","51800"
"2007-09-13","52100","52600","51900","52500","34600","52500"
"2007-09-14","53500","55400","53500","55400","210600","55400"
"2007-09-18","55200","56200","54500","55800","56300","55800"
"2007-09-19","59300","59500","58500","58900","77100","58900"
"2007-09-20","58600","58900","58000","58600","44800","58600"
"2007-09-21","57600","57800","56700","57600","47400","57600"
"2007-09-25","58000","59400","56900","59400","43400","59400"
"2007-09-26","59500","59800","59000","59800","40100","59800"
"2007-09-27","60500","60900","59900","60000","43700","60000"
"2007-09-28","60300","60300","59200","59600","28400","59600"
"2007-10-01","59500","60000","59100","59300","49900","59300"
"2007-10-02","60200","62500","59800","62500","90700","62500"
"2007-10-03","63500","64800","63400","64600","86400","64600"
"2007-10-04","64500","64800","63800","64200","60600","64200"
"2007-10-05","64300","64400","62500","62700","82800","62700"
"2007-10-09","64700","65000","62800","63100","54900","63100"
"2007-10-10","63600","65700","63300","65700","72300","65700"
"2007-10-11","66200","69500","65900","69200","108300","69200"
"2007-10-12","68400","68400","67200","67400","75800","67400"
"2007-10-15","69900","71500","69300","71200","95800","71200"
"2007-10-16","70200","71500","69700","70100","85900","70100"
"2007-10-17","70700","71100","65300","68100","151600","68100"
"2007-10-18","69100","69100","67400","68000","71600","68000"
"2007-10-19","66500","67300","65900","66100","61400","66100"
"2007-10-22","64100","65300","63700","65200","68500","65200"
"2007-10-23","65700","66000","63700","64100","66000","64100"
"2007-10-24","67100","69000","67100","68900","94100","68900"
"2007-10-25","69500","70400","65600","69800","131100","69800"
"2007-10-26","69600","69700","67100","67800","82400","67800"
"2007-10-29","69300","71100","69100","70900","83800","70900"
"2007-10-30","71900","72600","71400","71700","85500","71700"
"2007-10-31","70700","71800","70000","71700","60700","71700"
"2007-11-01","72600","73200","71700","72100","55800","72100"
"2007-11-02","69400","71200","69100","70500","73600","70500"
"2007-11-05","70800","71000","67600","68400","71700","68400"
"2007-11-06","67900","69700","67600","68700","47700","68700"
"2007-11-07","69700","69900","67400","67500","43600","67500"
"2007-11-08","64700","64900","63300","63800","82200","63800"
"2007-11-09","63400","65400","60800","61400","113700","61400"
"2007-11-12","57400","59100","57000","58800","76300","58800"
"2007-11-13","58900","60100","57600","59100","76400","59100"
"2007-11-14","62100","64100","61900","64100","75500","64100"
"2007-11-15","66000","66100","63500","64000","59900","64000"
"2007-11-16","61500","61700","59800","61000","62100","61000"
"2007-11-19","61800","62400","59000","59100","54600","59100"
"2007-11-20","56600","61600","56300","61300","88800","61300"
"2007-11-21","61400","62100","59200","59200","56000","59200"
"2007-11-22","58700","60600","57800","60000","73300","60000"
"2007-11-26","61800","63300","61500","62500","49300","62500"
"2007-11-27","61000","62800","60600","61700","64400","61700"
"2007-11-28","62400","62900","61800","62200","28200","62200"
"2007-11-29","65000","66000","64600","65300","78700","65300"
"2007-11-30","65800","67300","65600","67200","70200","67200"
"2007-12-03","69400","69400","67100","67900","50900","67900"
"2007-12-04","67400","68800","66900","68400","49800","68400"
"2007-12-05","67900","68200","66600","67100","61400","67100"
"2007-12-06","68100","68400","67200","67900","42600","67900"
"2007-12-07","68600","68900","68200","68300","36000","68300"
"2007-12-10","68400","68600","67500","68100","30600","68100"
"2007-12-11","68000","68200","66400","67100","40000","67100"
"2007-12-12","65500","66400","65200","66000","62500","66000"
"2007-12-13","66000","66600","64600","64600","55600","64600"
"2007-12-14","65400","66300","64200","65000","154000","65000"
"2007-12-17","65500","66400","64300","64300","43900","64300"
"2007-12-18","63300","64000","62100","62600","55600","62600"
"2007-12-19","62700","64000","62300","62500","49900","62500"
"2007-12-20","63500","63600","61600","61900","28900","61900"
"2007-12-21","62400","64300","61000","64200","54000","64200"
"2007-12-25","66200","66400","65300","66000","28400","66000"
"2007-12-26","66000","67200","65700","67200","26600","67200"
"2007-12-27","67300","67300","66500","67300","26500","67300"
"2007-12-28","66100","67100","65900","66500","37800","66500"
