7974 東証1部 任天堂(株)（その他製品）,,,,,
"1995-07-19","5370","5490","5370","5430","10500","5430"
"1995-07-20","5330","5550","5330","5550","17900","5550"
"1995-07-21","5600","5950","5560","5800","49300","5800"
"1995-07-24","5860","5980","5700","5970","29800","5970"
"1995-07-25","5920","5920","5610","5610","13400","5610"
"1995-07-26","5720","5760","5650","5650","17400","5650"
"1995-07-27","5760","5860","5760","5800","22000","5800"
"1995-07-28","5780","5780","5650","5740","6300","5740"
"1995-07-31","5770","5850","5740","5750","4800","5750"
"1995-08-01","5770","5880","5770","5800","8200","5800"
"1995-08-02","5850","6020","5850","6000","42800","6000"
"1995-08-03","6100","6640","6100","6390","92300","6390"
"1995-08-04","6450","6690","6400","6440","68500","6440"
"1995-08-07","6540","6540","6460","6480","19100","6480"
"1995-08-08","6460","6460","6310","6370","15700","6370"
"1995-08-09","6500","6650","6500","6560","16400","6560"
"1995-08-10","6560","6600","6460","6500","8300","6500"
"1995-08-11","6600","6600","6500","6540","18100","6540"
"1995-08-14","6500","6540","6450","6500","6400","6500"
"1995-08-15","6600","6600","6500","6570","28900","6570"
"1995-08-16","6610","6790","6350","6440","64000","6440"
"1995-08-17","6540","6620","6480","6520","128800","6520"
"1995-08-18","6430","6450","6350","6430","61200","6430"
"1995-08-21","6510","6570","6400","6400","66100","6400"
"1995-08-22","6450","6500","6420","6500","10300","6500"
"1995-08-23","6420","6490","6350","6350","7000","6350"
"1995-08-24","6330","6350","6210","6350","13200","6350"
"1995-08-25","6260","6300","6120","6190","21700","6190"
"1995-08-28","6170","6210","6110","6200","18500","6200"
"1995-08-29","6240","6300","6140","6300","7800","6300"
"1995-08-30","6200","6330","6120","6120","9900","6120"
"1995-08-31","6050","6150","6030","6130","13200","6130"
"1995-09-01","6230","6230","6030","6140","8300","6140"
"1995-09-04","6150","6240","6140","6140","4000","6140"
"1995-09-05","6150","6250","6050","6250","5200","6250"
"1995-09-06","6550","6550","6400","6400","22400","6400"
"1995-09-07","6600","6730","6580","6650","57100","6650"
"1995-09-08","6600","7000","6600","6900","126000","6900"
"1995-09-11","6950","7240","6940","7170","61200","7170"
"1995-09-12","7220","7350","7100","7230","76300","7230"
"1995-09-13","7250","7280","7180","7240","32500","7240"
"1995-09-14","7290","7320","7110","7120","25800","7120"
"1995-09-18","7200","7200","7010","7010","11100","7010"
"1995-09-19","6990","7050","6910","7050","6600","7050"
"1995-09-20","7120","7250","7120","7200","40200","7200"
"1995-09-21","7100","7150","7000","7070","11100","7070"
"1995-09-22","6910","7050","6910","7020","9900","7020"
"1995-09-25","6920","7100","6920","6950","9600","6950"
"1995-09-26","6850","6920","6800","6900","6100","6900"
"1995-09-27","6930","7240","6930","7240","16200","7240"
"1995-09-28","7240","7320","7180","7250","37600","7250"
"1995-09-29","7270","7270","7100","7200","23200","7200"
"1995-10-02","7100","7200","7080","7190","6300","7190"
"1995-10-03","7190","7330","7100","7330","17100","7330"
"1995-10-04","7390","7470","7350","7380","38400","7380"
"1995-10-05","7380","7450","7360","7360","14600","7360"
"1995-10-06","7270","7300","7200","7300","6200","7300"
"1995-10-09","7320","7360","7300","7300","5100","7300"
"1995-10-11","7300","7300","7200","7200","5000","7200"
"1995-10-12","7230","7230","7150","7160","4800","7160"
"1995-10-13","7100","7140","7000","7070","12700","7070"
"1995-10-16","7070","7250","7070","7240","6500","7240"
"1995-10-17","7140","7200","7100","7140","1200","7140"
"1995-10-18","7100","7120","7000","7120","3600","7120"
"1995-10-19","7060","7250","7060","7250","4600","7250"
"1995-10-20","7310","7400","7290","7350","28500","7350"
"1995-10-23","7440","7500","7400","7450","48400","7450"
"1995-10-24","7440","7520","7440","7440","48600","7440"
"1995-10-25","7460","7610","7440","7540","25900","7540"
"1995-10-26","7590","7590","7450","7590","72100","7590"
"1995-10-27","7530","7530","7390","7390","23800","7390"
"1995-10-30","7350","7550","7350","7550","7000","7550"
"1995-10-31","7490","7530","7420","7520","40700","7520"
"1995-11-01","7500","7500","7380","7400","17300","7400"
"1995-11-02","7460","7700","7460","7700","24300","7700"
"1995-11-06","7760","8300","7760","8100","62700","8100"
"1995-11-07","8300","8500","8300","8490","58900","8490"
"1995-11-08","8410","8500","8350","8390","38100","8390"
"1995-11-09","8130","8130","7900","8000","25200","8000"
"1995-11-10","7900","7900","7700","7780","20600","7780"
"1995-11-13","7480","7500","7320","7340","24400","7340"
"1995-11-14","7410","7630","7410","7490","62900","7490"
"1995-11-15","7470","7500","7400","7490","6400","7490"
"1995-11-16","7510","7600","7450","7500","2000","7500"
"1995-11-17","7560","7610","7510","7610","6700","7610"
"1995-11-20","7670","7770","7630","7700","8400","7700"
"1995-11-21","7660","7700","7600","7650","10400","7650"
"1995-11-22","7560","7560","7360","7360","8800","7360"
"1995-11-24","7430","7750","7430","7550","13900","7550"
"1995-11-27","7750","7800","7700","7770","22200","7770"
"1995-11-28","7770","8000","7760","7980","26900","7980"
"1995-11-29","7980","8100","7940","8000","14500","8000"
"1995-11-30","7990","8090","7990","8000","6300","8000"
"1995-12-01","8030","8290","8020","8290","264200","8290"
"1995-12-04","8300","8390","8260","8260","14500","8260"
"1995-12-05","8330","8360","8250","8300","6700","8300"
"1995-12-06","8250","8300","8110","8110","6900","8110"
"1995-12-07","8100","8100","7980","7990","13100","7990"
"1995-12-08","7590","7940","7590","7940","73000","7940"
"1995-12-11","7920","7920","7780","7810","3400","7810"
"1995-12-12","7850","7920","7800","7920","3100","7920"
"1995-12-13","7890","8000","7800","7820","14400","7820"
"1995-12-14","7910","7990","7850","7900","14900","7900"
"1995-12-15","7800","7850","7750","7800","4800","7800"
"1995-12-18","7850","8000","7850","7900","7400","7900"
"1995-12-19","7800","7840","7680","7830","7100","7830"
"1995-12-20","7930","7930","7800","7850","6400","7850"
"1995-12-21","7910","7910","7850","7910","7400","7910"
"1995-12-22","8000","8100","7950","8090","7300","8090"
"1995-12-25","8190","8190","7900","8090","1600","8090"
"1995-12-26","8000","8000","7850","7990","3500","7990"
"1995-12-27","8010","8010","7960","8000","6700","8000"
"1995-12-28","7980","7990","7880","7880","13300","7880"
"1995-12-29","7980","7980","7850","7850","4300","7850"
