7974 東証1部 任天堂(株)（その他製品）,,,,,
"1991-10-29","14300","14500","14100","14300","33200","14300"
"1991-10-30","14400","14400","14000","14000","9600","14000"
"1991-10-31","14000","14100","13900","14100","8900","14100"
"1991-11-01","13900","13900","13600","13700","25500","13700"
"1991-11-05","13600","13700","13500","13700","6100","13700"
"1991-11-06","13600","13900","13500","13700","10300","13700"
"1991-11-07","13800","13900","13600","13600","6600","13600"
"1991-11-08","13700","13700","13400","13500","9800","13500"
"1991-11-11","13500","13500","13400","13400","7700","13400"
"1991-11-12","13400","13500","13300","13500","7500","13500"
"1991-11-13","13400","13400","13300","13300","3900","13300"
"1991-11-14","13400","13400","12700","12700","22400","12700"
"1991-11-15","12900","13000","12400","12400","27000","12400"
"1991-11-18","12000","12300","12000","12300","11800","12300"
"1991-11-19","12300","12600","12300","12300","17400","12300"
"1991-11-20","12100","12200","12000","12200","19100","12200"
"1991-11-21","12100","12300","12100","12100","8400","12100"
"1991-11-22","12100","12300","12000","12300","7200","12300"
"1991-11-25","12200","12200","11900","12100","15800","12100"
"1991-11-26","11900","12100","11800","11800","16600","11800"
"1991-11-27","12000","12100","12000","12000","4000","12000"
"1991-11-28","11800","11900","11700","11800","9500","11800"
"1991-11-29","11900","11900","11500","11700","7900","11700"
"1991-12-02","11500","11600","11100","11200","11500","11200"
"1991-12-03","11300","11600","11300","11600","10100","11600"
"1991-12-04","11700","12000","11600","12000","8200","12000"
"1991-12-05","12000","12000","11900","12000","9900","12000"
"1991-12-06","12000","12100","11900","11900","6700","11900"
"1991-12-09","11800","12100","11800","12000","7300","12000"
"1991-12-10","11900","11900","11500","11800","7400","11800"
"1991-12-11","11800","11800","11300","11500","7200","11500"
"1991-12-12","11800","11800","11600","11800","5800","11800"
"1991-12-13","11900","12200","11800","12100","21300","12100"
"1991-12-16","12200","12200","12000","12200","14300","12200"
"1991-12-17","12200","12500","12100","12300","16300","12300"
"1991-12-18","12300","12500","12100","12200","14200","12200"
"1991-12-19","12000","12100","11800","11800","17200","11800"
"1991-12-20","11900","12000","11800","11900","7300","11900"
"1991-12-24","12000","12200","11500","11500","14800","11500"
"1991-12-25","11400","12000","11400","11900","17300","11900"
"1991-12-26","11900","11900","11500","11800","5200","11800"
"1991-12-27","11700","11900","11500","11500","6900","11500"
"1991-12-30","11700","11800","11600","11700","7100","11700"
