7974 東証1部 任天堂(株)（その他製品）,,,,,
"2016-07-21","29000","29280","26735","28000","18304400","28000"
"2016-07-22","27300","29920","27170","28220","25412600","28220"
"2016-07-25","23720","24555","23220","23220","11321100","23220"
"2016-07-26","22030","23890","21700","23590","16633600","23590"
"2016-07-27","22800","23240","21905","22305","9722400","22305"
"2016-07-28","22075","22600","20725","21080","14209600","21080"
"2016-07-29","21000","21780","20440","21505","10889500","21505"
"2016-08-01","20585","21450","20100","20965","7300600","20965"
"2016-08-02","21400","21520","20890","21005","4641200","21005"
"2016-08-03","20660","21480","20625","21065","5131700","21065"
"2016-08-04","21300","21370","20930","21225","3022500","21225"
"2016-08-05","21300","21340","20600","20715","2796700","20715"
"2016-08-08","20715","21320","20460","21280","3731600","21280"
"2016-08-09","21420","22940","21320","22850","9096300","22850"
"2016-08-10","23015","23360","22410","22780","6186100","22780"
"2016-08-12","23000","23065","21930","22000","3714500","22000"
"2016-08-15","21950","22265","21665","22065","2280100","22065"
"2016-08-16","22065","22225","21715","21720","2080400","21720"
"2016-08-17","21775","22720","21760","22700","3690000","22700"
"2016-08-18","22500","23325","22265","22895","4856100","22895"
"2016-08-19","23150","23235","22065","22200","3599300","22200"
"2016-08-22","22400","22965","22180","22890","3333800","22890"
"2016-08-23","23045","23045","22355","22595","3037600","22595"
"2016-08-24","22585","22775","22115","22385","2442600","22385"
"2016-08-25","22185","22475","22135","22240","1502300","22240"
"2016-08-26","22170","22200","21670","21690","1816700","21690"
"2016-08-29","22090","22455","22020","22410","1902600","22410"
"2016-08-30","22265","22365","22080","22195","1262900","22195"
"2016-08-31","22500","22775","22340","22675","1715400","22675"
"2016-09-01","22800","23450","22515","23430","2802200","23430"
"2016-09-02","23300","24180","23300","23820","5677600","23820"
"2016-09-05","24050","24090","23160","23215","3057000","23215"
"2016-09-06","23295","23605","23225","23550","1588000","23550"
"2016-09-07","23300","24700","23285","24695","5244000","24695"
"2016-09-08","29195","29200","27060","27955","13540400","27955"
"2016-09-09","27550","27935","27265","27625","6268400","27625"
"2016-09-12","27300","27570","26450","26690","4716700","26690"
"2016-09-13","26910","27080","25590","25625","6017700","25625"
"2016-09-14","25600","26335","25375","25755","5213600","25755"
"2016-09-15","25910","26965","25820","26925","5806600","26925"
"2016-09-16","26605","27320","26305","27065","5174800","27065"
"2016-09-20","26650","27775","26555","27315","4749300","27315"
"2016-09-21","27295","27450","26700","26995","4462600","26995"
"2016-09-23","26850","27270","26470","27105","3497000","27105"
"2016-09-26","26945","27030","26630","26675","1810900","26675"
"2016-09-27","26415","27135","26400","27035","3011500","27035"
"2016-09-28","26900","27460","26825","27130","2525300","27130"
"2016-09-29","27480","27480","26935","27140","2138400","27140"
"2016-09-30","26920","27235","26605","26605","2195500","26605"
"2016-10-03","26800","26890","26285","26445","2022700","26445"
"2016-10-04","26555","26570","25930","26170","2114800","26170"
"2016-10-05","26250","26790","26085","26780","2409500","26780"
"2016-10-06","26795","26940","26360","26365","1906800","26365"
"2016-10-07","26375","26750","26285","26690","1756300","26690"
"2016-10-11","26500","26615","26280","26285","1581200","26285"
"2016-10-12","26115","26335","25845","25865","1488200","25865"
"2016-10-13","26015","26535","25925","26075","2246100","26075"
"2016-10-17","26470","26475","25665","25935","2195300","25935"
"2016-10-19","26110","26315","25975","26080","1076600","26080"
"2016-10-20","25940","27270","25810","26950","5201400","26950"
"2016-10-21","26000","26190","25025","25185","6095600","25185"
"2016-10-24","24900","24900","23940","23970","4382400","23970"
"2016-10-25","23900","24725","23870","24685","3211300","24685"
"2016-10-26","24540","25000","24410","24520","2351400","24520"
"2016-10-27","23520","24895","23515","24885","5839500","24885"
"2016-10-28","25095","25625","25010","25590","3218000","25590"
"2016-10-31","25600","25900","25345","25440","2172000","25440"
"2016-11-01","25430","25590","25210","25445","1350700","25445"
"2016-11-02","25300","25585","24950","25395","1973200","25395"
"2016-11-04","25000","25070","24360","24400","2154600","24400"
"2016-11-07","24615","24680","24240","24535","1231900","24535"
"2016-11-08","24695","24845","24390","24420","1031400","24420"
"2016-11-09","24590","24600","22200","22915","4233900","22915"
"2016-11-10","24060","24550","23900","24410","2427000","24410"
"2016-11-11","24555","24565","24010","24100","1336600","24100"
"2016-11-14","24100","24920","23920","24840","1660800","24840"
"2016-11-15","24705","24885","24530","24860","1143100","24860"
"2016-11-16","25460","26215","25370","25550","3217200","25550"
"2016-11-17","25670","26050","25610","26050","1863300","26050"
"2016-11-18","26600","26840","26185","26815","2644300","26815"
"2016-11-21","27110","27650","26900","27650","2920800","27650"
"2016-11-22","27465","27880","27430","27855","2230100","27855"
"2016-11-24","28250","28435","27560","27635","2711800","27635"
"2016-11-25","27745","27950","27565","27865","1666700","27865"
"2016-11-28","27810","28120","27685","27970","1668500","27970"
"2016-11-29","28090","28090","27745","27990","1164300","27990"
"2016-11-30","28245","28245","27675","27775","1799200","27775"
"2016-12-01","28000","28130","27860","27940","1601100","27940"
"2016-12-02","27770","27905","26860","27045","2340400","27045"
"2016-12-05","26850","27315","26650","27070","1347100","27070"
"2016-12-06","27395","27925","27190","27865","1699300","27865"
"2016-12-07","28000","28360","27775","27980","1830200","27980"
"2016-12-08","28230","28250","27925","28225","1463100","28225"
"2016-12-09","28400","29420","28370","29255","4185700","29255"
"2016-12-12","29900","30180","28900","29400","3680900","29400"
"2016-12-13","29170","29230","28115","28275","3044500","28275"
"2016-12-14","28275","28320","27880","27975","1786000","27975"
"2016-12-15","28200","28320","27320","27575","3090700","27575"
"2016-12-16","27300","27310","26030","26405","5356400","26405"
"2016-12-19","25000","25430","24340","24540","5629700","24540"
"2016-12-20","24515","25135","24400","24815","4057600","24815"
"2016-12-21","25000","25110","24455","24530","2214900","24530"
"2016-12-22","24110","24430","23505","23595","3360600","23595"
"2016-12-26","23860","24735","23800","24555","2363800","24555"
"2016-12-27","24710","24820","24060","24555","2315700","24555"
"2016-12-28","24415","24585","24225","24345","1312200","24345"
"2016-12-29","24200","24420","24115","24405","1095300","24405"
"2016-12-30","24370","24635","24320","24540","1199600","24540"
