7974 東証1部 任天堂(株)（その他製品）,,,,,
日付,始値,高値,安値,終値,出来高,終値調整値
"2016-01-04","16550","17180","16550","16655","739400","16655"
"2016-01-05","16500","16705","16365","16410","515700","16410"
"2016-01-06","15900","15940","15030","15160","1810900","15160"
"2016-01-07","15340","15640","15190","15225","1171000","15225"
"2016-01-08","15150","15745","15125","15370","1024500","15370"
"2016-01-12","14970","14995","14455","14460","1278900","14460"
"2016-01-13","15180","15620","15105","15395","1142900","15395"
"2016-01-14","14820","14960","14590","14825","822700","14825"
"2016-01-15","15125","15300","14740","14870","565800","14870"
"2016-01-18","14270","14755","14260","14660","699600","14660"
"2016-01-19","15595","15990","15400","15990","1492400","15990"
"2016-01-20","15635","15830","14800","14865","1486000","14865"
"2016-01-21","15000","15755","14740","14750","1219300","14750"
"2016-01-22","15450","15955","15140","15935","1289400","15935"
"2016-01-25","16335","16390","15845","15965","798100","15965"
"2016-01-26","15660","16155","15530","15800","1092600","15800"
"2016-01-27","16200","16250","15690","15780","903800","15780"
"2016-01-28","15940","15970","15570","15570","653900","15570"
"2016-01-29","15690","16870","15640","16655","1607900","16655"
"2016-02-01","17200","17380","16905","17305","864400","17305"
"2016-02-02","17105","17300","16930","17175","747400","17175"
"2016-02-03","17480","18000","16430","16885","1720000","16885"
"2016-02-04","16565","17595","16455","17195","1381700","17195"
"2016-02-05","16920","17255","16755","17040","721500","17040"
"2016-02-08","16650","17450","16605","17365","662800","17365"
"2016-02-09","16420","16550","15740","15835","1005700","15835"
"2016-02-10","15760","16075","14985","15250","1037800","15250"
"2016-02-12","14595","14690","14000","14350","1367400","14350"
"2016-02-15","15350","15860","15110","15750","902800","15750"
"2016-02-16","15570","16190","15505","15920","634500","15920"
"2016-02-17","15935","16290","15295","15610","926000","15610"
"2016-02-18","16310","16690","16225","16540","829600","16540"
"2016-02-19","16385","16400","15880","16030","580400","16030"
"2016-02-22","16200","16595","16130","16495","708500","16495"
"2016-02-23","16670","16770","16280","16310","652900","16310"
"2016-02-24","15945","16315","15675","16090","634800","16090"
"2016-02-25","16085","16340","16060","16225","483300","16225"
"2016-02-26","16400","16440","15970","15970","488000","15970"
"2016-02-29","15245","16350","15110","15815","1688200","15815"
"2016-03-01","15590","15790","15060","15390","1137200","15390"
"2016-03-02","15890","16080","15475","15940","943800","15940"
"2016-03-03","15995","16600","15815","16600","859300","16600"
"2016-03-04","16640","16710","16490","16665","477600","16665"
"2016-03-07","16745","16750","15760","15805","1177300","15805"
"2016-03-08","15600","15980","15430","15825","717700","15825"
"2016-03-09","15540","15860","15520","15790","459300","15790"
"2016-03-10","16005","16175","15820","16100","624700","16100"
"2016-03-11","15865","16215","15750","16115","659800","16115"
"2016-03-14","16090","16095","15870","15900","642700","15900"
"2016-03-15","16000","16040","15825","15910","555700","15910"
"2016-03-16","15800","16035","15750","15895","443300","15895"
"2016-03-17","16050","16150","15240","15320","908200","15320"
"2016-03-18","15540","15560","15110","15265","898700","15265"
"2016-03-22","15660","16550","15585","16515","1575600","16515"
"2016-03-23","16685","16790","16245","16350","1135200","16350"
"2016-03-24","16270","17090","16000","16855","1049800","16855"
"2016-03-25","16725","17070","16660","16815","525400","16815"
"2016-03-28","16840","17075","16745","17065","503000","17065"
"2016-03-29","16945","16960","16560","16800","808800","16800"
"2016-03-30","16750","16930","16175","16180","951700","16180"
"2016-03-31","16400","16555","16000","16000","667100","16000"
"2016-04-01","16035","16070","15335","15395","772400","15395"
"2016-04-04","15260","15730","15180","15370","531500","15370"
"2016-04-05","15300","15455","14990","15020","569700","15020"
"2016-04-06","15010","15240","14825","15095","535500","15095"
"2016-04-07","14990","15540","14955","15530","673800","15530"
"2016-04-08","15250","16000","15205","15795","935400","15795"
"2016-04-11","15790","15890","15450","15855","490300","15855"
"2016-04-12","15925","16350","15870","16325","575000","16325"
"2016-04-13","16500","16595","16170","16215","618400","16215"
"2016-04-14","16780","17150","16685","16875","1123900","16875"
"2016-04-15","16705","17050","16570","16905","548800","16905"
"2016-04-18","16100","16565","16100","16420","558500","16420"
"2016-04-19","16850","17095","16740","17000","577200","17000"
"2016-04-20","17210","17545","16935","17220","855100","17220"
"2016-04-21","17450","17475","17315","17460","512700","17460"
"2016-04-22","17200","17305","16935","17140","749400","17140"
"2016-04-25","17230","17250","16840","16890","655600","16890"
"2016-04-26","16710","16880","16525","16665","575400","16665"
"2016-04-27","16555","16640","16360","16520","517800","16520"
"2016-04-28","15550","15790","15040","15155","2191000","15155"
"2016-05-02","14675","15050","14675","14935","1158200","14935"
"2016-05-06","14940","15205","14875","14990","815600","14990"
"2016-05-09","15155","15425","15085","15220","612500","15220"
"2016-05-10","15250","15400","15015","15170","626100","15170"
"2016-05-11","15360","15400","15155","15200","412800","15200"
"2016-05-12","15005","15565","14910","15565","588500","15565"
"2016-05-13","15685","15735","15350","15350","461400","15350"
"2016-05-16","15540","15845","15450","15605","456900","15605"
"2016-05-17","15560","16010","15520","16005","510400","16005"
"2016-05-18","15915","16370","15885","16130","604400","16130"
"2016-05-19","16360","16490","16230","16340","442400","16340"
"2016-05-20","16160","16400","16045","16365","322800","16365"
"2016-05-23","16325","16335","15895","16170","394600","16170"
"2016-05-24","16055","16055","15755","15785","468000","15785"
"2016-05-25","15985","16145","15910","15950","335900","15950"
"2016-05-26","16200","16225","15830","15870","276000","15870"
"2016-05-27","15895","16070","15785","15860","511100","15860"
"2016-05-30","16025","16035","15750","16000","385000","16000"
"2016-05-31","16085","16550","16010","16450","989000","16450"
"2016-06-01","16200","16335","15950","16055","535000","16055"
"2016-06-02","16045","16150","15685","15695","673800","15695"
"2016-06-03","15580","15820","15575","15820","323300","15820"
"2016-06-06","15450","15860","15335","15845","432700","15845"
"2016-06-07","15930","16245","15930","16245","429400","16245"
"2016-06-08","16320","16320","16010","16310","485200","16310"
"2016-06-09","16400","16435","16230","16285","397500","16285"
"2016-06-10","16270","16285","16010","16065","479800","16065"
"2016-06-13","15805","15840","15355","15355","488200","15355"
"2016-06-14","15300","15665","15150","15225","536100","15225"
"2016-06-15","15100","15280","14970","15055","448900","15055"
"2016-06-16","15240","15300","14555","14650","615400","14650"
"2016-06-17","14750","14825","14620","14685","599400","14685"
"2016-06-20","14970","15100","14725","14970","505800","14970"
"2016-06-21","14740","15155","14630","15090","401700","15090"
"2016-06-22","15085","15085","14680","14875","496800","14875"
"2016-06-23","14915","15055","14780","14925","422100","14925"
"2016-06-24","15140","15195","13605","13800","919500","13800"
"2016-06-27","14000","14240","13725","13865","1030200","13865"
"2016-06-28","13515","13990","13360","13835","825600","13835"
"2016-06-29","14000","14480","13975","14475","660600","14475"
"2016-06-30","14750","14975","14585","14585","575900","14585"
"2016-07-01","14705","14810","14535","14660","441100","14660"
"2016-07-04","14620","14835","14525","14810","313300","14810"
"2016-07-05","14695","14800","14390","14490","421200","14490"
"2016-07-06","14005","14405","13835","14380","578200","14380"
"2016-07-07","14390","14945","14230","14935","759700","14935"
"2016-07-08","16435","16670","15885","16270","2924700","16270"
"2016-07-11","18595","20270","18390","20260","7478900","20260"
"2016-07-12","21800","23045","20155","22840","14181500","22840"
"2016-07-13","21840","22510","21010","21830","10446900","21830"
"2016-07-14","22500","25960","22310","25300","17595900","25300"
"2016-07-15","26300","27800","25600","27780","17780100","27780"
"2016-07-19","31350","32700","29055","31770","22663900","31770"
"2016-07-20","29170","29980","26000","27765","26137300","27765"
