7974 東証1部 任天堂(株)（その他製品）,,,,,
"2012-05-29","9040","9240","9020","9210","9100","9210"
"2012-05-30","9180","9190","8900","9020","19600","9020"
"2012-05-31","8780","9060","8750","9020","9800","9020"
"2012-06-01","8960","9040","8900","8980","14200","8980"
"2012-06-04","8830","9010","8750","9000","14100","9000"
"2012-06-05","9070","9390","9060","9330","13300","9330"
"2012-06-06","9280","9280","9000","9080","26500","9080"
"2012-06-07","9180","9210","8990","9050","16500","9050"
"2012-06-08","9010","9010","8720","8740","108400","8740"
"2012-06-11","8770","8900","8650","8770","18200","8770"
"2012-06-12","8770","8790","8580","8770","29200","8770"
"2012-06-13","8810","9020","8770","9010","9500","9010"
"2012-06-14","9030","9050","8860","9020","9900","9020"
"2012-06-15","8970","9080","8960","8970","9400","8970"
"2012-06-18","9210","9310","9130","9130","13300","9130"
"2012-06-19","9100","9250","9090","9180","4100","9180"
"2012-06-20","9250","9330","9240","9290","6000","9290"
"2012-06-21","9380","9620","9380","9450","15300","9450"
"2012-06-22","9340","9540","9330","9530","8500","9530"
"2012-06-25","9450","9500","9220","9230","11600","9230"
"2012-06-26","9120","9260","9090","9140","25600","9140"
"2012-06-27","9090","9190","9030","9190","17400","9190"
"2012-06-28","9240","9270","9180","9260","7400","9260"
"2012-06-29","9160","9340","9140","9300","11200","9300"
"2012-07-02","9390","9410","9280","9280","11600","9280"
"2012-07-03","9290","9480","9280","9460","10300","9460"
"2012-07-04","9530","9700","9530","9670","11500","9670"
"2012-07-05","9660","9770","9590","9590","6900","9590"
"2012-07-06","9500","9550","9360","9500","9100","9500"
"2012-07-09","9400","9400","9350","9380","5300","9380"
"2012-07-10","9460","9490","9280","9280","4600","9280"
"2012-07-11","9250","9310","9210","9290","6100","9290"
"2012-07-12","9300","9300","9110","9120","5800","9120"
"2012-07-13","8990","9030","8940","8940","12700","8940"
"2012-07-17","8990","8990","8920","8930","3800","8930"
"2012-07-18","8900","8900","8790","8800","6000","8800"
"2012-07-19","8770","8820","8740","8750","9900","8750"
"2012-07-20","8750","8750","8580","8580","9400","8580"
"2012-07-23","8430","8580","8380","8440","26700","8440"
"2012-07-24","8450","8470","8270","8290","15200","8290"
"2012-07-25","8250","8250","8060","8110","10700","8110"
"2012-07-26","8360","8570","8150","8480","18600","8480"
"2012-07-27","8630","8840","8550","8750","17900","8750"
"2012-07-30","8860","9210","8590","8800","16600","8800"
"2012-07-31","8700","8790","8680","8730","11100","8730"
"2012-08-01","8670","8690","8400","8440","9400","8440"
"2012-08-02","8500","8640","8370","8570","19800","8570"
"2012-08-03","8370","8430","8300","8340","8800","8340"
"2012-08-06","8390","8420","8280","8330","6600","8330"
"2012-08-07","8300","8340","8240","8330","2400","8330"
"2012-08-08","8360","8490","8350","8370","8800","8370"
"2012-08-09","8360","8600","8360","8600","18100","8600"
"2012-08-10","8550","8700","8500","8580","4800","8580"
"2012-08-13","8530","8600","8530","8580","3500","8580"
"2012-08-14","8620","8640","8330","8360","9900","8360"
"2012-08-15","8380","8460","8330","8460","3600","8460"
"2012-08-16","8460","8780","8400","8780","9800","8780"
"2012-08-17","8730","8830","8680","8760","16000","8760"
"2012-08-20","8760","8870","8700","8720","5900","8720"
"2012-08-21","8860","8960","8850","8910","5700","8910"
"2012-08-22","8880","8880","8760","8840","5500","8840"
"2012-08-23","8810","8950","8700","8950","4200","8950"
"2012-08-24","8880","8920","8850","8890","1300","8890"
"2012-08-27","8910","9050","8890","8950","4500","8950"
"2012-08-28","9010","9050","8800","8850","13200","8850"
"2012-08-29","8870","9020","8870","9010","4900","9010"
"2012-08-30","9050","9060","8830","8880","8700","8880"
"2012-08-31","8820","8870","8710","8720","5800","8720"
"2012-09-03","8730","8820","8620","8670","11800","8670"
"2012-09-04","8670","8720","8570","8720","8800","8720"
"2012-09-05","8720","8730","8660","8670","5000","8670"
"2012-09-06","8590","8650","8590","8650","4000","8650"
"2012-09-07","8800","8840","8610","8650","5200","8650"
"2012-09-10","8650","8810","8590","8810","4700","8810"
"2012-09-11","8670","8720","8670","8710","5400","8710"
"2012-09-12","8720","9040","8710","9030","9900","9030"
"2012-09-13","9090","9380","9090","9320","18600","9320"
"2012-09-14","9300","9550","9250","9530","96200","9530"
"2012-09-18","9800","10070","9720","10020","21200","10020"
"2012-09-19","10080","10200","9880","10090","20700","10090"
"2012-09-20","10040","10070","9720","9750","14000","9750"
"2012-09-21","9650","9790","9600","9760","13600","9760"
"2012-09-24","9780","9860","9680","9690","8700","9690"
"2012-09-25","9630","10290","9630","10290","25400","10290"
"2012-09-26","10080","10080","9870","9890","17700","9890"
"2012-09-27","9860","9930","9760","9900","9800","9900"
"2012-09-28","10160","10180","9810","9940","20000","9940"
"2012-10-01","9950","10070","9870","10060","7900","10060"
"2012-10-02","10070","10490","10070","10390","15000","10390"
"2012-10-03","10650","10850","10600","10840","17600","10840"
"2012-10-04","10860","11020","10630","10980","18000","10980"
"2012-10-05","10790","11090","10660","11070","20200","11070"
"2012-10-09","10910","10930","10520","10570","18700","10570"
"2012-10-10","10320","10320","10170","10170","17600","10170"
"2012-10-11","10110","10400","10100","10220","15600","10220"
"2012-10-12","10220","10400","10100","10160","13500","10160"
"2012-10-15","10110","10370","10090","10350","7700","10350"
"2012-10-16","10480","10580","10410","10580","9000","10580"
"2012-10-17","10730","10770","10450","10490","10200","10490"
"2012-10-18","10660","10740","10650","10680","11600","10680"
"2012-10-19","10570","10580","10320","10380","20200","10380"
"2012-10-22","10200","10480","10160","10450","12400","10450"
"2012-10-23","10590","10630","10420","10470","4900","10470"
"2012-10-24","10530","10570","10300","10310","7800","10310"
"2012-10-25","9870","10610","9840","10610","21900","10610"
"2012-10-26","10490","10650","10280","10310","26600","10310"
"2012-10-29","10250","10330","10100","10160","13000","10160"
"2012-10-30","10190","10350","10050","10050","22900","10050"
"2012-10-31","10180","10300","10130","10230","8500","10230"
"2012-11-01","10240","10330","10180","10300","9800","10300"
"2012-11-02","10380","10380","10200","10230","12000","10230"
"2012-11-05","10220","10230","10100","10160","9300","10160"
"2012-11-06","10020","10140","9980","10050","6200","10050"
"2012-11-07","10110","10190","10070","10140","7800","10140"
"2012-11-08","10060","10090","10000","10040","7600","10040"
"2012-11-09","9920","9930","9740","9850","13200","9850"
"2012-11-12","9700","9750","9520","9520","13200","9520"
"2012-11-13","9650","9880","9650","9860","27300","9860"
"2012-11-14","9840","10200","9830","10190","19500","10190"
"2012-11-15","10260","10430","10260","10390","12300","10390"
"2012-11-16","10500","10620","10400","10570","21200","10570"
"2012-11-19","11000","11000","10470","10680","18100","10680"
"2012-11-20","10740","10740","10280","10290","30000","10290"
"2012-11-21","10410","10470","10080","10150","29800","10150"
"2012-11-22","10380","10430","10280","10390","27900","10390"
"2012-11-26","10500","10510","10300","10360","25900","10360"
"2012-11-27","10470","10490","10140","10140","34400","10140"
"2012-11-28","10070","10190","9990","9990","20100","9990"
"2012-11-29","10030","10130","9980","10090","16800","10090"
"2012-11-30","10170","10190","9950","9950","22900","9950"
"2012-12-03","10090","10090","9650","9670","32100","9670"
"2012-12-04","9660","9930","9620","9890","22100","9890"
"2012-12-05","9810","9850","9710","9740","20700","9740"
"2012-12-06","9810","9830","9720","9770","28200","9770"
"2012-12-07","9780","9780","9660","9670","19100","9670"
"2012-12-10","9680","9690","9210","9250","60000","9250"
"2012-12-11","9000","9000","8810","8870","66200","8870"
"2012-12-12","9000","9050","8840","8940","43600","8940"
"2012-12-13","9130","9130","9030","9070","34400","9070"
"2012-12-14","9000","9030","8720","8730","198900","8730"
"2012-12-17","8930","8930","8720","8830","48500","8830"
"2012-12-18","8830","9030","8810","8960","23700","8960"
"2012-12-19","9050","9120","8920","8970","52800","8970"
"2012-12-20","9010","9010","8680","8750","82100","8750"
"2012-12-21","8740","8790","8550","8550","67400","8550"
"2012-12-25","8630","8730","8590","8640","22300","8640"
"2012-12-26","8670","8680","8540","8590","37000","8590"
"2012-12-27","8630","8840","8610","8720","64700","8720"
"2012-12-28","8840","9350","8740","9070","64500","9070"
