7974 東証1部 任天堂(株)（その他製品）,,,,,
"1999-03-31","10220","10500","10220","10250","7900","10250"
"1999-04-01","10450","11000","10420","10970","14900","10970"
"1999-04-02","11050","11200","10820","10930","9400","10930"
"1999-04-05","10730","10750","10390","10390","9600","10390"
"1999-04-06","10590","10600","10510","10600","1800","10600"
"1999-04-07","10450","10900","10450","10700","4800","10700"
"1999-04-08","10710","11000","10710","10890","6000","10890"
"1999-04-09","11000","11200","10950","11090","6500","11090"
"1999-04-12","10990","10990","10360","10650","1900","10650"
"1999-04-13","10840","10840","10610","10610","1300","10610"
"1999-04-14","10550","10550","10400","10500","3800","10500"
"1999-04-15","10500","10600","10400","10600","4000","10600"
"1999-04-16","10800","11000","10800","10900","4800","10900"
"1999-04-19","11100","11150","10910","11020","4200","11020"
"1999-04-20","10890","11070","10890","11070","2300","11070"
"1999-04-21","11120","11120","10850","10850","3200","10850"
"1999-04-22","11030","11160","10940","11160","5700","11160"
"1999-04-23","11300","11700","11250","11700","9200","11700"
"1999-04-26","11800","11800","11500","11700","5900","11700"
"1999-04-27","11700","11700","11400","11550","3800","11550"
"1999-04-28","11740","11740","11320","11420","9600","11420"
"1999-04-30","11440","11600","11110","11240","4500","11240"
"1999-05-06","11840","12390","11720","12300","24800","12300"
"1999-05-07","12550","13250","12500","12940","27800","12940"
"1999-05-10","13310","13350","12800","12890","7200","12890"
"1999-05-11","12970","12970","12650","12830","2300","12830"
"1999-05-12","12750","14300","12550","13820","44800","13820"
"1999-05-13","14250","15300","14050","14900","49900","14900"
"1999-05-14","15100","15300","14500","14500","36400","14500"
"1999-05-17","14100","14500","14100","14220","13200","14220"
"1999-05-18","13820","14300","13800","14010","11800","14010"
"1999-05-19","13810","13990","13700","13990","12200","13990"
"1999-05-20","14090","14090","13700","13800","8000","13800"
"1999-05-21","13680","13740","13550","13650","4800","13650"
"1999-05-24","13650","13930","13650","13930","5200","13930"
"1999-05-25","13910","14350","13750","14170","4700","14170"
"1999-05-26","13990","14300","13810","13920","7400","13920"
"1999-05-27","14220","14480","14220","14400","15300","14400"
"1999-05-28","14200","14500","14100","14200","5000","14200"
"1999-05-31","14250","14500","14200","14400","11800","14400"
"1999-06-01","14400","14780","14300","14640","11100","14640"
"1999-06-02","14800","15150","14620","15000","12900","15000"
"1999-06-03","14890","14890","14430","14450","5400","14450"
"1999-06-04","14440","14600","14200","14200","7000","14200"
"1999-06-07","14530","14870","14530","14800","4900","14800"
"1999-06-08","14800","14850","14700","14850","1700","14850"
"1999-06-09","14380","14500","14310","14390","9400","14390"
"1999-06-10","14400","14450","14300","14430","4700","14430"
"1999-06-11","14330","15150","14330","14970","150200","14970"
"1999-06-14","14880","15200","14800","15200","11000","15200"
"1999-06-15","15150","15400","15150","15320","9700","15320"
"1999-06-16","15510","15510","15000","15100","8500","15100"
"1999-06-17","15400","15400","15200","15250","6600","15250"
"1999-06-18","15400","15550","15250","15500","7400","15500"
"1999-06-21","15800","17000","15800","16980","37000","16980"
"1999-06-22","17580","17780","17100","17320","23400","17320"
"1999-06-23","17120","17700","17100","17410","14200","17410"
"1999-06-24","17100","17160","17000","17020","10800","17020"
"1999-06-25","16820","17000","16610","16800","8000","16800"
"1999-06-28","16950","17400","16950","17100","3200","17100"
"1999-06-29","17250","17360","17000","17200","6000","17200"
"1999-06-30","17360","17500","16850","16850","4500","16850"
"1999-07-01","17510","17740","17500","17600","13100","17600"
"1999-07-02","18000","18200","17790","17940","11300","17940"
"1999-07-05","18190","19100","17650","18950","16600","18950"
"1999-07-06","18900","18900","18610","18630","6700","18630"
"1999-07-07","18230","18500","18000","18170","18200","18170"
"1999-07-08","17970","18100","17900","17910","8000","17910"
"1999-07-09","17800","17900","17400","17750","11500","17750"
"1999-07-12","18050","18200","17840","18190","6600","18190"
"1999-07-13","18380","18380","18170","18200","4500","18200"
"1999-07-14","18210","18690","18050","18490","5800","18490"
"1999-07-15","18470","18500","18200","18200","2800","18200"
"1999-07-16","18710","18750","18200","18400","10900","18400"
"1999-07-19","18300","18300","17990","18100","4100","18100"
"1999-07-21","17900","17900","17300","17480","6100","17480"
"1999-07-22","17290","17390","16600","16660","7200","16660"
"1999-07-23","16060","16670","15930","16250","6700","16250"
"1999-07-26","16220","16500","16120","16180","4800","16180"
"1999-07-27","16100","16100","15640","15680","5300","15680"
"1999-07-28","16080","16500","15990","16350","6600","16350"
"1999-07-29","16950","17150","16800","17060","5600","17060"
"1999-07-30","16990","17000","16690","16770","5200","16770"
"1999-08-02","16700","16900","16700","16850","1700","16850"
"1999-08-03","17050","17350","16710","17350","3100","17350"
"1999-08-04","17100","17250","16850","17000","1900","17000"
"1999-08-05","16500","16500","16200","16200","3200","16200"
"1999-08-06","16440","16440","15900","15900","2000","15900"
"1999-08-09","15900","16050","15530","15930","3100","15930"
"1999-08-10","15840","15850","15600","15720","4100","15720"
"1999-08-11","15500","15600","15400","15420","6600","15420"
"1999-08-12","16020","16020","15650","15660","4900","15660"
"1999-08-13","15800","15950","15700","15900","4400","15900"
"1999-08-16","16300","16550","16150","16550","5400","16550"
"1999-08-17","16550","16550","16200","16400","5500","16400"
"1999-08-18","17400","17990","17400","17870","15800","17870"
"1999-08-19","17500","17750","17260","17600","6200","17600"
"1999-08-20","17600","18400","17600","18000","15300","18000"
"1999-08-23","18010","18060","17500","17600","8000","17600"
"1999-08-24","17470","17700","17450","17650","4200","17650"
"1999-08-25","17660","17660","17400","17600","3900","17600"
"1999-08-26","18070","18190","17900","17950","3600","17950"
"1999-08-27","18060","18500","18000","18200","7200","18200"
"1999-08-30","18490","18850","18400","18850","9400","18850"
"1999-08-31","18830","18850","18500","18550","21300","18550"
"1999-09-01","18610","19050","18550","19000","9700","19000"
"1999-09-02","18990","19050","18490","18650","15300","18650"
"1999-09-03","17950","18100","17850","17860","8300","17860"
"1999-09-06","18460","18460","18150","18350","8500","18350"
"1999-09-07","18290","18290","18000","18160","4800","18160"
"1999-09-08","18090","18090","17900","17930","4300","17930"
"1999-09-09","18390","18390","17800","17800","2600","17800"
"1999-09-10","17790","18100","17790","17960","79800","17960"
"1999-09-13","18360","18370","18100","18370","4700","18370"
"1999-09-14","18360","18790","18210","18790","8100","18790"
"1999-09-16","18300","18300","17750","17770","5400","17770"
"1999-09-17","17900","18050","17800","17950","2600","17950"
"1999-09-20","18560","19300","18560","19200","16600","19200"
"1999-09-21","19200","19200","18550","18550","5000","18550"
"1999-09-22","17550","18000","17550","18000","5300","18000"
"1999-09-24","16900","16900","16210","16500","7300","16500"
"1999-09-27","16530","16750","16400","16430","11000","16430"
"1999-09-28","16850","16910","16550","16700","10200","16700"
"1999-09-29","16900","17000","16050","16550","6400","16550"
"1999-09-30","16750","17000","16600","16960","4000","16960"
"1999-10-01","16840","16900","16600","16900","6400","16900"
"1999-10-04","16100","16500","16100","16300","20000","16300"
"1999-10-05","16450","16800","16450","16780","3100","16780"
"1999-10-06","16900","16900","16500","16800","1800","16800"
"1999-10-07","17000","17000","16600","16750","7100","16750"
"1999-10-08","16700","16700","16200","16600","4800","16600"
"1999-10-12","16600","16770","16500","16560","5700","16560"
"1999-10-13","16690","16840","16500","16500","1900","16500"
"1999-10-14","16610","16950","16610","16900","5100","16900"
"1999-10-15","16770","17000","16100","16160","3800","16160"
"1999-10-18","15600","15850","15600","15600","9700","15600"
"1999-10-19","15710","16090","15710","16000","3900","16000"
"1999-10-20","16200","16200","15860","15860","2200","15860"
"1999-10-21","16200","16600","16200","16200","2900","16200"
"1999-10-22","16400","16570","16300","16300","3300","16300"
"1999-10-25","16500","16590","16370","16370","3300","16370"
"1999-10-26","16480","16880","16480","16880","2400","16880"
"1999-10-27","16700","16700","16250","16450","2600","16450"
"1999-10-28","16480","16700","16400","16700","5900","16700"
"1999-10-29","16810","17000","16550","16560","6100","16560"
"1999-11-01","16690","16700","15980","16050","12200","16050"
"1999-11-02","16050","16350","16000","16080","3200","16080"
"1999-11-04","16600","16600","16100","16370","7300","16370"
"1999-11-05","16410","16410","16200","16350","9900","16350"
"1999-11-08","16540","16700","16350","16350","7100","16350"
"1999-11-09","16300","16360","16250","16350","7100","16350"
"1999-11-10","16200","16200","16000","16050","4100","16050"
"1999-11-11","16200","16250","16100","16170","8200","16170"
"1999-11-12","16890","17150","16600","16600","18700","16600"
"1999-11-15","17300","18490","17110","18340","33300","18340"
"1999-11-16","18790","19000","18340","18800","31300","18800"
"1999-11-17","19100","19300","18300","18800","26500","18800"
"1999-11-18","18800","18850","18400","18400","5000","18400"
"1999-11-19","18700","18800","18400","18550","5800","18550"
"1999-11-22","18810","18810","18200","18350","7800","18350"
"1999-11-24","18200","18210","17800","18100","10600","18100"
"1999-11-25","17100","17600","17000","17080","12200","17080"
"1999-11-26","17210","17700","17110","17600","5000","17600"
"1999-11-29","17490","17800","17200","17400","7100","17400"
"1999-11-30","17260","17460","16800","16800","5100","16800"
"1999-12-01","16830","17050","16550","16550","5300","16550"
"1999-12-02","16950","16980","16300","16690","4200","16690"
"1999-12-03","16590","16590","16130","16230","10400","16230"
"1999-12-06","16830","16830","16330","16450","3700","16450"
"1999-12-07","16650","16670","16200","16200","4000","16200"
"1999-12-08","16300","16450","16200","16200","3100","16200"
"1999-12-09","16400","16560","16400","16550","4600","16550"
"1999-12-10","16670","17000","16670","16990","119800","16990"
"1999-12-13","17110","17190","16990","17150","6300","17150"
"1999-12-14","16750","17080","16650","16670","4100","16670"
"1999-12-15","16510","16710","16300","16650","5100","16650"
"1999-12-16","16500","16500","16100","16370","5300","16370"
"1999-12-17","16910","17100","16460","16600","6200","16600"
"1999-12-20","16700","16900","16310","16320","3200","16320"
"1999-12-21","16200","16200","15900","15980","6800","15980"
"1999-12-22","15910","16100","15700","15850","14400","15850"
"1999-12-24","16450","16500","15900","15900","7700","15900"
"1999-12-27","15910","15910","15660","15700","5100","15700"
"1999-12-28","15900","15900","15530","15530","6100","15530"
"1999-12-29","15860","16990","15850","16990","8300","16990"
"1999-12-30","17190","17350","16600","16830","6500","16830"
