7974 東証1部 任天堂(株)（その他製品）,,,,,
"2005-03-16","11380","11640","11380","11580","21700","11580"
"2005-03-17","11500","11530","11450","11500","17400","11500"
"2005-03-18","11490","11540","11480","11500","16600","11500"
"2005-03-22","11420","11480","11380","11380","17900","11380"
"2005-03-23","11430","11430","11170","11190","36100","11190"
"2005-03-24","11170","11250","11140","11210","18200","11210"
"2005-03-25","11370","11560","11340","11560","24700","11560"
"2005-03-28","11440","11500","11400","11410","12200","11410"
"2005-03-29","11450","11470","11320","11370","13800","11370"
"2005-03-30","11480","11550","11480","11500","22700","11500"
"2005-03-31","11620","11720","11590","11650","21800","11650"
"2005-04-01","11660","11730","11560","11620","19700","11620"
"2005-04-04","11680","11690","11530","11540","12000","11540"
"2005-04-05","11640","11890","11640","11870","44100","11870"
"2005-04-06","11900","12430","11820","12240","102300","12240"
"2005-04-07","12200","12200","12030","12080","41200","12080"
"2005-04-08","12260","12300","12210","12260","24100","12260"
"2005-04-11","12240","12380","12240","12280","20500","12280"
"2005-04-12","12200","12230","12120","12180","6800","12180"
"2005-04-13","12050","12130","12040","12130","10900","12130"
"2005-04-14","12050","12070","11970","12030","21700","12030"
"2005-04-15","11910","12020","11910","11980","25800","11980"
"2005-04-18","11650","11790","11520","11560","50900","11560"
"2005-04-19","11590","11670","11580","11650","27200","11650"
"2005-04-20","11720","11850","11580","11740","11400","11740"
"2005-04-21","11600","11600","11450","11560","16500","11560"
"2005-04-22","11930","11930","11790","11790","12900","11790"
"2005-04-25","11800","11990","11780","11900","15700","11900"
"2005-04-26","11850","11990","11810","11990","11900","11990"
"2005-04-27","11970","12050","11940","11960","15100","11960"
"2005-04-28","11760","11800","11690","11750","9900","11750"
"2005-05-02","11740","11970","11660","11900","23600","11900"
"2005-05-06","11960","12060","11960","12030","15200","12030"
"2005-05-09","12140","12140","12060","12130","16200","12130"
"2005-05-10","12110","12110","12010","12100","7700","12100"
"2005-05-11","12070","12080","12000","12020","7300","12020"
"2005-05-12","11990","12010","11840","11890","15700","11890"
"2005-05-13","11820","11850","11750","11790","11500","11790"
"2005-05-16","11710","11730","11550","11570","9600","11570"
"2005-05-17","11730","11730","11410","11450","13800","11450"
"2005-05-18","11540","11630","11540","11570","9900","11570"
"2005-05-19","11770","11860","11740","11850","12300","11850"
"2005-05-20","11960","11990","11830","11840","8300","11840"
"2005-05-23","11810","11840","11750","11830","12400","11830"
"2005-05-24","11960","12000","11840","11840","7600","11840"
"2005-05-25","11900","11900","11790","11790","5800","11790"
"2005-05-26","11750","11770","11620","11620","6100","11620"
"2005-05-27","11780","11780","11650","11680","11300","11680"
"2005-05-30","11480","11710","11480","11630","16300","11630"
"2005-05-31","11580","11590","11550","11580","16000","11580"
"2005-06-01","11480","11550","11480","11550","19600","11550"
"2005-06-02","11640","11680","11600","11610","14800","11610"
"2005-06-03","11590","11610","11530","11550","7000","11550"
"2005-06-06","11480","11500","11460","11490","9200","11490"
"2005-06-07","11420","11420","11260","11280","27100","11280"
"2005-06-08","11290","11330","11280","11280","23400","11280"
"2005-06-09","11330","11350","11270","11270","12900","11270"
"2005-06-10","11280","11280","11220","11250","119500","11250"
"2005-06-13","11250","11310","11240","11240","17300","11240"
"2005-06-14","11400","11400","11300","11300","11200","11300"
"2005-06-15","11320","11390","11320","11370","18800","11370"
"2005-06-16","11350","11360","11290","11300","13400","11300"
"2005-06-17","11320","11400","11320","11370","26400","11370"
"2005-06-20","11420","11420","11300","11300","11100","11300"
"2005-06-21","11270","11320","11270","11300","10000","11300"
"2005-06-22","11250","11290","11210","11280","15800","11280"
"2005-06-23","11290","11320","11280","11290","6700","11290"
"2005-06-24","11230","11310","11230","11310","10800","11310"
"2005-06-27","11240","11310","11220","11260","16100","11260"
"2005-06-28","11260","11450","11260","11450","16600","11450"
"2005-06-29","11460","11510","11420","11480","15100","11480"
"2005-06-30","11520","11640","11510","11550","23600","11550"
"2005-07-01","11550","11620","11500","11520","11800","11520"
"2005-07-04","11600","11610","11570","11600","11200","11600"
"2005-07-05","11600","11610","11570","11580","7600","11580"
"2005-07-06","11660","11760","11650","11760","16500","11760"
"2005-07-07","11710","11850","11710","11800","25100","11800"
"2005-07-08","11800","11960","11780","11930","31500","11930"
"2005-07-11","11970","12000","11920","11960","7100","11960"
"2005-07-12","11970","11970","11840","11880","8200","11880"
"2005-07-13","11840","11950","11750","11950","14800","11950"
"2005-07-14","11990","11990","11960","11970","8100","11970"
"2005-07-15","12040","12080","12020","12020","15600","12020"
"2005-07-19","11990","12030","11990","12010","9300","12010"
"2005-07-20","12200","12280","12180","12280","20400","12280"
"2005-07-21","12440","12440","12270","12270","18200","12270"
"2005-07-22","12180","12180","12080","12130","18800","12130"
"2005-07-25","12330","12330","12040","12080","15500","12080"
"2005-07-26","11990","11990","11910","11950","9900","11950"
"2005-07-27","12000","12070","12000","12010","12500","12010"
"2005-07-28","12200","12230","12050","12050","9000","12050"
"2005-07-29","11760","11900","11590","11790","39900","11790"
"2005-08-01","11900","11930","11760","11760","13400","11760"
"2005-08-02","11850","11910","11840","11880","10000","11880"
"2005-08-03","11940","11980","11890","11980","4500","11980"
"2005-08-04","11930","11930","11770","11890","17700","11890"
"2005-08-05","11860","11980","11860","11870","21100","11870"
"2005-08-08","11740","11800","11640","11790","26000","11790"
"2005-08-09","11730","11860","11730","11820","18800","11820"
"2005-08-10","11990","11990","11950","11950","17800","11950"
"2005-08-11","11950","11980","11820","11930","17000","11930"
"2005-08-12","11880","11890","11700","11740","19900","11740"
"2005-08-15","11710","11710","11390","11470","47400","11470"
"2005-08-16","11550","11550","11390","11430","20400","11430"
"2005-08-17","11370","11370","11130","11210","65800","11210"
"2005-08-18","11300","11350","11250","11340","32200","11340"
"2005-08-19","11490","11580","11400","11560","35300","11560"
"2005-08-22","11550","11610","11550","11550","18600","11550"
"2005-08-23","11550","11580","11480","11490","24600","11490"
"2005-08-24","11590","11590","11500","11500","15500","11500"
"2005-08-25","11590","11660","11550","11660","25900","11660"
"2005-08-26","11590","11650","11590","11640","6400","11640"
"2005-08-29","11590","11590","11500","11510","13200","11510"
"2005-08-30","11530","11710","11480","11600","26600","11600"
"2005-08-31","11690","11700","11560","11600","8000","11600"
"2005-09-01","11720","11880","11720","11840","22900","11840"
"2005-09-02","11920","11970","11840","11880","19100","11880"
"2005-09-05","11890","11900","11710","11720","16700","11720"
"2005-09-06","11890","11890","11620","11730","20000","11730"
"2005-09-07","11750","12000","11640","11940","26100","11940"
"2005-09-08","11990","12130","11940","12100","35100","12100"
"2005-09-09","12120","12160","11940","12100","283300","12100"
"2005-09-12","12300","12340","12160","12280","23400","12280"
"2005-09-13","12280","12450","12270","12430","34600","12430"
"2005-09-14","12390","12500","12330","12410","35800","12410"
"2005-09-15","12500","12780","12490","12770","32200","12770"
"2005-09-16","12600","12630","12340","12590","27000","12590"
"2005-09-20","12420","12770","12400","12700","28300","12700"
"2005-09-21","12690","12800","12600","12800","32100","12800"
"2005-09-22","12600","12690","12510","12650","29600","12650"
"2005-09-26","12650","12750","12620","12700","15300","12700"
"2005-09-27","12830","12930","12680","12760","26500","12760"
"2005-09-28","12840","12990","12840","12920","17300","12920"
"2005-09-29","13100","13340","12880","13320","65500","13320"
"2005-09-30","13140","13220","12940","13060","50500","13060"
"2005-10-03","13000","13310","12910","13110","48800","13110"
"2005-10-04","13210","13670","13210","13520","55900","13520"
"2005-10-05","13920","13970","13790","13790","77100","13790"
"2005-10-06","13190","13590","13150","13250","51400","13250"
"2005-10-07","13050","13210","12990","13180","54900","13180"
"2005-10-11","12780","13080","12750","13040","38700","13040"
"2005-10-12","12910","13050","12760","12890","28400","12890"
"2005-10-13","12790","12990","12680","12990","23100","12990"
"2005-10-14","12960","12960","12710","12850","27700","12850"
"2005-10-17","13140","13210","13000","13000","21700","13000"
"2005-10-18","13010","13010","12680","12870","30500","12870"
"2005-10-19","12820","12880","12710","12790","20700","12790"
"2005-10-20","12900","13180","12860","13020","19900","13020"
"2005-10-21","13190","13190","12900","13000","20200","13000"
"2005-10-24","13010","13040","12940","13000","11100","13000"
"2005-10-25","13170","13200","12990","13040","15400","13040"
"2005-10-26","13040","13230","12940","13210","16700","13210"
"2005-10-27","13220","13300","12940","13090","25300","13090"
"2005-10-28","12890","13110","12820","12820","25600","12820"
"2005-10-31","12980","13200","12910","13000","13100","13000"
"2005-11-01","13170","13300","13150","13300","11200","13300"
"2005-11-02","13100","13100","12940","12960","23400","12960"
"2005-11-04","13030","13180","12970","13010","26000","13010"
"2005-11-07","13060","13100","12840","12930","17100","12930"
"2005-11-08","12980","13020","12930","12930","7300","12930"
"2005-11-09","12930","12930","12850","12860","15000","12860"
"2005-11-10","12860","12970","12840","12970","18600","12970"
"2005-11-11","13100","13100","12750","12800","60400","12800"
"2005-11-14","12850","12850","12610","12720","21700","12720"
"2005-11-15","12920","12980","12830","12830","26200","12830"
"2005-11-16","12930","13220","12920","13020","35400","13020"
"2005-11-17","13050","13150","13050","13080","14900","13080"
"2005-11-18","13090","13090","13010","13060","16200","13060"
"2005-11-21","13090","13090","12780","12780","24800","12780"
"2005-11-22","12980","12990","12870","12970","14800","12970"
"2005-11-24","12990","12990","12840","12930","22600","12930"
"2005-11-25","12830","12970","12790","12970","20000","12970"
"2005-11-28","12990","13340","12990","13230","27600","13230"
"2005-11-29","13270","13480","13270","13300","20400","13300"
"2005-11-30","13310","13350","13160","13200","23500","13200"
"2005-12-01","13150","13310","13090","13310","27300","13310"
"2005-12-02","13380","13380","13090","13250","17100","13250"
"2005-12-05","13650","13730","13470","13500","46400","13500"
"2005-12-06","13370","13950","13350","13770","20600","13770"
"2005-12-07","13810","14180","13800","14070","31700","14070"
"2005-12-08","13980","13980","13660","13660","29100","13660"
"2005-12-09","13810","13970","13790","13870","189500","13870"
"2005-12-12","13960","14110","13900","14070","33100","14070"
"2005-12-13","13970","14520","13780","14520","36700","14520"
"2005-12-14","14120","14390","14070","14340","40200","14340"
"2005-12-15","13930","14000","13700","13760","54900","13760"
"2005-12-16","13880","13880","13590","13840","26300","13840"
"2005-12-19","13920","13920","13550","13610","35200","13610"
"2005-12-20","13780","13880","13610","13610","21100","13610"
"2005-12-21","13850","13850","13600","13650","19800","13650"
"2005-12-22","13680","13830","13680","13810","13900","13810"
"2005-12-26","13800","14000","13790","13840","17600","13840"
"2005-12-27","13980","14000","13820","13860","22800","13860"
"2005-12-28","13800","13980","13780","13930","14800","13930"
"2005-12-29","14150","14200","14080","14140","21500","14140"
"2005-12-30","14200","14360","14160","14290","22100","14290"
