7974 東証1部 任天堂(株)（その他製品）,,,,,
日付,始値,高値,安値,終値,出来高,終値調整値
"2005-01-04","12790","13000","12790","12980","10800","12980"
"2005-01-05","12950","13000","12920","12930","17800","12930"
"2005-01-06","12760","12780","12560","12580","34900","12580"
"2005-01-07","12680","12680","12560","12570","18900","12570"
"2005-01-11","12590","12620","12390","12410","46400","12410"
"2005-01-12","12300","12300","12220","12240","58000","12240"
"2005-01-13","12150","12220","12080","12210","19500","12210"
"2005-01-14","12160","12160","12030","12080","43800","12080"
"2005-01-17","12080","12090","11980","12070","29800","12070"
"2005-01-18","12100","12130","12070","12090","15400","12090"
"2005-01-19","12220","12240","12130","12130","21800","12130"
"2005-01-20","12160","12160","12000","12030","21800","12030"
"2005-01-21","11970","12020","11700","11790","45200","11790"
"2005-01-24","11690","11790","11540","11730","26900","11730"
"2005-01-25","11910","11960","11840","11940","21500","11940"
"2005-01-26","12020","12100","11600","11630","34800","11630"
"2005-01-27","11580","11580","11370","11410","79100","11410"
"2005-01-28","11440","11580","11440","11530","38700","11530"
"2005-01-31","11460","11780","11460","11670","33000","11670"
"2005-02-01","11820","11820","11610","11660","19500","11660"
"2005-02-02","11840","11840","11640","11680","18300","11680"
"2005-02-03","11650","11670","11440","11460","30600","11460"
"2005-02-04","11560","11560","11360","11400","27100","11400"
"2005-02-07","11700","11850","11670","11680","48800","11680"
"2005-02-08","11780","11820","11640","11660","19900","11660"
"2005-02-09","11810","11950","11760","11830","40100","11830"
"2005-02-10","11900","11990","11870","11980","19800","11980"
"2005-02-14","12100","12130","11880","11950","24400","11950"
"2005-02-15","11940","12010","11940","11970","12400","11970"
"2005-02-16","11950","11950","11770","11830","21000","11830"
"2005-02-17","11850","11940","11790","11930","17700","11930"
"2005-02-18","11850","12010","11850","11980","15200","11980"
"2005-02-21","11960","12010","11850","11980","16400","11980"
"2005-02-22","11880","11880","11750","11780","13200","11780"
"2005-02-23","11660","11710","11600","11670","15000","11670"
"2005-02-24","11650","11690","11590","11590","9100","11590"
"2005-02-25","11690","11750","11670","11720","15300","11720"
"2005-02-28","11830","11860","11650","11650","17100","11650"
"2005-03-01","11640","11660","11530","11610","17500","11610"
"2005-03-02","11720","11800","11710","11750","21600","11750"
"2005-03-03","11800","11910","11790","11890","20200","11890"
"2005-03-04","11770","11870","11730","11820","15200","11820"
"2005-03-07","11850","11900","11780","11800","5600","11800"
"2005-03-08","11860","11860","11770","11780","16100","11780"
"2005-03-09","11740","11860","11740","11800","18500","11800"
"2005-03-10","11680","11740","11670","11670","18600","11670"
"2005-03-11","11680","11690","11620","11650","207800","11650"
"2005-03-14","11630","11630","11410","11430","30800","11430"
"2005-03-15","11510","11510","11320","11330","26400","11330"
