7974 東証1部 任天堂(株)（その他製品）,,,,,
"1992-04-10","9030","9650","9030","9650","14300","9650"
"1992-04-13","9700","9700","9300","9310","18400","9310"
"1992-04-14","9260","9650","9200","9600","9300","9600"
"1992-04-15","9700","9800","9560","9570","23500","9570"
"1992-04-16","9670","9840","9620","9800","24500","9800"
"1992-04-17","9900","10100","9870","10100","19600","10100"
"1992-04-20","10000","10000","9850","9870","8800","9870"
"1992-04-21","9790","9810","9650","9800","8400","9800"
"1992-04-22","9810","9900","9700","9900","2300","9900"
"1992-04-23","9900","10100","9900","9910","9300","9910"
"1992-04-24","10100","10100","9950","9980","3500","9980"
"1992-04-27","10100","10300","10000","10300","11200","10300"
"1992-04-28","10400","10700","10300","10600","18700","10600"
"1992-04-30","10700","10700","10400","10400","26800","10400"
"1992-05-01","10400","10600","10400","10500","13500","10500"
"1992-05-06","10600","10800","10500","10800","36600","10800"
"1992-05-07","10900","10900","10700","10800","30000","10800"
"1992-05-08","10900","10900","10700","10800","15800","10800"
"1992-05-11","11000","11100","10900","11100","29700","11100"
"1992-05-12","11200","11200","11000","11000","13800","11000"
"1992-05-13","11000","11000","10500","10600","15700","10600"
"1992-05-14","10700","10700","10300","10300","11800","10300"
"1992-05-15","10500","10900","10300","10500","27200","10500"
"1992-05-18","10900","11200","10700","11100","17900","11100"
"1992-05-19","11500","11500","11200","11500","24100","11500"
"1992-05-20","11400","11500","11300","11500","46000","11500"
"1992-05-21","11500","11500","11300","11400","14300","11400"
"1992-05-22","11000","11200","10800","11100","12100","11100"
"1992-05-25","10900","11000","10800","11000","6600","11000"
"1992-05-26","11000","11000","10800","10800","6400","10800"
"1992-05-27","10900","10900","10500","10700","9100","10700"
"1992-05-28","10500","10800","10500","10600","14900","10600"
"1992-05-29","10600","10700","10600","10600","7000","10600"
"1992-06-01","10700","10700","10500","10500","15200","10500"
"1992-06-02","10600","10600","10400","10500","8400","10500"
"1992-06-03","10500","10600","10400","10600","4500","10600"
"1992-06-04","10700","10700","10600","10600","1200","10600"
"1992-06-05","10600","10700","10500","10600","5300","10600"
"1992-06-08","10600","10600","10500","10600","7400","10600"
"1992-06-09","10700","11100","10700","11000","10600","11000"
"1992-06-10","10900","11200","10900","11100","26600","11100"
"1992-06-11","11000","11200","11000","11200","29200","11200"
"1992-06-12","11200","11400","11100","11100","46700","11100"
"1992-06-15","11000","11100","10900","11000","19300","11000"
"1992-06-16","10900","11100","10900","10900","14500","10900"
"1992-06-17","10900","11000","10800","10800","8100","10800"
"1992-06-18","10600","10800","10500","10600","10600","10600"
"1992-06-19","10700","10800","10600","10800","3900","10800"
"1992-06-22","10700","10900","10600","10600","5800","10600"
"1992-06-23","10600","10700","10600","10600","9400","10600"
"1992-06-24","10700","10800","10600","10600","15200","10600"
"1992-06-25","10800","11000","10700","11000","17400","11000"
"1992-06-26","11000","11000","10700","10700","9600","10700"
"1992-06-29","10600","10800","10600","10700","3500","10700"
"1992-06-30","10800","10900","10700","10800","3400","10800"
"1992-07-01","10800","10800","10700","10800","3400","10800"
"1992-07-02","10800","11000","10800","10800","4000","10800"
"1992-07-03","10900","11600","10800","11300","51800","11300"
"1992-07-06","11300","11400","11200","11400","15200","11400"
"1992-07-07","11200","11300","11100","11200","15600","11200"
"1992-07-08","11000","11200","10900","11200","9300","11200"
"1992-07-09","11100","11300","11100","11100","19900","11100"
"1992-07-10","11200","11300","11100","11300","17000","11300"
"1992-07-13","11200","11300","11200","11300","13300","11300"
"1992-07-14","11200","11300","11100","11100","11800","11100"
"1992-07-15","11100","11200","11000","11200","4400","11200"
"1992-07-16","11200","11200","11100","11100","3400","11100"
"1992-07-17","11100","11100","11000","11100","5300","11100"
"1992-07-20","10800","10900","10700","10800","24800","10800"
"1992-07-21","10800","10800","10700","10700","17800","10700"
"1992-07-22","10700","10700","10300","10500","12000","10500"
"1992-07-23","10400","11000","10400","10800","15300","10800"
"1992-07-24","10700","10800","10600","10800","9700","10800"
"1992-07-27","11000","11000","10500","10600","12200","10600"
"1992-07-28","10500","10500","10400","10500","12000","10500"
"1992-07-29","10500","10700","10200","10300","16500","10300"
"1992-07-30","10100","10400","10000","10400","14700","10400"
"1992-07-31","10300","10600","10300","10400","9700","10400"
"1992-08-03","10300","10500","10300","10300","5500","10300"
"1992-08-04","10200","10400","10200","10300","5000","10300"
"1992-08-05","10400","10700","10400","10600","4700","10600"
"1992-08-06","10600","10600","10400","10600","8100","10600"
"1992-08-07","10400","10400","10300","10400","9400","10400"
"1992-08-10","10000","10000","9600","9740","7900","9740"
"1992-08-11","9770","9770","9390","9400","9100","9400"
"1992-08-12","8700","8900","8660","8900","20900","8900"
"1992-08-13","8970","9200","8970","9170","5400","9170"
"1992-08-14","9070","9310","9060","9310","9400","9310"
"1992-08-17","9410","9700","9410","9700","3800","9700"
"1992-08-18","9760","9760","9500","9500","18600","9500"
"1992-08-19","9600","9700","9350","9700","4900","9700"
"1992-08-20","9600","9950","9600","9900","5000","9900"
"1992-08-21","10400","10800","10300","10700","10900","10700"
"1992-08-24","11000","11200","10600","10600","34200","10600"
"1992-08-25","10400","10600","10400","10500","8800","10500"
"1992-08-26","10600","10800","10400","10400","7400","10400"
"1992-08-27","10900","11400","10900","11300","32700","11300"
"1992-08-28","11100","11300","10800","11100","32900","11100"
"1992-08-31","11100","11200","11000","11200","22700","11200"
"1992-09-01","10900","10900","10700","10700","6100","10700"
"1992-09-02","10600","10700","10500","10500","11800","10500"
"1992-09-03","10600","11000","10400","10700","13400","10700"
"1992-09-04","11000","11100","10600","10600","35900","10600"
"1992-09-07","10900","10900","10600","10600","3700","10600"
"1992-09-08","10700","10800","10600","10600","5200","10600"
"1992-09-09","10600","10800","10500","10800","8600","10800"
"1992-09-10","10700","11000","10700","10800","18000","10800"
"1992-09-11","10700","11000","10700","10800","21500","10800"
"1992-09-14","10900","11000","10600","10900","10000","10900"
"1992-09-16","10900","11000","10600","10700","18200","10700"
"1992-09-17","10700","11000","10600","11000","9800","11000"
"1992-09-18","10800","10900","10700","10900","2400","10900"
"1992-09-21","10900","10900","10700","10700","11200","10700"
"1992-09-22","10500","10800","10500","10600","11100","10600"
"1992-09-24","10400","10700","10300","10300","9900","10300"
"1992-09-25","10300","10400","10000","10000","10000","10000"
"1992-09-28","10100","10100","10000","10100","1300","10100"
"1992-09-29","10000","10000","9830","9900","8300","9900"
"1992-09-30","9850","9900","9700","9700","13900","9700"
"1992-10-01","9700","9830","9700","9800","17900","9800"
"1992-10-02","9850","9850","9700","9770","6500","9770"
"1992-10-05","9700","9700","9680","9700","2800","9700"
"1992-10-06","9650","9800","9640","9800","9100","9800"
"1992-10-07","9850","9850","9800","9800","4100","9800"
"1992-10-08","9900","9900","9750","9750","7800","9750"
"1992-10-09","9830","9830","9710","9710","5700","9710"
"1992-10-12","9740","9880","9730","9840","15700","9840"
"1992-10-13","9900","9910","9850","9900","5700","9900"
"1992-10-14","10000","10100","9990","10100","4800","10100"
"1992-10-15","10100","10100","10000","10100","5700","10100"
"1992-10-16","10100","10200","9990","9990","1600","9990"
"1992-10-19","9990","9990","9750","9860","8100","9860"
"1992-10-20","9860","9860","9750","9750","2300","9750"
"1992-10-21","9800","9800","9700","9750","3900","9750"
"1992-10-22","9850","9850","9750","9790","1400","9790"
"1992-10-23","9710","9840","9710","9840","5100","9840"
"1992-10-26","9940","9940","9790","9790","2600","9790"
"1992-10-27","9780","9780","9720","9750","8100","9750"
"1992-10-28","9750","9770","9720","9720","3500","9720"
"1992-10-29","9750","9800","9730","9730","1200","9730"
"1992-10-30","9740","9750","9650","9650","8600","9650"
"1992-11-02","9550","9700","9520","9600","2200","9600"
"1992-11-04","9700","9700","9600","9650","4600","9650"
"1992-11-05","9650","9750","9640","9750","6300","9750"
"1992-11-06","9650","9700","9650","9700","4900","9700"
"1992-11-09","9660","9940","9660","9870","7400","9870"
"1992-11-10","9750","9850","9750","9850","6200","9850"
"1992-11-11","9850","9930","9840","9900","17000","9900"
"1992-11-12","9890","9900","9770","9880","16400","9880"
"1992-11-13","9900","9900","9750","9840","11800","9840"
"1992-11-16","9780","9890","9780","9880","9400","9880"
"1992-11-17","9840","9840","9700","9750","9200","9750"
"1992-11-18","9780","10000","9780","9960","35200","9960"
"1992-11-19","10200","10300","9980","9980","14600","9980"
"1992-11-20","9930","10100","9920","10000","14200","10000"
"1992-11-24","10100","10200","10000","10200","14800","10200"
"1992-11-25","10100","10500","10100","10500","24500","10500"
"1992-11-26","10500","10700","10300","10500","24400","10500"
"1992-11-27","10400","10600","10300","10500","4500","10500"
"1992-11-30","10700","10700","10400","10400","12800","10400"
"1992-12-01","10500","10500","10400","10500","6500","10500"
"1992-12-02","10400","11100","10400","10900","65200","10900"
"1992-12-03","11000","11200","10900","10900","72500","10900"
"1992-12-04","11000","11000","10700","10900","14300","10900"
"1992-12-07","11000","11000","10900","10900","7600","10900"
"1992-12-08","11000","11300","11000","11200","58200","11200"
"1992-12-09","11200","11300","11200","11200","26000","11200"
"1992-12-10","11200","11500","11200","11400","78200","11400"
"1992-12-11","11300","11400","11100","11200","30800","11200"
"1992-12-14","11200","11200","10900","11000","32500","11000"
"1992-12-15","10800","11100","10800","11000","22200","11000"
"1992-12-16","11200","11200","10800","10800","8600","10800"
"1992-12-17","10900","11100","10900","11000","15200","11000"
"1992-12-18","11200","11200","11000","11000","12300","11000"
"1992-12-21","11200","11300","11100","11300","41100","11300"
"1992-12-22","11200","11300","11000","11100","17500","11100"
"1992-12-24","11200","11200","11000","11100","31200","11100"
"1992-12-25","11000","11200","10900","11000","13000","11000"
"1992-12-28","11200","11200","10900","10900","3600","10900"
"1992-12-29","10900","10900","10700","10900","18300","10900"
"1992-12-30","10700","10800","10600","10600","14200","10600"
