7974 東証1部 任天堂(株)（その他製品）,,,,,
"2009-09-09","24620","24810","24390","24440","24600","24440"
"2009-09-10","24600","24740","24540","24560","34800","24560"
"2009-09-11","24720","24980","24650","24940","130600","24940"
"2009-09-14","24840","25030","24790","24930","14700","24930"
"2009-09-15","24990","25030","24720","24720","10500","24720"
"2009-09-16","24750","24790","24360","24360","26300","24360"
"2009-09-17","24590","24650","24430","24590","14000","24590"
"2009-09-18","24590","24590","24280","24380","37800","24380"
"2009-09-24","24360","24850","24300","24850","65700","24850"
"2009-09-25","24120","24140","23990","24010","29100","24010"
"2009-09-28","23610","23610","22930","23110","40300","23110"
"2009-09-29","23220","23320","22940","23030","28600","23030"
"2009-09-30","22880","22880","22300","22670","43100","22670"
"2009-10-01","22810","22950","22570","22610","24600","22610"
"2009-10-02","22310","22500","22100","22490","26900","22490"
"2009-10-05","22460","22460","22190","22200","26300","22200"
"2009-10-06","22220","22340","21650","21730","44900","21730"
"2009-10-07","21990","22000","21740","21810","32400","21810"
"2009-10-08","21840","22270","21840","22270","23100","22270"
"2009-10-09","23420","23930","23420","23790","48600","23790"
"2009-10-13","23840","23840","23170","23170","30800","23170"
"2009-10-14","23230","23320","23080","23240","34300","23240"
"2009-10-15","23380","23400","23160","23220","12700","23220"
"2009-10-16","23190","23940","23190","23930","28700","23930"
"2009-10-19","24220","24440","23790","24010","35400","24010"
"2009-10-20","24030","24290","23850","24220","19900","24220"
"2009-10-21","24090","24500","24090","24350","19600","24350"
"2009-10-22","24350","24560","24350","24560","14000","24560"
"2009-10-23","24590","24620","24500","24560","13300","24560"
"2009-10-26","24590","24700","24490","24500","19000","24500"
"2009-10-27","24580","24580","24000","24100","15900","24100"
"2009-10-28","23810","24330","23800","24290","19500","24290"
"2009-10-29","23870","24480","23780","24180","29000","24180"
"2009-10-30","23580","23760","22810","23000","38400","23000"
"2009-11-02","22880","23260","22650","23200","30400","23200"
"2009-11-04","22850","23580","22850","23580","12300","23580"
"2009-11-05","23590","23980","23460","23920","17300","23920"
"2009-11-06","23980","24320","23890","24230","20100","24230"
"2009-11-09","23760","24070","23650","23670","14300","23670"
"2009-11-10","23710","23840","23510","23510","10300","23510"
"2009-11-11","23460","23460","23080","23140","9200","23140"
"2009-11-12","23100","23270","22940","23200","11300","23200"
"2009-11-13","23190","23380","22990","22990","13500","22990"
"2009-11-16","22910","23190","22820","23040","8500","23040"
"2009-11-17","23090","23220","22650","22760","19400","22760"
"2009-11-18","22510","22730","22460","22490","29400","22490"
"2009-11-19","22560","22560","22100","22250","10500","22250"
"2009-11-20","21950","22110","21800","21890","16900","21890"
"2009-11-24","21850","22320","21800","22070","31700","22070"
"2009-11-25","21880","22180","21750","22130","13000","22130"
"2009-11-26","21950","22090","21730","21880","14900","21880"
"2009-11-27","21650","21660","21250","21310","25400","21310"
"2009-11-30","21320","21600","21320","21600","17400","21600"
"2009-12-01","21300","21410","20640","21240","35800","21240"
"2009-12-02","21190","21430","20510","20650","47400","20650"
"2009-12-03","20730","20960","20440","20530","24000","20530"
"2009-12-04","20530","20620","20130","20340","32100","20340"
"2009-12-07","20890","21610","20870","21590","33700","21590"
"2009-12-08","21650","22160","21580","21860","32600","21860"
"2009-12-09","21560","21610","21170","21450","20300","21450"
"2009-12-10","21440","21700","21250","21420","19600","21420"
"2009-12-11","21530","21580","21460","21480","91300","21480"
"2009-12-14","21590","21690","20880","21120","18000","21120"
"2009-12-15","20890","21190","20630","21070","19700","21070"
"2009-12-16","21670","21700","21460","21590","34200","21590"
"2009-12-17","21630","21650","21300","21330","23200","21330"
"2009-12-18","21320","21710","21250","21350","30500","21350"
"2009-12-21","21540","21570","21340","21390","21400","21390"
"2009-12-22","21600","22000","21570","21920","24000","21920"
"2009-12-24","22050","22200","21790","21790","23700","21790"
"2009-12-25","21850","21850","21620","21660","31200","21660"
"2009-12-28","21710","21900","21700","21860","32500","21860"
"2009-12-29","21860","21890","21740","21880","34600","21880"
"2009-12-30","22030","22430","21960","22190","38600","22190"
