7974 東証1部 任天堂(株)（その他製品）,,,,,
"2001-04-11","20390","20390","19900","19900","7700","19900"
"2001-04-12","20550","20550","19860","19920","4800","19920"
"2001-04-13","19720","19720","18980","19070","22500","19070"
"2001-04-16","18920","19000","18700","19000","15200","19000"
"2001-04-17","19000","19610","19000","19610","15100","19610"
"2001-04-18","18840","21500","18580","21280","204000","21280"
"2001-04-19","21500","22090","20510","20760","55900","20760"
"2001-04-20","20190","20300","19250","19660","28500","19660"
"2001-04-23","19350","19520","19030","19360","17900","19360"
"2001-04-24","19290","19400","19080","19400","6500","19400"
"2001-04-25","19440","19650","19350","19560","7400","19560"
"2001-04-26","19760","19780","19280","19280","5800","19280"
"2001-04-27","19800","19820","19720","19800","6700","19800"
"2001-05-01","20420","20880","20390","20810","15700","20810"
"2001-05-02","20980","21620","20800","21550","24300","21550"
"2001-05-07","21340","22050","21340","21860","13700","21860"
"2001-05-08","21600","21620","21360","21480","9400","21480"
"2001-05-09","21200","21700","20400","20430","11200","20430"
"2001-05-10","20430","20880","20430","20580","8100","20580"
"2001-05-11","20930","21380","20800","20800","7300","20800"
"2001-05-14","21020","21020","20790","20870","8500","20870"
"2001-05-15","20880","20880","20560","20650","8300","20650"
"2001-05-16","20500","20570","20000","20000","14300","20000"
"2001-05-17","20600","20600","20220","20500","8800","20500"
"2001-05-18","20820","21240","20740","20960","12700","20960"
"2001-05-21","21150","21200","20840","20870","10800","20870"
"2001-05-22","21590","22000","21590","21810","27900","21810"
"2001-05-23","21940","22530","21370","21400","25200","21400"
"2001-05-24","20990","22430","20990","21380","10100","21380"
"2001-05-25","22260","22440","21930","22310","21000","22310"
"2001-05-28","22250","23570","22240","22990","12900","22990"
"2001-05-29","23300","23740","23300","23540","17900","23540"
"2001-05-30","23040","23060","22600","22840","7600","22840"
"2001-05-31","22460","23510","22460","22810","14200","22810"
"2001-06-01","22620","22700","22560","22560","2100","22560"
"2001-06-04","22860","23600","22860","23420","12900","23420"
"2001-06-05","23120","23120","22400","22610","14800","22610"
"2001-06-06","23110","23180","22900","23120","7500","23120"
"2001-06-07","22990","22990","22760","22870","5400","22870"
"2001-06-08","23000","23100","22500","22750","196800","22750"
"2001-06-11","22710","22860","22640","22790","4900","22790"
"2001-06-12","22540","22540","22000","22000","28600","22000"
"2001-06-13","22300","22590","22230","22440","10500","22440"
"2001-06-14","22360","23200","22360","23060","20400","23060"
"2001-06-15","22440","22890","22300","22840","9700","22840"
"2001-06-18","22540","23330","22540","23330","8600","23330"
"2001-06-19","23090","23230","22690","22990","8400","22990"
"2001-06-20","23050","23050","22780","22910","12000","22910"
"2001-06-21","23310","23510","23300","23400","9000","23400"
"2001-06-22","23900","24900","23860","24900","17500","24900"
"2001-06-25","24600","24800","23860","23940","11900","23940"
"2001-06-26","24000","24030","23880","24000","2900","24000"
"2001-06-27","23680","23820","23600","23780","5500","23780"
"2001-06-28","23370","23390","22810","22900","16300","22900"
"2001-06-29","23200","23330","22600","23000","16900","23000"
"2001-07-02","23240","23500","23130","23350","13600","23350"
"2001-07-03","23430","23910","23270","23910","7700","23910"
"2001-07-04","23830","23830","23640","23700","3300","23700"
"2001-07-05","23650","23950","23650","23850","8000","23850"
"2001-07-06","23850","24530","23850","24120","9000","24120"
"2001-07-09","23410","23950","23410","23710","6700","23710"
"2001-07-10","23710","23730","23300","23690","8700","23690"
"2001-07-11","23610","24000","23460","23720","9200","23720"
"2001-07-12","23350","23350","22950","23050","9700","23050"
"2001-07-13","23250","23250","22720","22830","6800","22830"
"2001-07-16","22950","23110","22870","22970","4500","22970"
"2001-07-17","22860","23400","22860","23230","11100","23230"
"2001-07-18","23420","23450","23000","23150","4000","23150"
"2001-07-19","22850","23710","22850","23480","8100","23480"
"2001-07-23","23000","23000","22150","22480","9100","22480"
"2001-07-24","22180","22500","22000","22220","13400","22220"
"2001-07-25","21900","22280","21810","21970","14500","21970"
"2001-07-26","21890","21890","21320","21810","19300","21810"
"2001-07-27","22010","22640","22000","22590","15900","22590"
"2001-07-30","23080","23340","22960","23080","18900","23080"
"2001-07-31","22180","22360","22100","22100","15700","22100"
"2001-08-01","21800","21900","21500","21900","14800","21900"
"2001-08-02","22200","22390","22000","22360","10200","22360"
"2001-08-03","22080","22330","21970","22000","4400","22000"
"2001-08-06","21990","22080","21670","21900","10600","21900"
"2001-08-07","21440","21690","21440","21690","16300","21690"
"2001-08-08","21180","21230","20950","21050","19800","21050"
"2001-08-09","20150","20500","20150","20400","19000","20400"
"2001-08-10","21010","21310","20980","21150","20400","21150"
"2001-08-13","21060","21810","21060","21700","18400","21700"
"2001-08-14","21560","22000","21350","21990","14300","21990"
"2001-08-15","21830","21830","21210","21420","10600","21420"
"2001-08-16","19790","19940","19300","19760","34800","19760"
"2001-08-17","19910","20260","19910","19920","23700","19920"
"2001-08-20","19900","19900","19340","19800","11300","19800"
"2001-08-21","19970","20120","19780","19970","11500","19970"
"2001-08-22","19250","19370","18920","19350","18000","19350"
"2001-08-23","19750","19920","18320","18470","21700","18470"
"2001-08-24","19020","19460","19000","19150","15400","19150"
"2001-08-27","19950","20050","19150","19190","11800","19190"
"2001-08-28","19480","19520","19000","19110","10200","19110"
"2001-08-29","19100","19210","18790","18850","6200","18850"
"2001-08-30","18650","18880","18360","18850","16300","18850"
"2001-08-31","18850","19040","18760","18830","11100","18830"
"2001-09-03","19030","19080","18540","18580","6700","18580"
"2001-09-04","18850","19000","18620","19000","10000","19000"
"2001-09-05","18990","19080","18770","18970","10900","18970"
"2001-09-06","19040","19100","18940","19100","11000","19100"
"2001-09-07","18880","18880","18700","18760","10300","18760"
"2001-09-10","18500","18700","18380","18380","7700","18380"
"2001-09-11","18180","18320","17500","17800","21200","17800"
"2001-09-13","16000","16000","15800","15800","13200","15800"
"2001-09-14","15600","16410","14810","16410","119900","16410"
"2001-09-17","14560","15000","14500","14580","10900","14580"
"2001-09-18","14190","14190","12920","13520","44700","13520"
"2001-09-19","14920","15520","14760","15520","29600","15520"
"2001-09-20","15490","15710","14870","15500","27200","15500"
"2001-09-21","14100","15150","13810","15100","20000","15100"
"2001-09-25","15850","16040","15380","15820","17200","15820"
"2001-09-26","15660","15880","15630","15720","8100","15720"
"2001-09-27","15990","16310","15910","15990","10200","15990"
"2001-09-28","17710","17900","17000","17100","22100","17100"
"2001-10-01","17140","17470","17140","17210","15200","17210"
"2001-10-02","17300","17510","17250","17510","15500","17510"
"2001-10-03","17710","17810","17430","17560","18900","17560"
"2001-10-04","17960","18140","17870","17920","14300","17920"
"2001-10-05","18210","18930","18190","18540","15700","18540"
"2001-10-09","17940","17960","17890","17930","9700","17930"
"2001-10-10","17790","18110","17400","17860","12500","17860"
"2001-10-11","18060","18730","18060","18730","9400","18730"
"2001-10-12","19460","20340","19140","19520","30200","19520"
"2001-10-15","19400","19680","19400","19550","11800","19550"
"2001-10-16","18970","19060","18840","18980","9300","18980"
"2001-10-17","19410","19610","19410","19480","11900","19480"
"2001-10-18","19370","19440","19110","19160","48000","19160"
"2001-10-19","18950","19080","18690","18690","14500","18690"
"2001-10-22","19360","19560","19260","19500","11400","19500"
"2001-10-23","19900","19950","19610","19760","15700","19760"
"2001-10-24","19720","19760","19500","19500","12000","19500"
"2001-10-25","19570","19910","19350","19590","16400","19590"
"2001-10-26","19680","19700","19500","19560","11700","19560"
"2001-10-29","19580","19900","19580","19770","5500","19770"
"2001-10-30","19450","19490","18780","18920","14900","18920"
"2001-10-31","18440","19150","18440","18990","16300","18990"
"2001-11-01","19170","19170","18970","19040","15100","19040"
"2001-11-02","19440","19620","19410","19430","18300","19430"
"2001-11-05","19810","20100","19780","20050","19900","20050"
"2001-11-06","20490","21830","20490","21770","37200","21770"
"2001-11-07","21900","21900","20870","20900","30100","20900"
"2001-11-08","20600","20840","20410","20670","11000","20670"
"2001-11-09","20970","21100","20770","20860","17200","20860"
"2001-11-12","20560","20770","20560","20720","7100","20720"
"2001-11-13","20380","20380","19940","20250","8400","20250"
"2001-11-14","20620","20750","20080","20130","12300","20130"
"2001-11-15","20210","20570","19580","20570","28300","20570"
"2001-11-16","20540","21200","20520","20800","20000","20800"
"2001-11-19","20830","21400","20530","21310","14800","21310"
"2001-11-20","21470","21480","21000","21440","12400","21440"
"2001-11-21","21140","21410","20930","21280","13300","21280"
"2001-11-22","21270","21270","20650","21090","11500","21090"
"2001-11-26","21540","21580","20890","20910","26200","20910"
"2001-11-27","20910","21210","20580","20580","20200","20580"
"2001-11-28","20880","21400","20840","21010","18700","21010"
"2001-11-29","21000","21050","20650","20690","8700","20690"
"2001-11-30","20990","21340","20930","21180","14100","21180"
"2001-12-03","21370","21690","21120","21690","14500","21690"
"2001-12-04","21520","22190","21160","22130","20300","22130"
"2001-12-05","22430","23400","22430","23250","42900","23250"
"2001-12-06","23550","23840","22490","23110","17500","23110"
"2001-12-07","22490","22500","22030","22500","11000","22500"
"2001-12-10","22940","22940","22510","22700","15200","22700"
"2001-12-11","22720","23090","22700","22910","10300","22910"
"2001-12-12","23110","23200","22600","22800","15700","22800"
"2001-12-13","22950","23100","22690","23010","12300","23010"
"2001-12-14","21810","22110","21610","21840","201500","21840"
"2001-12-17","21890","22160","21700","21710","10600","21710"
"2001-12-18","22000","22300","21720","22150","14700","22150"
"2001-12-19","22490","22800","22250","22480","13300","22480"
"2001-12-20","22670","22790","22110","22370","5600","22370"
"2001-12-21","22220","22570","21720","22570","14800","22570"
"2001-12-25","21760","22100","21760","22090","15100","22090"
"2001-12-26","21990","22000","21750","21850","11100","21850"
"2001-12-27","22060","22350","22060","22350","11600","22350"
"2001-12-28","22490","22810","22490","22700","20000","22700"
