7974 東証1部 任天堂(株)（その他製品）,,,,,
日付,始値,高値,安値,終値,出来高,終値調整値
"1985-01-08","5000","5000","5000","5000","1000","1870.6"
"1985-01-09","5110","5110","5110","5110","1000","1911.7"
"1985-01-19","5300","5300","5200","5200","5000","1945.4"
"1985-01-23","5150","5260","5150","5200","10000","1945.4"
"1985-01-24","5300","5300","5300","5300","1000","1982.8"
"1985-02-18","4800","4800","4800","4800","61000","1795.7"
"1985-04-27","4200","4200","4200","4200","1000","1571.3"
"1985-05-10","4300","4300","4300","4300","1000","1608.7"
"1985-05-13","4350","4350","4350","4350","1000","1627.4"
"1985-05-30","4180","4180","4180","4180","1000","1563.8"
"1985-06-05","4210","4210","4210","4210","1000","1575"
"1985-06-11","4280","4320","4280","4320","29000","1616.2"
"1985-06-12","4490","4490","4490","4490","1000","1679.8"
"1985-06-13","4480","4480","4480","4480","2000","1676"
"1985-06-15","4480","4480","4480","4480","6000","1676"
"1985-06-25","4390","4390","4390","4390","1000","1642.4"
"1985-06-27","4800","4850","4650","4650","23000","1739.6"
"1985-06-28","4700","4750","4700","4750","2000","1777"
"1985-07-01","4850","4850","4850","4850","1000","1814.4"
"1985-07-03","4620","4620","4620","4620","2000","1728.4"
"1985-07-19","4470","4470","4470","4470","1000","1672.3"
"1985-07-20","4400","4400","4400","4400","1000","1646.1"
"1985-07-22","4400","4400","4400","4400","1000","1646.1"
"1985-07-23","4350","4350","4350","4350","1000","1627.4"
"1985-07-24","4360","4360","4360","4360","1000","1631.1"
"1985-07-25","4230","4230","4230","4230","1000","1582.5"
"1985-07-26","4240","4240","4240","4240","1000","1586.2"
"1985-07-27","4240","4240","4240","4240","1000","1586.2"
"1985-07-29","4190","4190","4190","4190","1000","1567.5"
"1985-07-30","4210","4210","4210","4210","1000","1575"
"1985-07-31","4200","4200","4200","4200","1000","1571.3"
"1985-08-01","4220","4220","4220","4220","1000","1578.8"
"1985-08-02","4380","4380","4380","4380","1000","1638.6"
"1985-08-03","4380","4380","4380","4380","3000","1638.6"
"1985-08-05","4250","4250","4250","4250","1000","1590"
"1985-08-06","4270","4270","4270","4270","1000","1597.5"
"1985-08-07","4400","4480","4400","4480","13000","1676"
"1985-08-08","4500","4700","4500","4700","4000","1758.3"
"1985-08-09","4700","4700","4620","4620","8000","1728.4"
"1985-08-12","4570","4570","4570","4570","1000","1709.7"
"1985-08-13","4630","4630","4630","4630","18000","1732.1"
"1985-08-14","4660","4700","4650","4700","5000","1758.3"
"1985-08-15","4710","4710","4690","4690","11000","1754.6"
"1985-08-16","4720","4730","4720","4730","2000","1769.6"
"1985-08-19","4700","4700","4700","4700","1000","1758.3"
"1985-08-20","4700","4700","4700","4700","3000","1758.3"
"1985-08-21","4700","4700","4670","4670","3000","1747.1"
"1985-08-22","4700","4700","4700","4700","6000","1758.3"
"1985-08-23","4660","4660","4650","4650","7000","1739.6"
"1985-08-24","4650","4650","4650","4650","1000","1739.6"
"1985-08-26","4550","4550","4460","4460","5000","1668.5"
"1985-08-27","4460","4560","4450","4560","8000","1706"
"1985-08-28","4540","4590","4540","4590","24000","1717.2"
"1985-08-29","4510","4510","4510","4510","1000","1687.2"
"1985-08-30","4510","4510","4510","4510","1000","1687.2"
"1985-08-31","4500","4500","4500","4500","1000","1683.5"
"1985-09-02","4500","4500","4500","4500","1000","1683.5"
"1985-09-03","4530","4530","4530","4530","25000","1694.7"
"1985-09-05","4520","4520","4510","4510","6000","1687.2"
"1985-09-06","4500","4500","4500","4500","1000","1683.5"
"1985-09-07","4440","4440","4440","4440","2000","1661.1"
"1985-09-09","4390","4390","4390","4390","1000","1642.4"
"1985-09-10","4410","4410","4400","4400","2000","1646.1"
"1985-09-11","4550","4550","4550","4550","5000","1702.2"
"1985-09-12","4670","4670","4670","4670","3000","1747.1"
"1985-09-13","4760","4760","4670","4670","4000","1747.1"
"1985-09-17","4690","4690","4690","4690","1000","1754.6"
"1985-09-18","4700","4700","4600","4600","4000","1720.9"
"1985-09-19","4600","4600","4600","4600","1000","1720.9"
"1985-09-20","4600","4600","4600","4600","1000","1720.9"
"1985-09-21","4610","4610","4610","4610","1000","1724.7"
"1985-09-24","4650","4650","4650","4650","3000","1739.6"
"1985-09-25","4610","4610","4610","4610","1000","1724.7"
"1985-09-26","4510","4510","4510","4510","1000","1687.2"
"1985-09-27","4490","4490","4490","4490","1000","1679.8"
"1985-09-28","4260","4260","4260","4260","3000","1593.7"
"1985-09-30","4290","4290","4290","4290","2000","1604.9"
"1985-10-01","4350","4350","4350","4350","1000","1627.4"
"1985-10-02","4370","4370","4370","4370","1000","1634.9"
"1985-10-03","4370","4370","4370","4370","1000","1634.9"
"1985-10-04","4300","4300","4300","4300","1000","1608.7"
"1985-10-05","4300","4300","4300","4300","4000","1608.7"
"1985-10-07","4300","4300","4300","4300","1000","1608.7"
"1985-10-08","4300","4300","4300","4300","1000","1608.7"
"1985-10-09","4300","4400","4300","4400","2000","1646.1"
"1985-10-11","4510","4510","4510","4510","3000","1687.2"
"1985-10-14","4550","4550","4550","4550","1000","1702.2"
"1985-10-15","4550","4550","4550","4550","1000","1702.2"
"1985-10-16","4550","4550","4550","4550","1000","1702.2"
"1985-10-17","4600","4600","4600","4600","8000","1720.9"
"1985-10-18","4600","4600","4600","4600","1000","1720.9"
"1985-10-19","4600","4600","4600","4600","1000","1720.9"
"1985-10-21","4600","4610","4600","4610","2000","1724.7"
"1985-10-22","4600","4600","4600","4600","6000","1720.9"
"1985-10-23","4700","4800","4700","4800","20000","1795.7"
"1985-10-24","4800","4900","4800","4900","20000","1833.2"
"1985-10-25","4930","5050","4930","5050","7000","1889.3"
"1985-10-26","5000","5000","4900","4900","3000","1833.2"
"1985-10-28","5000","5170","5000","5170","3000","1934.2"
"1985-10-29","5100","5110","5100","5100","6000","1908"
"1985-10-30","5050","5050","5050","5050","1000","1889.3"
"1985-10-31","5070","5080","5040","5040","5000","1885.5"
"1985-11-01","4970","4970","4950","4950","2000","1851.9"
"1985-11-02","4950","4950","4950","4950","1000","1851.9"
"1985-11-05","5050","5050","5050","5050","12000","1889.3"
"1985-11-06","5070","5200","5070","5200","4000","1945.4"
"1985-11-07","5200","5230","5200","5220","4000","1952.9"
"1985-11-08","5180","5180","5180","5180","1000","1937.9"
"1985-11-11","5180","5180","5180","5180","1000","1937.9"
"1985-11-12","5350","5350","5290","5290","2000","1979.1"
"1985-11-13","5290","5290","5290","5290","1000","1979.1"
"1985-11-14","5250","5250","5250","5250","1000","1964.1"
"1985-11-15","5250","5250","5240","5240","2000","1960.4"
"1985-11-16","5260","5260","5260","5260","1000","1967.8"
"1985-11-18","5260","5340","5260","5340","9000","1997.8"
"1985-11-19","5250","5250","5250","5250","1000","1964.1"
"1985-11-20","5230","5230","5230","5230","9000","1956.6"
"1985-11-21","5200","5200","5200","5200","1000","1945.4"
