7974 東証1部 任天堂(株)（その他製品）,,,,,
"2008-02-28","56700","57300","56100","56500","27500","56500"
"2008-02-29","54200","54400","53100","53300","46300","53300"
"2008-03-03","50300","51100","50200","50200","51300","50200"
"2008-03-04","51000","52500","50800","51900","49600","51900"
"2008-03-05","51600","53200","51600","53200","29400","53200"
"2008-03-06","55000","56000","54700","55300","31200","55300"
"2008-03-07","52800","53700","52200","52600","32600","52600"
"2008-03-10","52100","53000","51000","51200","26600","51200"
"2008-03-11","50200","53200","49850","53100","43100","53100"
"2008-03-12","55600","55700","53700","54000","27400","54000"
"2008-03-13","53500","53500","50500","51400","32500","51400"
"2008-03-14","52000","52900","50500","51600","185800","51600"
"2008-03-17","50200","50300","47850","48600","42500","48600"
"2008-03-18","48550","49650","47550","49650","34900","49650"
"2008-03-19","52100","52600","51500","52300","39100","52300"
"2008-03-21","52800","52900","51100","51700","24900","51700"
"2008-03-24","52000","53900","51600","53300","21500","53300"
"2008-03-25","54300","54500","53300","53900","34700","53900"
"2008-03-26","52700","53200","52000","52300","18300","52300"
"2008-03-27","51300","51400","50600","51100","22900","51100"
"2008-03-28","51000","52400","51000","52100","17500","52100"
"2008-03-31","51900","51900","50400","50900","21500","50900"
"2008-04-01","51400","52200","51200","52100","29100","52100"
"2008-04-02","53600","54600","53500","54600","34900","54600"
"2008-04-03","54300","54600","53600","53900","31000","53900"
"2008-04-04","54200","54800","53900","54800","23400","54800"
"2008-04-07","54500","56500","53800","56300","34100","56300"
"2008-04-08","55800","56100","54900","55000","24100","55000"
"2008-04-09","55500","55600","54100","54400","15400","54400"
"2008-04-10","54000","55500","53600","55400","21900","55400"
"2008-04-11","55900","56000","55400","55500","22500","55500"
"2008-04-14","54500","55900","54500","55900","19600","55900"
"2008-04-15","54500","54700","53300","53500","28500","53500"
"2008-04-16","54000","54000","52200","52200","26000","52200"
"2008-04-17","53700","54000","52300","52600","31100","52600"
"2008-04-18","54100","55300","53300","55300","34500","55300"
"2008-04-21","56800","59000","56800","59000","51200","59000"
"2008-04-22","58000","58800","57600","58100","27300","58100"
"2008-04-23","57600","59400","56800","58600","31700","58600"
"2008-04-24","58400","59000","57900","58200","30200","58200"
"2008-04-25","57700","58000","56300","57100","50300","57100"
"2008-04-28","58000","58100","56800","57700","19000","57700"
"2008-04-30","57200","57500","56600","56800","18900","56800"
"2008-05-01","56700","57000","55800","55800","16600","55800"
"2008-05-02","56800","56800","56200","56800","22500","56800"
"2008-05-07","58000","58500","57700","58100","22000","58100"
"2008-05-08","58200","58400","57800","58000","16500","58000"
"2008-05-09","57800","58000","57500","57600","12000","57600"
"2008-05-12","57100","57600","57100","57500","7500","57500"
"2008-05-13","58000","58200","57400","58000","14900","58000"
"2008-05-14","58200","58400","58000","58300","13000","58300"
"2008-05-15","58700","59900","58700","59200","30300","59200"
"2008-05-16","59700","61500","59700","59900","55700","59900"
"2008-05-19","60300","61400","59800","61100","31100","61100"
"2008-05-20","61600","61800","60900","61100","22700","61100"
"2008-05-21","60600","60600","59200","59600","22400","59600"
"2008-05-22","58300","59400","58000","59300","23100","59300"
"2008-05-23","59400","60000","58800","58800","22800","58800"
"2008-05-26","58300","59300","58100","58900","16800","58900"
"2008-05-27","59000","59500","58800","59200","11500","59200"
"2008-05-28","59000","59100","57900","58000","19900","58000"
"2008-05-29","58600","58600","57700","57900","15800","57900"
"2008-05-30","58400","58700","57700","58300","10400","58300"
"2008-06-02","57600","57700","56500","56500","25100","56500"
"2008-06-03","56400","57300","56300","56300","20700","56300"
"2008-06-04","56800","57900","56600","57800","17200","57800"
"2008-06-05","57900","58000","57500","57700","8100","57700"
"2008-06-06","58700","59100","58100","58100","23300","58100"
"2008-06-09","56600","57400","56600","57100","29600","57100"
"2008-06-10","57400","57400","56000","56100","15200","56100"
"2008-06-11","56000","57000","55700","56600","17800","56600"
"2008-06-12","55400","56700","55100","56700","74800","56700"
"2008-06-13","56800","57800","56800","57600","126500","57600"
"2008-06-16","58000","59400","58000","59400","24200","59400"
"2008-06-17","59700","59800","59100","59200","16700","59200"
"2008-06-18","59100","59600","58800","59200","10200","59200"
"2008-06-19","59200","59900","58800","59900","14100","59900"
"2008-06-20","60200","60300","59100","59200","22900","59200"
"2008-06-23","58500","59500","58500","59400","16400","59400"
"2008-06-24","59300","60600","59300","60600","8900","60600"
"2008-06-25","60700","61600","60300","61300","16100","61300"
"2008-06-26","61600","63800","61500","62800","26300","62800"
"2008-06-27","60800","61500","60200","60600","20900","60600"
"2008-06-30","60900","60900","59300","59400","8900","59400"
"2008-07-01","59800","60800","59700","60000","14200","60000"
"2008-07-02","60300","61400","59600","60800","32700","60800"
"2008-07-03","60500","61500","59900","61200","26800","61200"
"2008-07-04","61500","61500","60700","61300","27300","61300"
"2008-07-07","60800","61400","60500","61300","9800","61300"
"2008-07-08","60900","61200","59300","59400","24100","59400"
"2008-07-09","60400","60400","58400","58500","33400","58500"
"2008-07-10","58000","58500","57500","57600","19300","57600"
"2008-07-11","57600","58800","57000","58100","32900","58100"
"2008-07-14","57800","59800","57800","58900","18300","58900"
"2008-07-15","58500","59000","58200","58600","11100","58600"
"2008-07-16","58100","58100","55900","56100","25100","56100"
"2008-07-17","56300","57100","55600","55700","27700","55700"
"2008-07-18","56400","56400","54700","54900","16000","54900"
"2008-07-22","54400","55300","53500","55300","22900","55300"
"2008-07-23","56300","57300","56100","56600","30600","56600"
"2008-07-24","56500","57100","55500","55600","33600","55600"
"2008-07-25","54600","54800","53800","54000","21800","54000"
"2008-07-28","54500","55500","54500","55300","16000","55300"
"2008-07-29","54800","56300","54800","56100","23200","56100"
"2008-07-30","56600","57800","56600","57800","24800","57800"
"2008-07-31","53800","53800","52800","52800","26200","52800"
"2008-08-01","52300","52400","50100","51500","30000","51500"
"2008-08-04","52500","52600","50700","51600","30100","51600"
"2008-08-05","51900","53200","51900","52700","21100","52700"
"2008-08-06","53200","54100","53200","53900","24000","53900"
"2008-08-07","54600","54600","53500","53800","21700","53800"
"2008-08-08","53200","53800","53000","53200","10600","53200"
"2008-08-11","54000","54000","53200","53500","10900","53500"
"2008-08-12","54000","54900","54000","54900","18500","54900"
"2008-08-13","54600","54900","53700","54000","18400","54000"
"2008-08-14","53600","53800","52100","52200","26300","52200"
"2008-08-15","52700","52700","51400","51800","17700","51800"
"2008-08-18","51500","51500","50300","50700","27200","50700"
"2008-08-19","49800","49850","48550","48700","35200","48700"
"2008-08-20","48300","50700","48300","50300","19300","50300"
"2008-08-21","50400","50600","48600","48650","19900","48650"
"2008-08-22","48700","49850","48700","49100","14600","49100"
"2008-08-25","49900","51100","49900","50200","19900","50200"
"2008-08-26","49300","50100","49150","49550","23900","49550"
"2008-08-27","49950","49950","49050","49250","7600","49250"
"2008-08-28","49550","49550","47800","48150","28900","48150"
"2008-08-29","49250","51800","48150","51400","83500","51400"
"2008-09-01","53400","54600","53300","53700","55400","53700"
"2008-09-02","53300","54200","52400","52800","25700","52800"
"2008-09-03","53300","53900","53000","53900","16800","53900"
"2008-09-04","53900","54200","52700","53200","18600","53200"
"2008-09-05","50800","51800","50700","51500","52300","51500"
"2008-09-08","53400","53500","52700","52900","17300","52900"
"2008-09-09","52600","52600","50800","51100","17300","51100"
"2008-09-10","49600","50000","49050","49650","33400","49650"
"2008-09-11","49250","49550","48050","48050","34600","48050"
"2008-09-12","48250","49150","47950","48450","149000","48450"
"2008-09-16","45650","46350","45100","45550","38500","45550"
"2008-09-17","47050","47950","45950","46450","30500","46450"
"2008-09-18","44450","44800","42600","43950","45900","43950"
"2008-09-19","45550","47550","45000","47550","52900","47550"
"2008-09-22","49500","49800","48900","49600","23300","49600"
"2008-09-24","47900","48450","46100","48200","25900","48200"
"2008-09-25","47550","48150","47150","47650","10100","47650"
"2008-09-26","47700","47800","46450","46850","30900","46850"
"2008-09-29","46450","47500","45000","45150","18900","45150"
"2008-09-30","41950","43350","41600","43100","29300","43100"
"2008-10-01","43500","43850","40700","41000","33600","41000"
"2008-10-02","41950","42400","39500","39700","23300","39700"
"2008-10-03","37300","37400","35800","36250","46100","36250"
"2008-10-06","34250","34900","32900","33550","53000","33550"
"2008-10-07","31550","35950","31550","34550","44300","34550"
"2008-10-08","33800","33800","30700","30700","47000","30700"
"2008-10-09","32700","34700","32550","34700","31000","34700"
"2008-10-10","32350","36750","32300","36550","66500","36550"
"2008-10-15","40400","40450","37900","39150","51300","39150"
"2008-10-16","35200","35850","35150","35150","22600","35150"
"2008-10-17","35500","36300","32900","33650","28200","33650"
"2008-10-20","33900","34650","33100","34650","38200","34650"
"2008-10-21","36050","36200","34800","35650","38500","35650"
"2008-10-22","33700","34400","32850","32900","32000","32900"
"2008-10-23","30500","30600","29080","30150","64800","30150"
"2008-10-24","29930","29930","27250","27400","72700","27400"
"2008-10-27","26800","27500","24400","24400","39500","24400"
"2008-10-28","24100","24680","22000","24680","71000","24680"
"2008-10-29","27680","27680","27410","27680","69200","27680"
"2008-10-30","29780","30700","29000","30700","80500","30700"
"2008-10-31","31500","33050","29780","31300","84300","31300"
"2008-11-04","33300","33300","32250","32650","33300","32650"
"2008-11-05","33850","36400","33650","36300","56600","36300"
"2008-11-06","33450","33950","32600","33100","60300","33100"
"2008-11-07","30000","33250","29960","32350","52800","32350"
"2008-11-10","33700","33900","32300","32350","53100","32350"
"2008-11-11","31150","31900","30500","31050","38600","31050"
"2008-11-12","29980","31250","29860","30650","25100","30650"
"2008-11-13","28990","29330","28320","28550","97900","28550"
"2008-11-14","30300","30450","29720","29970","41800","29970"
"2008-11-17","29670","31400","29670","30700","31900","30700"
"2008-11-18","29900","30500","29760","30050","25100","30050"
"2008-11-19","29710","30200","28670","29300","45100","29300"
"2008-11-20","27800","28220","27050","27110","59600","27110"
"2008-11-21","26300","28540","25350","28450","52600","28450"
"2008-11-25","30050","30100","27730","28750","61300","28750"
"2008-11-26","28150","28650","27670","27870","77600","27870"
"2008-11-27","29070","29990","29070","29590","49300","29590"
"2008-11-28","29890","30000","29220","29540","32300","29540"
"2008-12-01","29000","30000","28600","29920","28100","29920"
"2008-12-02","28230","29180","28230","28820","42500","28820"
"2008-12-03","29820","30850","29680","30550","60300","30550"
"2008-12-04","30950","31500","30150","30300","52100","30300"
"2008-12-05","31050","31400","30350","30950","36700","30950"
"2008-12-08","30900","32250","30700","31850","26100","31850"
"2008-12-09","33400","34200","33200","33950","40600","33950"
"2008-12-10","33700","36150","33600","35950","55000","35950"
"2008-12-11","36750","36800","34700","34850","71400","34850"
"2008-12-12","34050","34850","32300","33200","169100","33200"
"2008-12-15","34800","35850","34150","35600","42800","35600"
"2008-12-16","34050","34700","33900","34550","45700","34550"
"2008-12-17","35350","35650","34000","35250","61800","35250"
"2008-12-18","34850","35300","34450","34450","69100","34450"
"2008-12-19","34500","34950","34200","34450","36600","34450"
"2008-12-22","34500","35400","34350","34950","61800","34950"
"2008-12-24","35050","35100","34150","34200","25000","34200"
"2008-12-25","34200","34350","33350","34000","9300","34000"
"2008-12-26","34100","34100","33550","34100","7100","34100"
"2008-12-29","33950","34250","33500","33800","24300","33800"
"2008-12-30","33700","33900","33500","33750","11200","33750"
