7974 東証1部 任天堂(株)（その他製品）,,,,,
"1987-07-22","10500","10700","10500","10700","3000","4003"
"1987-07-23","10800","10800","10800","10800","3000","4040.4"
"1987-07-24","10800","10800","10800","10800","1000","4040.4"
"1987-07-28","11000","11000","11000","11000","1000","4115.2"
"1987-07-29","11200","12000","11200","12000","6000","4489.3"
"1987-07-30","12600","12800","12600","12800","3000","4788.6"
"1987-07-31","12700","12800","12700","12800","2000","4788.6"
"1987-08-01","13000","13000","13000","13000","1000","4863.5"
"1987-08-04","12300","12300","12300","12300","3000","4601.6"
"1987-08-07","12700","12700","12700","12700","1000","4751.2"
"1987-08-10","12400","12400","12400","12400","10000","4639"
"1987-08-11","12700","13200","12700","13100","13000","4900.9"
"1987-08-12","13400","13400","13400","13400","1000","5013.1"
"1987-08-13","13400","13400","13400","13400","1000","5013.1"
"1987-08-17","13600","13600","13600","13600","4000","5087.9"
"1987-08-19","12800","12800","12800","12800","1000","4788.6"
"1987-08-20","12400","12400","12400","12400","2000","4639"
"1987-08-26","13200","13400","13200","13400","2000","5013.1"
"1987-08-27","12200","12200","12200","12200","6000","5020.6"
"1987-08-28","11900","12100","11900","12100","4000","4979.4"
"1987-09-14","11300","11300","11300","11300","1000","4650.2"
"1987-09-28","10500","10500","10500","10500","5000","4321"
"1987-10-08","11600","11600","11600","11600","1000","4773.7"
"1987-10-09","11600","11600","11600","11600","1000","4773.7"
"1987-10-16","11000","11000","11000","11000","1000","4526.8"
"1987-10-21","8400","8400","8400","8400","1000","3456.8"
"1987-10-23","8750","8800","8750","8800","18000","3621.4"
"1987-10-27","8400","8400","8400","8400","1000","3456.8"
"1987-10-29","8250","8250","8200","8200","4000","3374.5"
"1987-10-31","8200","8200","8200","8200","2000","3374.5"
"1987-11-04","8500","8500","8480","8480","2000","3489.7"
"1987-11-06","8350","8350","8350","8350","1000","3436.2"
"1987-11-09","8250","8250","8200","8200","2000","3374.5"
"1987-11-16","8300","8300","8300","8300","1000","3415.6"
"1987-11-17","8300","8300","8300","8300","1000","3415.6"
"1987-11-19","8300","8300","8300","8300","1000","3415.6"
"1987-12-14","8050","8050","8050","8050","3000","3312.8"
"1987-12-16","8300","8300","8300","8300","1000","3415.6"
"1987-12-25","8270","8270","8270","8270","2000","3403.3"
