7974 東証1部 任天堂(株)（その他製品）,,,,,
日付,始値,高値,安値,終値,出来高,終値調整値
"1987-01-06","12200","12200","12200","12200","1000","4564.2"
"1987-01-09","12000","12000","12000","12000","1000","4489.3"
"1987-01-13","13000","13100","12900","13100","8000","4900.9"
"1987-01-14","13000","13000","13000","13000","5000","4863.5"
"1987-01-19","12900","12900","12900","12900","2000","4826"
"1987-01-21","12000","12000","12000","12000","3000","4489.3"
"1987-02-06","12400","12400","12400","12400","2000","4639"
"1987-02-09","12000","12000","12000","12000","1000","4489.3"
"1987-02-10","12200","12200","12200","12200","1000","4564.2"
"1987-02-12","12200","12200","12200","12200","1000","4564.2"
"1987-02-13","12000","12000","12000","12000","1000","4489.3"
"1987-02-16","12100","12100","12100","12100","1000","4526.8"
"1987-02-17","12400","12500","12400","12500","2000","4676.4"
"1987-02-20","10000","10200","10000","10000","5000","3741.1"
"1987-02-24","10000","10000","10000","10000","4000","3741.1"
"1987-02-25","9990","9990","9990","9990","1000","3737.4"
"1987-03-03","9760","9760","9760","9760","5000","3651.3"
"1987-03-04","9760","9760","9560","9560","23000","3576.5"
"1987-03-11","9320","9320","9320","9320","1000","3486.7"
"1987-03-17","10300","10400","10300","10400","23000","3890.8"
"1987-03-19","10000","10000","10000","10000","3000","3741.1"
"1987-03-20","10300","10300","10300","10300","38000","3853.4"
"1987-03-23","10500","10500","10500","10500","5000","3928.2"
"1987-03-27","10200","10200","10000","10000","12000","3741.1"
"1987-03-28","9750","9750","9750","9750","6000","3647.6"
"1987-03-31","9900","9900","9900","9900","2000","3703.7"
"1987-04-02","9500","9500","9500","9500","4000","3554.1"
"1987-04-04","9200","9200","9200","9200","10000","3441.8"
"1987-04-06","9300","9300","9300","9300","1000","3479.2"
"1987-04-08","9500","9500","9500","9500","2000","3554.1"
"1987-04-10","9200","9200","9200","9200","1000","3441.8"
"1987-04-14","8820","8820","8820","8820","3000","3299.7"
"1987-04-20","9360","9360","9330","9330","14000","3490.5"
"1987-05-08","8880","8880","8880","8880","1000","3322.1"
"1987-05-20","9450","9450","9450","9450","1000","3535.4"
"1987-05-21","9250","9250","9250","9250","1000","3460.5"
"1987-05-22","9150","9150","9150","9150","1000","3423.1"
"1987-05-25","9150","9150","9150","9150","1000","3423.1"
"1987-05-29","9150","9150","9150","9150","1000","3423.1"
"1987-05-30","9200","9200","9200","9200","5000","3441.8"
"1987-06-02","9010","9060","9010","9060","2000","3389.5"
"1987-06-09","9600","9600","9600","9600","1000","3591.5"
"1987-06-11","9500","9500","9500","9500","1000","3554.1"
"1987-06-12","9400","9500","9400","9400","3000","3516.7"
"1987-06-15","9620","9620","9620","9620","1000","3599"
"1987-06-17","11000","11000","11000","11000","2000","4115.2"
"1987-06-18","11000","11000","11000","11000","2000","4115.2"
"1987-06-22","10800","10800","10800","10800","1000","4040.4"
"1987-06-23","11000","11000","11000","11000","2000","4115.2"
"1987-06-24","11100","11100","11100","11100","1000","4152.6"
"1987-06-25","10900","10900","10900","10900","2000","4077.8"
"1987-06-26","11300","11300","11300","11300","8000","4227.5"
"1987-06-27","11300","11300","11300","11300","4000","4227.5"
"1987-06-29","10700","10700","10700","10700","1000","4003"
"1987-06-30","10800","10900","10800","10900","5000","4077.8"
"1987-07-01","10300","10300","10300","10300","1000","3853.4"
"1987-07-02","10300","10300","10200","10200","3000","3815.9"
"1987-07-03","10200","10200","10200","10200","1000","3815.9"
"1987-07-04","10400","10400","10400","10400","1000","3890.8"
"1987-07-06","10400","10400","10400","10400","1000","3890.8"
"1987-07-07","10100","10100","10100","10100","1000","3778.5"
"1987-07-13","10500","10800","10500","10800","2000","4040.4"
"1987-07-20","10500","10500","10500","10500","1000","3928.2"
"1987-07-21","10300","10300","10300","10300","30000","3853.4"
