7974 東証1部 任天堂(株)（その他製品）,,,,,
"1994-03-28","6420","6860","6420","6820","67100","6820"
"1994-03-29","6920","7030","6750","6800","71200","6800"
"1994-03-30","6650","6790","6640","6790","44900","6790"
"1994-03-31","6690","6710","6610","6670","26200","6670"
"1994-04-01","6670","6750","6670","6740","20000","6740"
"1994-04-04","6660","6790","6600","6640","13900","6640"
"1994-04-05","6680","6700","6600","6610","24500","6610"
"1994-04-06","6680","6680","6600","6610","11600","6610"
"1994-04-07","6670","6690","6600","6690","19900","6690"
"1994-04-08","6680","6800","6510","6800","22300","6800"
"1994-04-11","6840","6840","6750","6820","7600","6820"
"1994-04-12","6810","6900","6810","6820","28000","6820"
"1994-04-13","6890","6930","6770","6770","35000","6770"
"1994-04-14","6770","6770","6620","6680","19200","6680"
"1994-04-15","6650","6780","6650","6750","18100","6750"
"1994-04-18","6790","6800","6700","6700","16400","6700"
"1994-04-19","6700","6700","6610","6630","26500","6630"
"1994-04-20","6700","6700","6630","6690","15300","6690"
"1994-04-21","6650","6650","6600","6610","10500","6610"
"1994-04-22","6710","6710","6580","6650","7200","6650"
"1994-04-25","6620","6620","6510","6510","11100","6510"
"1994-04-26","6510","6590","6510","6580","9000","6580"
"1994-04-27","6510","6590","6510","6590","8300","6590"
"1994-04-28","6550","6580","6530","6550","7800","6550"
"1994-05-02","6500","6580","6500","6500","8100","6500"
"1994-05-06","6500","6570","6500","6540","10000","6540"
"1994-05-09","6510","6540","6500","6500","12500","6500"
"1994-05-10","6480","6530","6460","6460","14900","6460"
"1994-05-11","6600","6630","6570","6580","26200","6580"
"1994-05-12","6560","6580","6500","6570","18200","6570"
"1994-05-13","6570","6570","6500","6500","41500","6500"
"1994-05-16","6640","6640","6510","6510","10600","6510"
"1994-05-17","6530","6530","6500","6510","4700","6510"
"1994-05-18","6600","6600","6500","6500","7100","6500"
"1994-05-19","6510","6510","6430","6430","5200","6430"
"1994-05-20","6510","6510","6470","6490","4100","6490"
"1994-05-23","6420","6470","6370","6380","11400","6380"
"1994-05-24","6380","6380","6310","6310","35600","6310"
"1994-05-25","6320","6350","6300","6320","26900","6320"
"1994-05-26","6320","6320","6290","6300","31900","6300"
"1994-05-27","6300","6330","6280","6290","15300","6290"
"1994-05-30","6300","6350","6290","6290","9600","6290"
"1994-05-31","6300","6430","6300","6430","5100","6430"
"1994-06-01","6490","6550","6450","6550","8900","6550"
"1994-06-02","6580","6700","6580","6640","22900","6640"
"1994-06-03","6640","6680","6630","6670","8900","6670"
"1994-06-06","6690","6700","6600","6610","9500","6610"
"1994-06-07","6600","6670","6510","6630","5700","6630"
"1994-06-08","6590","6600","6550","6600","15400","6600"
"1994-06-09","6550","6580","6510","6540","23400","6540"
"1994-06-10","6440","6480","6410","6430","48000","6430"
"1994-06-13","6450","6480","6400","6480","23900","6480"
"1994-06-14","6550","6640","6500","6600","17000","6600"
"1994-06-15","6640","6660","6610","6630","26000","6630"
"1994-06-16","6620","6620","6580","6600","47100","6600"
"1994-06-17","6610","6640","6600","6600","14500","6600"
"1994-06-20","6620","6650","6600","6600","13500","6600"
"1994-06-21","6570","6600","6560","6560","12500","6560"
"1994-06-22","6460","6600","6460","6600","20900","6600"
"1994-06-23","6590","6780","6570","6780","36200","6780"
"1994-06-24","6780","6820","6700","6810","36900","6810"
"1994-06-27","6700","6740","6660","6700","22200","6700"
"1994-06-28","6740","6900","6730","6890","39100","6890"
"1994-06-29","6890","7100","6820","7100","132200","7100"
"1994-06-30","7000","7190","6990","7150","110600","7150"
"1994-07-01","7130","7240","7100","7230","94100","7230"
"1994-07-04","7260","7330","7220","7290","58900","7290"
"1994-07-05","7290","7290","7210","7270","78300","7270"
"1994-07-06","7130","7180","7040","7050","24900","7050"
"1994-07-07","7150","7150","7050","7050","49800","7050"
"1994-07-08","7150","7150","7000","7000","26600","7000"
"1994-07-11","6900","6940","6860","6880","7400","6880"
"1994-07-12","6870","6870","6700","6760","14800","6760"
"1994-07-13","6820","6890","6800","6810","13400","6810"
"1994-07-14","6890","6900","6850","6850","9800","6850"
"1994-07-15","6900","6980","6900","6930","11100","6930"
"1994-07-18","6970","6970","6900","6900","6200","6900"
"1994-07-19","6970","6970","6870","6930","9000","6930"
"1994-07-20","6920","6920","6820","6830","17300","6830"
"1994-07-21","6920","6920","6750","6750","11000","6750"
"1994-07-22","6760","6820","6750","6820","3700","6820"
"1994-07-25","6750","6750","6720","6750","4500","6750"
"1994-07-26","6720","6750","6660","6720","9700","6720"
"1994-07-27","6710","6730","6650","6660","6500","6660"
"1994-07-28","6660","6660","6620","6620","24900","6620"
"1994-07-29","6730","6750","6660","6750","4900","6750"
"1994-08-01","6670","6720","6660","6670","4100","6670"
"1994-08-02","6750","6750","6660","6730","6000","6730"
"1994-08-03","6720","6750","6660","6720","7500","6720"
"1994-08-04","6720","6730","6650","6730","4900","6730"
"1994-08-05","6700","6700","6650","6670","11300","6670"
"1994-08-08","6670","6680","6650","6680","9600","6680"
"1994-08-09","6750","6750","6640","6650","6200","6650"
"1994-08-10","6650","6660","6610","6640","10700","6640"
"1994-08-11","6640","6680","6630","6650","5700","6650"
"1994-08-12","6610","6620","6570","6570","7400","6570"
"1994-08-15","6670","6670","6580","6620","8300","6620"
"1994-08-16","6630","6650","6610","6640","23900","6640"
"1994-08-17","6640","6640","6570","6600","3800","6600"
"1994-08-18","6610","6610","6510","6510","6600","6510"
"1994-08-19","6500","6500","6390","6440","12600","6440"
"1994-08-22","6460","6460","6380","6380","19300","6380"
"1994-08-23","6390","6530","6390","6400","9200","6400"
"1994-08-24","6400","6450","6380","6450","12000","6450"
"1994-08-25","6430","6500","6430","6460","1900","6460"
"1994-08-26","6460","6500","6390","6390","14700","6390"
"1994-08-29","6400","6450","6370","6390","9800","6390"
"1994-08-30","6380","6390","6340","6390","8100","6390"
"1994-08-31","6320","6380","6300","6300","10600","6300"
"1994-09-01","6330","6370","6330","6360","8400","6360"
"1994-09-02","6390","6410","6370","6400","3900","6400"
"1994-09-05","6410","6450","6340","6340","11800","6340"
"1994-09-06","6340","6360","6300","6320","13100","6320"
"1994-09-07","6330","6340","6300","6300","17600","6300"
"1994-09-08","6320","6360","6300","6300","13200","6300"
"1994-09-09","6360","6390","6300","6310","21300","6310"
"1994-09-12","6330","6350","6320","6330","3900","6330"
"1994-09-13","6320","6380","6310","6320","6500","6320"
"1994-09-14","6310","6330","6280","6280","10200","6280"
"1994-09-16","6300","6300","6220","6220","7200","6220"
"1994-09-19","6210","6210","5880","5880","19100","5880"
"1994-09-20","5980","6030","5910","6030","20600","6030"
"1994-09-21","5960","6010","5960","5980","10000","5980"
"1994-09-22","5970","5970","5880","5960","19400","5960"
"1994-09-26","5960","5960","5810","5900","22400","5900"
"1994-09-27","5840","5860","5730","5730","18600","5730"
"1994-09-28","5830","5830","5710","5740","13100","5740"
"1994-09-29","5750","5830","5750","5760","10000","5760"
"1994-09-30","5770","5820","5770","5770","10400","5770"
"1994-10-03","5870","5870","5740","5770","3100","5770"
"1994-10-04","5770","5780","5420","5420","23700","5420"
"1994-10-05","5390","5400","5220","5400","61100","5400"
"1994-10-06","5370","5390","5320","5370","14200","5370"
"1994-10-07","5440","5440","5350","5400","15600","5400"
"1994-10-11","5410","5490","5410","5490","8100","5490"
"1994-10-12","5500","5610","5480","5610","36300","5610"
"1994-10-13","5600","5600","5450","5500","20600","5500"
"1994-10-14","5500","5520","5410","5500","14000","5500"
"1994-10-17","5580","5580","5340","5370","16800","5370"
"1994-10-18","5370","5450","5300","5450","11100","5450"
"1994-10-19","5480","5490","5410","5450","8500","5450"
"1994-10-20","5440","5470","5430","5460","13800","5460"
"1994-10-21","5440","5440","5320","5340","18100","5340"
"1994-10-24","5300","5300","5150","5150","33000","5150"
"1994-10-25","5090","5520","5040","5170","43100","5170"
"1994-10-26","5210","5210","5100","5160","32000","5160"
"1994-10-27","5220","5400","5200","5260","24600","5260"
"1994-10-28","5310","5350","5250","5250","27600","5250"
"1994-10-31","5350","5450","5350","5410","9000","5410"
"1994-11-01","5400","5480","5370","5370","25500","5370"
"1994-11-02","5400","5400","5300","5400","23800","5400"
"1994-11-04","5480","5480","5370","5450","13700","5450"
"1994-11-07","5480","5480","5410","5420","15500","5420"
"1994-11-08","5410","5450","5350","5370","8700","5370"
"1994-11-09","5360","5380","5330","5340","18700","5340"
"1994-11-10","5300","5340","5150","5150","13200","5150"
"1994-11-11","5070","5200","5060","5200","18700","5200"
"1994-11-14","5200","5300","5110","5300","4500","5300"
"1994-11-15","5310","5430","5300","5330","27100","5330"
"1994-11-16","5430","5430","5330","5400","11200","5400"
"1994-11-17","5430","5470","5430","5430","4900","5430"
"1994-11-18","5410","5450","5400","5430","6600","5430"
"1994-11-21","5480","5480","5350","5350","5600","5350"
"1994-11-22","5250","5350","5220","5350","29400","5350"
"1994-11-24","5250","5320","5250","5300","18400","5300"
"1994-11-25","5400","5450","5240","5250","18400","5250"
"1994-11-28","5340","5340","5280","5290","12000","5290"
"1994-11-29","5390","5390","5280","5350","11300","5350"
"1994-11-30","5400","5400","5350","5350","8400","5350"
"1994-12-01","5450","5700","5410","5680","45900","5680"
"1994-12-02","5650","5850","5650","5700","101600","5700"
"1994-12-05","5820","5820","5760","5800","29200","5800"
"1994-12-06","5720","5820","5700","5810","22700","5810"
"1994-12-07","5800","5800","5760","5800","11300","5800"
"1994-12-08","5790","5900","5770","5900","16100","5900"
"1994-12-09","5800","5860","5700","5700","19800","5700"
"1994-12-12","5670","5740","5600","5600","11600","5600"
"1994-12-13","5580","5580","5400","5460","8300","5460"
"1994-12-14","5440","5460","5420","5420","16000","5420"
"1994-12-15","5460","5460","5430","5450","36700","5450"
"1994-12-16","5500","5500","5450","5500","6300","5500"
"1994-12-19","5480","5480","5400","5400","3300","5400"
"1994-12-20","5350","5370","5320","5370","16400","5370"
"1994-12-21","5350","5490","5350","5410","10400","5410"
"1994-12-22","5490","5530","5420","5430","41400","5430"
"1994-12-26","5500","5500","5430","5480","22800","5480"
"1994-12-27","5450","5480","5450","5480","5500","5480"
"1994-12-28","5500","5550","5400","5400","10600","5400"
"1994-12-29","5410","5500","5400","5500","13500","5500"
"1994-12-30","5410","5490","5350","5350","16900","5350"
