7974 東証1部 任天堂(株)（その他製品）,,,,,
"2010-02-24","24290","24290","24100","24120","39500","24120"
"2010-02-25","24420","24420","24100","24210","28300","24210"
"2010-02-26","24090","24330","23990","24210","21500","24210"
"2010-03-01","24270","24920","24270","24780","21100","24780"
"2010-03-02","25060","25600","25060","25480","23800","25480"
"2010-03-03","25590","26420","25590","26330","26100","26330"
"2010-03-04","26150","26470","26040","26340","15500","26340"
"2010-03-05","26420","26850","26170","26340","23100","26340"
"2010-03-08","26660","26960","26660","26920","22100","26920"
"2010-03-09","27060","28050","27050","27080","33600","27080"
"2010-03-10","26930","27730","26840","27460","27300","27460"
"2010-03-11","27890","28050","27320","27800","27000","27800"
"2010-03-12","27700","27900","27520","27670","108500","27670"
"2010-03-15","27610","27690","27040","27200","29900","27200"
"2010-03-16","27000","27250","26840","26910","21100","26910"
"2010-03-17","26800","27580","26800","27520","45900","27520"
"2010-03-18","27580","27940","27350","27360","27300","27360"
"2010-03-19","27380","27760","27290","27740","35600","27740"
"2010-03-23","27880","27900","27700","27840","35900","27840"
"2010-03-24","30200","30900","29430","30250","57700","30250"
"2010-03-25","30200","31900","30050","31900","87700","31900"
"2010-03-26","31850","32700","31700","32200","86900","32200"
"2010-03-29","31350","31800","31050","31300","31400","31300"
"2010-03-30","31350","31800","30700","31700","37600","31700"
"2010-03-31","31650","31700","31350","31500","38300","31500"
"2010-04-01","31400","32150","31200","32150","35200","32150"
"2010-04-02","32200","32200","31750","32100","25500","32100"
"2010-04-05","32550","32950","32400","32950","36600","32950"
"2010-04-06","32800","32850","31950","32350","34400","32350"
"2010-04-07","32150","32200","31550","31550","39300","31550"
"2010-04-08","30950","31150","30600","30700","34900","30700"
"2010-04-09","30500","31150","30350","30450","32800","30450"
"2010-04-12","30950","31700","30800","31400","28400","31400"
"2010-04-13","31400","31450","30850","31450","24000","31450"
"2010-04-14","31500","31950","31400","31750","46600","31750"
"2010-04-15","32000","32100","31600","31750","14200","31750"
"2010-04-16","31700","31700","31100","31300","18500","31300"
"2010-04-19","30650","30950","30600","30750","20400","30750"
"2010-04-20","30750","31000","30400","30550","13300","30550"
"2010-04-21","30950","31250","30700","31200","29500","31200"
"2010-04-22","30900","30900","30500","30700","16100","30700"
"2010-04-23","30600","30950","30600","30900","11300","30900"
"2010-04-26","31450","31700","31350","31550","27800","31550"
"2010-04-27","31350","31600","31150","31600","8500","31600"
"2010-04-28","31050","31300","30950","31100","25300","31100"
"2010-04-30","31550","31650","31350","31450","11000","31450"
"2010-05-06","30750","31100","30650","30650","22900","30650"
"2010-05-07","26950","28440","26950","27800","61900","27800"
"2010-05-10","27560","29050","27560","28630","49800","28630"
"2010-05-11","29050","29170","27300","27300","55400","27300"
"2010-05-12","27170","27830","26950","27080","41500","27080"
"2010-05-13","27770","27930","27610","27820","45300","27820"
"2010-05-14","27210","27270","26840","26980","36900","26980"
"2010-05-17","26710","26850","26080","26230","52300","26230"
"2010-05-18","26200","26400","25620","25740","39000","25740"
"2010-05-19","25590","26820","25500","26820","47000","26820"
"2010-05-20","26480","26570","25930","26000","31800","26000"
"2010-05-21","25300","26300","25300","26100","57000","26100"
"2010-05-24","25940","26750","25780","26630","47700","26630"
"2010-05-25","26360","26560","25570","25780","46000","25780"
"2010-05-26","25920","26160","25430","25540","30300","25540"
"2010-05-27","25380","26230","25350","26050","44000","26050"
"2010-05-28","26300","27060","26300","26910","40500","26910"
"2010-05-31","26850","27200","26770","26900","46000","26900"
"2010-06-01","26890","27130","26700","27010","26800","27010"
"2010-06-02","26910","26920","26100","26450","42500","26450"
"2010-06-03","26380","26810","26310","26640","53700","26640"
"2010-06-04","26590","26800","26390","26510","32600","26510"
"2010-06-07","26470","26470","25780","25820","32200","25820"
"2010-06-08","25490","25580","25290","25320","33400","25320"
"2010-06-09","25190","25190","23900","24140","54200","24140"
"2010-06-10","24060","24460","23920","24240","36900","24240"
"2010-06-11","24640","24640","24240","24310","145700","24310"
"2010-06-14","24640","24940","24450","24520","40200","24520"
"2010-06-15","24980","25340","24600","25290","30100","25290"
"2010-06-16","26290","26700","26100","26580","53900","26580"
"2010-06-17","27080","27990","27000","27860","56100","27860"
"2010-06-18","27670","28710","27580","28420","53500","28420"
"2010-06-21","28440","29300","28440","29160","41100","29160"
"2010-06-22","29060","29160","28190","28240","30400","28240"
"2010-06-23","27240","27700","27020","27250","54800","27250"
"2010-06-24","26990","27500","26890","27030","58600","27030"
"2010-06-25","26530","26800","26370","26500","51900","26500"
"2010-06-28","26350","26480","25860","25930","27600","25930"
"2010-06-29","26260","26600","26000","26050","42500","26050"
"2010-06-30","25530","26120","25520","26110","55900","26110"
"2010-07-01","26320","26500","25950","26110","54000","26110"
"2010-07-02","26160","26720","26160","26600","40300","26600"
"2010-07-05","26900","27000","26430","26450","28800","26450"
"2010-07-06","26180","26540","25880","26480","55600","26480"
"2010-07-07","26550","26720","26320","26490","62200","26490"
"2010-07-08","27130","27130","26430","26520","58200","26520"
"2010-07-09","26720","26810","25950","26100","43900","26100"
"2010-07-12","26000","26100","25560","25560","54800","25560"
"2010-07-13","26010","26170","25840","26090","58100","26090"
"2010-07-14","26230","26340","25950","25990","41400","25990"
"2010-07-15","25510","25610","25110","25120","23200","25120"
"2010-07-16","25040","25050","24080","24390","31400","24390"
"2010-07-20","24000","24590","23950","24140","12200","24140"
"2010-07-21","24370","24750","24100","24540","14000","24540"
"2010-07-22","24100","24370","23890","24040","13500","24040"
"2010-07-23","24220","24610","24000","24380","14500","24380"
"2010-07-26","24570","24930","24570","24620","8600","24620"
"2010-07-27","24360","24400","24150","24330","11600","24330"
"2010-07-28","24820","25150","24750","25100","15400","25100"
"2010-07-29","24660","24830","24560","24580","14700","24580"
"2010-07-30","24270","24370","23960","24140","33500","24140"
"2010-08-02","24080","24410","24040","24160","6300","24160"
"2010-08-03","24410","24410","24020","24190","8400","24190"
"2010-08-04","24080","24080","23630","23730","14900","23730"
"2010-08-05","23860","24020","23730","23980","33600","23980"
"2010-08-06","23800","24010","23730","23990","61300","23990"
"2010-08-09","23890","24040","23850","23980","45700","23980"
"2010-08-10","23940","24030","23830","23900","11300","23900"
"2010-08-11","23780","23780","23150","23190","14700","23190"
"2010-08-12","22200","22480","22020","22380","19800","22380"
"2010-08-13","22450","22660","22150","22610","16700","22610"
"2010-08-16","22410","22630","22290","22520","9500","22520"
"2010-08-17","22150","22340","22150","22330","10200","22330"
"2010-08-18","22500","23430","22500","23300","25400","23300"
"2010-08-19","23300","23880","23250","23840","15800","23840"
"2010-08-20","23470","23660","23370","23580","11500","23580"
"2010-08-23","23490","23650","23290","23580","7900","23580"
"2010-08-24","23350","23570","23310","23360","14400","23360"
"2010-08-25","22990","23470","22950","23240","8800","23240"
"2010-08-26","23270","23940","23270","23560","18200","23560"
"2010-08-27","23350","23710","23230","23640","11600","23640"
"2010-08-30","23980","24260","23900","24010","12800","24010"
"2010-08-31","23660","23760","23350","23380","8500","23380"
"2010-09-01","23410","23560","23200","23410","8800","23410"
"2010-09-02","23820","23830","23040","23350","9100","23350"
"2010-09-03","23340","23410","23180","23400","8400","23400"
"2010-09-06","23500","23660","23430","23600","4300","23600"
"2010-09-07","23500","23500","23360","23370","2900","23370"
"2010-09-08","23090","23110","22830","23100","7700","23100"
"2010-09-09","23160","23180","22920","22930","7700","22930"
"2010-09-10","23170","23240","23040","23170","128300","23170"
"2010-09-13","23240","23300","23160","23180","13200","23180"
"2010-09-14","23170","23240","23150","23210","3300","23210"
"2010-09-15","23070","24040","22950","23700","19500","23700"
"2010-09-16","23940","24200","23410","23610","11900","23610"
"2010-09-17","23870","23870","23480","23480","18700","23480"
"2010-09-21","23580","23770","23420","23650","9900","23650"
"2010-09-22","23670","24100","23550","23900","8700","23900"
"2010-09-24","23560","24420","23560","24150","19900","24150"
"2010-09-27","23930","24000","23640","23840","25800","23840"
"2010-09-28","23760","24000","23710","23890","9700","23890"
"2010-09-29","24220","24980","23140","23190","54000","23190"
"2010-09-30","21430","21460","20700","20820","86100","20820"
"2010-10-01","20990","21030","20370","20880","52500","20880"
"2010-10-04","21010","21310","21000","21130","25400","21130"
"2010-10-05","21120","21430","21120","21420","21900","21420"
"2010-10-06","21620","21650","21300","21490","16200","21490"
"2010-10-07","21320","21330","21080","21230","11400","21230"
"2010-10-08","21150","21150","20840","20960","19800","20960"
"2010-10-12","20990","21050","20660","20670","11300","20670"
"2010-10-13","20240","20840","20160","20550","11000","20550"
"2010-10-14","20560","21030","20540","21000","20700","21000"
"2010-10-15","20850","20850","20690","20800","9500","20800"
"2010-10-18","20750","20940","20470","20820","7800","20820"
"2010-10-19","20910","21230","20910","21120","8700","21120"
"2010-10-20","21180","21340","20970","21270","6800","21270"
"2010-10-21","21220","21420","21150","21360","10100","21360"
"2010-10-22","21400","21500","21310","21470","5700","21470"
"2010-10-25","21470","21640","21370","21370","8300","21370"
"2010-10-26","21570","21710","21400","21640","7500","21640"
"2010-10-27","21580","21670","21400","21450","3300","21450"
"2010-10-28","21460","21490","21080","21080","36800","21080"
"2010-10-29","20900","20900","20650","20680","8500","20680"
"2010-11-01","20710","20730","20600","20670","5200","20670"
"2010-11-02","20600","20600","20420","20560","5800","20560"
"2010-11-04","20460","20730","20460","20550","8000","20550"
"2010-11-05","20740","21080","20740","20770","20400","20770"
"2010-11-08","21050","21050","20680","20750","9700","20750"
"2010-11-09","20550","20730","20520","20570","8500","20570"
"2010-11-10","20580","20880","20530","20880","6700","20880"
"2010-11-11","20940","21310","20860","21080","9900","21080"
"2010-11-12","21160","21300","20960","20960","10100","20960"
"2010-11-15","21070","21490","21070","21450","9300","21450"
"2010-11-16","21780","21900","21560","21600","11900","21600"
"2010-11-17","21420","21900","21420","21880","8700","21880"
"2010-11-18","21890","22070","21760","22030","10200","22030"
"2010-11-19","22290","22290","21850","21900","13400","21900"
"2010-11-22","22190","22190","21910","21980","7400","21980"
"2010-11-24","21500","21680","21450","21520","14300","21520"
"2010-11-25","21750","21780","21590","21700","11400","21700"
"2010-11-26","21610","21710","21430","21440","9700","21440"
"2010-11-29","21520","22050","21500","21960","14200","21960"
"2010-11-30","22200","22920","22150","22880","47700","22880"
"2010-12-01","22790","23350","22710","23260","25600","23260"
"2010-12-02","23580","23700","23370","23410","15200","23410"
"2010-12-03","23400","23550","23100","23320","19600","23320"
"2010-12-06","23250","23820","23240","23740","30700","23740"
"2010-12-07","23770","23860","23270","23340","23100","23340"
"2010-12-08","23640","23660","23310","23600","37100","23600"
"2010-12-09","23640","23850","23530","23820","20900","23820"
"2010-12-10","24000","24140","23650","23770","208200","23770"
"2010-12-13","23530","23900","23460","23900","19300","23900"
"2010-12-14","23850","23880","23750","23800","17400","23800"
"2010-12-15","23880","23950","23790","23910","12400","23910"
"2010-12-16","23890","23910","23780","23810","7100","23810"
"2010-12-17","23800","23830","23660","23690","24800","23690"
"2010-12-20","23760","23810","23500","23710","19700","23710"
"2010-12-21","23770","24250","23750","24200","32900","24200"
"2010-12-22","24240","24640","24230","24440","28300","24440"
"2010-12-24","24360","24630","24340","24470","10600","24470"
"2010-12-27","24540","24640","24480","24480","6800","24480"
"2010-12-28","24480","24480","24290","24310","7900","24310"
"2010-12-29","24320","24500","24080","24440","15500","24440"
"2010-12-30","24290","24290","23800","23820","16900","23820"
