7974 東証1部 任天堂(株)（その他製品）,,,,,
"1986-03-11","8900","9310","8900","9310","210000","3483"
"1986-03-12","9350","9350","9020","9150","11000","3423.1"
"1986-03-14","8900","8900","8900","8900","1000","3329.6"
"1986-03-15","8900","8950","8900","8950","8000","3348.3"
"1986-03-18","8600","8600","8600","8600","2000","3217.4"
"1986-03-19","8500","8600","8500","8570","7000","3206.1"
"1986-03-20","8850","8900","8790","8790","34000","3288.4"
"1986-03-22","8850","8850","8790","8800","35000","3292.2"
"1986-03-25","8450","8610","8450","8600","14000","3217.4"
"1986-03-26","8420","8420","8420","8420","1000","3150"
"1986-03-27","8500","8500","8450","8450","6000","3161.2"
"1986-03-28","8400","8700","8400","8700","10000","3254.8"
"1986-03-29","8820","8820","8820","8820","3000","3299.7"
"1986-03-31","9020","9020","8920","8920","15000","3337.1"
"1986-04-01","8970","8970","8970","8970","84000","3355.8"
"1986-04-02","8870","9010","8870","8990","7000","3363.3"
"1986-04-03","8690","8690","8690","8690","2000","3251"
"1986-04-04","8700","9150","8700","9100","69000","3404.4"
"1986-04-05","9200","9200","9200","9200","2000","3441.8"
"1986-04-07","9200","9300","9200","9300","5000","3479.2"
"1986-04-08","9500","9820","9420","9820","57000","3673.8"
"1986-04-09","9780","9780","9680","9680","76000","3621.4"
"1986-04-10","9780","10030","9740","9990","11000","3737.4"
"1986-04-11","9990","10000","9990","9990","5000","3737.4"
"1986-04-14","9940","9950","9800","9830","5000","3677.5"
"1986-04-15","9470","9470","9470","9470","2000","3542.8"
"1986-04-16","9770","10100","9770","10100","11000","3778.5"
"1986-04-17","10300","10310","10090","10090","8000","3774.8"
"1986-04-21","10000","10000","10000","10000","1000","3741.1"
"1986-04-24","9550","9550","9550","9550","1000","3572.8"
"1986-04-25","9560","9560","9560","9560","2000","3576.5"
"1986-04-30","9950","9950","9950","9950","1000","3722.4"
"1986-05-02","9410","9460","9410","9450","3000","3535.4"
"1986-05-06","9350","9350","9350","9350","2000","3497.9"
"1986-05-09","9250","9250","9250","9250","1000","3460.5"
"1986-05-14","9010","9010","9010","9010","1000","3370.8"
"1986-05-17","8450","8450","8450","8450","2000","3161.2"
"1986-05-23","8850","8850","8850","8850","1000","3310.9"
"1986-05-26","8710","8710","8710","8710","3000","3258.5"
"1986-05-28","8600","8600","8600","8600","50000","3217.4"
"1986-05-30","8850","8850","8850","8850","1000","3310.9"
"1986-06-03","9100","9100","9100","9100","30000","3404.4"
"1986-06-05","9150","9150","9150","9150","2000","3423.1"
"1986-06-06","9200","9200","9100","9110","40000","3408.2"
"1986-06-12","8900","8900","8900","8900","1000","3329.6"
"1986-06-13","9000","9000","9000","9000","1000","3367"
"1986-06-18","9200","9460","9200","9460","2000","3539.1"
"1986-06-19","9790","9800","9790","9800","3000","3666.3"
"1986-06-21","9600","9600","9600","9600","2000","3591.5"
"1986-06-24","9600","9600","9600","9600","2000","3591.5"
"1986-06-25","10120","10250","10120","10250","2000","3834.6"
"1986-06-27","9800","9800","9800","9800","2000","3666.3"
"1986-06-30","10100","10400","10100","10400","24000","3890.8"
"1986-07-01","10380","10380","10350","10350","128000","3872.1"
"1986-07-02","10490","11000","10490","11000","6000","4115.2"
"1986-07-03","10980","11010","10980","11000","121000","4115.2"
"1986-07-04","11050","11050","11050","11050","86000","4133.9"
"1986-07-05","11000","11400","11000","11250","133000","4208.8"
"1986-07-07","11310","11320","11220","11220","3000","4197.5"
"1986-07-08","11220","11220","11210","11210","2000","4193.8"
"1986-07-11","10950","11550","10950","11550","61000","4321"
"1986-07-14","11650","12010","11650","12010","116000","4493.1"
"1986-07-15","12000","12040","11910","11910","5000","4455.7"
"1986-07-16","11810","12010","11810","12010","2000","4493.1"
"1986-07-17","12410","12410","12410","12410","4000","4642.7"
"1986-07-18","12300","12300","12100","12100","121000","4526.8"
"1986-07-19","12300","12300","12300","12300","1000","4601.6"
"1986-07-23","12200","12200","12200","12200","1000","4564.2"
"1986-07-24","12500","13000","12500","13000","27000","4863.5"
"1986-07-25","12800","13500","12800","13500","8000","5050.5"
"1986-07-26","13510","13620","13510","13620","3000","5095.4"
"1986-07-29","13600","13610","13540","13540","5000","5065.5"
"1986-07-30","13640","13640","13640","13640","1000","5102.9"
"1986-07-31","14040","14040","14040","14040","1000","5252.5"
"1986-08-01","13850","13850","13640","13640","4000","5102.9"
"1986-08-08","12100","12100","12100","12100","3000","4526.8"
"1986-08-11","12200","12200","12200","12200","1000","4564.2"
"1986-08-15","12500","12500","12500","12500","1000","4676.4"
"1986-08-19","11900","11900","11900","11900","2000","4451.9"
"1986-08-27","11500","11500","11400","11400","4000","4264.9"
"1986-08-29","12100","12100","12100","12100","1000","4526.8"
"1986-08-30","12000","12000","11900","11900","7000","4451.9"
"1986-09-01","12100","12100","12000","12000","3000","4489.3"
"1986-09-05","11400","11400","11400","11400","3000","4264.9"
"1986-09-19","10200","10200","10200","10200","30000","3815.9"
"1986-09-25","11400","11400","11400","11400","16000","4264.9"
"1986-09-26","11800","11800","11800","11800","7000","4414.5"
"1986-10-08","10800","10800","10800","10800","1000","4040.4"
"1986-10-16","10600","10600","10600","10600","1000","3965.6"
"1986-10-20","10300","10300","10300","10300","1000","3853.4"
"1986-10-21","10000","10000","10000","10000","1000","3741.1"
"1986-10-22","10400","10500","10300","10500","12000","3928.2"
"1986-10-24","11600","11600","11600","11600","1000","4339.7"
"1986-11-19","11300","11300","11300","11300","2000","4227.5"
"1986-11-21","12000","12500","12000","12500","15000","4676.4"
"1986-11-26","13000","13500","13000","13500","9000","5050.5"
"1986-11-27","13600","13600","13600","13600","1000","5087.9"
"1986-11-28","13900","14100","13900","14000","10000","5237.6"
"1986-11-29","14200","14400","14200","14400","13000","5387.2"
"1986-12-01","14200","14700","14200","14700","8000","5499.4"
"1986-12-03","14000","14200","14000","14200","24000","5312.4"
"1986-12-04","14100","14100","14100","14100","1000","5275"
"1986-12-06","12800","12800","12800","12800","2000","4788.6"
"1986-12-10","12800","12800","12800","12800","2000","4788.6"
"1986-12-11","13000","13000","13000","13000","1000","4863.5"
"1986-12-22","12600","12600","12600","12600","21000","4713.8"
"1986-12-25","12200","12400","12200","12400","2000","4639"
