7974 東証1部 任天堂(株)（その他製品）,,,,,
"2000-10-18","17950","17950","17350","17480","13200","17480"
"2000-10-19","17480","17830","17480","17710","5700","17710"
"2000-10-20","18710","18810","18670","18760","3800","18760"
"2000-10-23","18950","19350","18950","19240","2400","19240"
"2000-10-24","19090","19090","19090","19090","100","19090"
"2000-10-25","18780","19070","18780","18960","4500","18960"
"2000-10-26","18750","18750","18550","18550","300","18550"
"2000-10-27","18790","19000","18790","18990","4100","18990"
"2000-10-30","18790","18950","18550","18550","3700","18550"
"2000-10-31","18560","18750","17910","18170","4500","18170"
"2000-11-01","18340","18400","18180","18290","2900","18290"
"2000-11-02","18360","18850","18360","18760","4800","18760"
"2000-11-06","18560","19000","18560","19000","1700","19000"
"2000-11-07","19000","19100","19000","19100","1700","19100"
"2000-11-08","19150","19340","19070","19210","1600","19210"
"2000-11-09","18870","19230","18820","19010","3400","19010"
"2000-11-10","19080","19630","19080","19470","10400","19470"
"2000-11-13","19090","19140","19020","19100","2000","19100"
"2000-11-14","18920","19080","18920","19080","1400","19080"
"2000-11-15","19450","19450","19050","19050","900","19050"
"2000-11-16","18850","18850","18280","18330","8200","18330"
"2000-11-17","18630","18930","18580","18660","3300","18660"
"2000-11-20","18660","18660","18340","18380","6100","18380"
"2000-11-21","18350","18480","18040","18040","2700","18040"
"2000-11-22","18840","18940","18690","18760","3700","18760"
"2000-11-24","16760","16760","16760","16760","1200","16760"
"2000-11-27","16290","16450","15500","15860","14900","15860"
"2000-11-28","14900","15140","14770","14920","25900","14920"
"2000-11-29","15080","15890","15080","15810","6300","15810"
"2000-11-30","15860","16620","15780","16620","20600","16620"
"2000-12-01","16020","16580","16020","16470","11400","16470"
"2000-12-04","16500","16560","16380","16430","3700","16430"
"2000-12-05","16320","16320","15910","15950","8500","15950"
"2000-12-06","16410","16410","16130","16140","6500","16140"
"2000-12-07","16160","16160","16080","16080","1300","16080"
"2000-12-08","15500","15890","15500","15880","82500","15880"
"2000-12-11","15970","16380","15970","16370","2700","16370"
"2000-12-12","16350","16350","15920","16100","4700","16100"
"2000-12-13","16230","16920","16230","16810","9300","16810"
"2000-12-14","17000","17450","17000","17220","10000","17220"
"2000-12-15","17460","18440","17460","18020","18700","18020"
"2000-12-18","17620","17660","17090","17330","6200","17330"
"2000-12-19","17210","17790","17210","17670","21900","17670"
"2000-12-20","17650","17800","17100","17800","3800","17800"
"2000-12-21","16410","17010","16410","16970","9000","16970"
"2000-12-22","17270","17470","17050","17050","2500","17050"
"2000-12-25","17640","18100","17510","17900","4900","17900"
"2000-12-26","18060","18400","18000","18390","8500","18390"
"2000-12-27","18240","18900","17300","17390","11700","17390"
"2000-12-28","17990","18080","17850","18050","4800","18050"
"2000-12-29","17850","18250","17850","18250","2300","18250"
