7974 東証1部 任天堂(株)（その他製品）,,,,,
日付,始値,高値,安値,終値,出来高,終値調整値
"2002-01-04","23300","23460","23240","23440","8400","23440"
"2002-01-07","22800","22890","22700","22860","12800","22860"
"2002-01-08","22840","23030","22620","22760","23700","22760"
"2002-01-09","22700","22700","22440","22550","16100","22550"
"2002-01-10","21990","22000","21300","21300","26000","21300"
"2002-01-11","21000","21150","20950","21060","66000","21060"
"2002-01-15","19090","20060","18990","19630","30100","19630"
"2002-01-16","20030","20320","20030","20250","29100","20250"
"2002-01-17","20400","20900","20300","20890","21100","20890"
"2002-01-18","21680","22050","21600","21990","30800","21990"
"2002-01-21","21750","22100","21630","22010","19700","22010"
"2002-01-22","21880","21880","21310","21450","30500","21450"
"2002-01-23","21120","21130","20810","20940","16800","20940"
"2002-01-24","20940","20940","20300","20700","19200","20700"
"2002-01-25","20940","21050","20720","20800","7900","20800"
"2002-01-28","21000","21120","20600","20700","13500","20700"
"2002-01-29","20690","20690","19890","19910","22500","19910"
"2002-01-30","19520","19610","19340","19410","19000","19410"
"2002-01-31","19610","19630","19100","19140","16300","19140"
"2002-02-01","19470","19470","18440","18810","17100","18810"
"2002-02-04","18240","18310","18150","18240","10700","18240"
"2002-02-05","18100","19180","18060","18880","15100","18880"
"2002-02-06","19080","19840","19080","19430","16100","19430"
"2002-02-07","19200","19600","19000","19270","16600","19270"
"2002-02-08","19410","19550","18990","19240","80100","19240"
"2002-02-12","19980","20090","19910","19980","18600","19980"
"2002-02-13","19950","20110","19750","19770","18600","19770"
"2002-02-14","19930","20300","19400","19550","20600","19550"
"2002-02-15","19540","19700","19490","19690","10300","19690"
"2002-02-18","19760","19760","19400","19470","7800","19470"
"2002-02-19","19370","19410","18980","19110","17300","19110"
"2002-02-20","19040","19390","18850","18850","8000","18850"
"2002-02-21","18840","18840","18340","18640","27200","18640"
"2002-02-22","18530","19080","18400","19000","18200","19000"
"2002-02-25","19000","19010","18280","18390","19900","18390"
"2002-02-26","18840","18880","18580","18690","18400","18690"
"2002-02-27","19050","19510","19030","19050","27200","19050"
"2002-02-28","19430","19840","19430","19460","18100","19460"
"2002-03-01","19690","19940","19690","19880","22700","19880"
"2002-03-04","19860","20960","19860","20820","35000","20820"
"2002-03-05","20980","21300","20790","20940","13400","20940"
"2002-03-06","20640","20850","20110","20340","21100","20340"
"2002-03-07","20330","20340","19500","20200","15000","20200"
"2002-03-08","19900","20290","19770","19800","233400","19800"
"2002-03-11","20900","20900","20240","20290","10800","20290"
"2002-03-12","20820","21150","20320","20320","15800","20320"
"2002-03-13","20100","21060","20100","20990","20100","20990"
"2002-03-14","20800","20940","20450","20770","13500","20770"
"2002-03-15","21220","21500","20860","21000","18200","21000"
"2002-03-18","21120","21120","20500","20550","14400","20550"
"2002-03-19","20700","20990","20540","20890","23000","20890"
"2002-03-20","21000","21100","20720","21100","16200","21100"
"2002-03-22","20920","20920","20350","20390","20400","20390"
"2002-03-25","20090","20110","19970","20000","16200","20000"
"2002-03-26","19940","19940","19530","19600","16400","19600"
"2002-03-27","19200","19710","19140","19560","20400","19560"
"2002-03-28","19760","19760","19260","19360","13400","19360"
"2002-03-29","19580","19750","19550","19600","13400","19600"
"2002-04-01","19600","19770","19300","19300","12700","19300"
"2002-04-02","19590","20280","19590","20280","8300","20280"
"2002-04-03","20260","20630","20110","20520","12500","20520"
"2002-04-04","20550","20790","20330","20360","13400","20360"
"2002-04-05","20660","20660","20110","20200","5700","20200"
"2002-04-08","19840","19900","19700","19820","15800","19820"
"2002-04-09","19840","19970","19500","19510","13200","19510"
"2002-04-10","19570","19740","19470","19590","10500","19590"
"2002-04-11","19990","19990","18930","18930","45300","18930"
"2002-04-12","17930","18210","17450","17890","79300","17890"
"2002-04-15","18290","18290","17800","18030","56800","18030"
"2002-04-16","18040","18110","17710","18060","45100","18060"
"2002-04-17","18460","18700","18390","18400","25800","18400"
"2002-04-18","18580","18600","18350","18440","20700","18440"
"2002-04-19","17860","17910","17700","17780","37500","17780"
"2002-04-22","17600","18280","17500","18100","41200","18100"
"2002-04-23","18000","18040","17900","18000","14800","18000"
"2002-04-24","17780","18060","17730","17840","23400","17840"
"2002-04-25","17900","17940","17730","17740","17300","17740"
"2002-04-26","17570","17570","17400","17430","23600","17430"
"2002-04-30","17630","18000","17430","17940","21900","17940"
"2002-05-01","18090","18100","17970","18020","15100","18020"
"2002-05-02","18070","18080","17960","18020","9500","18020"
"2002-05-07","18030","18490","18030","18410","21000","18410"
"2002-05-08","18400","18580","18320","18320","18900","18320"
"2002-05-09","18720","18730","18360","18360","26200","18360"
"2002-05-10","18360","18720","18150","18590","32600","18590"
"2002-05-13","18290","18340","18100","18120","13100","18120"
"2002-05-14","18320","18480","18100","18160","17600","18160"
"2002-05-15","18560","19040","18450","18990","35300","18990"
"2002-05-16","18790","19070","18590","18990","21200","18990"
"2002-05-17","19100","19180","18440","18440","24100","18440"
"2002-05-20","18510","18750","18450","18460","22300","18460"
"2002-05-21","18440","18440","18200","18250","10700","18250"
"2002-05-22","17890","18190","17630","17890","39600","17890"
"2002-05-23","17870","17960","17630","17670","27700","17670"
"2002-05-24","17660","17740","17460","17520","37600","17520"
"2002-05-27","17570","17810","17540","17600","16400","17600"
"2002-05-28","17800","18000","17770","17880","19800","17880"
"2002-05-29","17850","17900","17540","17570","18500","17570"
"2002-05-30","17610","18350","17550","18150","43100","18150"
"2002-05-31","17750","17780","17360","17370","41200","17370"
"2002-06-03","17510","17730","17400","17690","12100","17690"
"2002-06-04","17450","17690","17290","17290","19900","17290"
"2002-06-05","17490","17520","17360","17400","21800","17400"
"2002-06-06","17300","17300","16720","16810","34800","16810"
"2002-06-07","16820","16890","16700","16750","20900","16750"
"2002-06-10","17010","17100","16800","16800","7500","16800"
"2002-06-11","16870","17070","16790","16790","13500","16790"
"2002-06-12","16440","16580","16280","16290","19300","16290"
"2002-06-13","16500","16590","16110","16560","13600","16560"
"2002-06-14","16900","16940","16530","16530","291900","16530"
"2002-06-17","16480","16480","16150","16400","29800","16400"
"2002-06-18","16600","16600","16270","16390","14700","16390"
"2002-06-19","16360","16410","16000","16000","22600","16000"
"2002-06-20","16020","16490","15810","16440","17200","16440"
"2002-06-21","16240","16580","16110","16470","10200","16470"
"2002-06-24","16270","16970","16270","16950","13100","16950"
"2002-06-25","16960","17350","16960","17290","17600","17290"
"2002-06-26","16830","16940","16360","16780","18700","16780"
"2002-06-27","17320","17460","17110","17260","21900","17260"
"2002-06-28","17570","17600","17180","17570","13600","17570"
"2002-07-01","17610","17750","17400","17560","28900","17560"
"2002-07-02","17250","17440","16930","17330","17200","17330"
"2002-07-03","16930","17630","16930","17330","19400","17330"
"2002-07-04","17130","17140","16560","16560","23500","16560"
"2002-07-05","16760","16950","16650","16750","14800","16750"
"2002-07-08","17150","17150","16450","16450","22500","16450"
"2002-07-09","16390","16590","16310","16360","13700","16360"
"2002-07-10","16360","16480","16210","16250","16000","16250"
"2002-07-11","16070","16310","15990","16050","18300","16050"
"2002-07-12","16310","16330","16050","16180","7400","16180"
"2002-07-15","16000","16000","15320","15320","22300","15320"
"2002-07-16","15460","15550","15040","15090","19800","15090"
"2002-07-17","15000","15190","14780","14940","11400","14940"
"2002-07-18","15190","15690","15050","15510","12100","15510"
"2002-07-19","15310","15500","15210","15360","15500","15360"
"2002-07-22","14960","15450","14900","15260","9900","15260"
"2002-07-23","15240","15240","14920","15000","13000","15000"
"2002-07-24","14900","15590","14780","15200","42200","15200"
"2002-07-25","15180","15190","14830","14830","10000","14830"
"2002-07-26","14520","14700","14030","14040","19000","14040"
"2002-07-29","14110","14690","14050","14310","15400","14310"
"2002-07-30","14910","15180","14780","15180","7600","15180"
"2002-07-31","15220","15370","14900","14900","4600","14900"
"2002-08-01","14920","15090","14850","15000","6500","15000"
"2002-08-02","14410","14700","14200","14370","17300","14370"
"2002-08-05","14370","14580","14300","14410","7400","14410"
"2002-08-06","14310","14410","14000","14280","7700","14280"
"2002-08-07","14390","14810","14390","14700","9900","14700"
"2002-08-08","14790","14790","14640","14750","8400","14750"
"2002-08-09","14900","14960","14680","14800","32000","14800"
"2002-08-12","14760","14850","14450","14450","7800","14450"
"2002-08-13","14270","14500","14270","14450","9400","14450"
"2002-08-14","14390","14490","14220","14330","11600","14330"
"2002-08-15","14310","14490","13950","13950","29900","13950"
"2002-08-16","14410","14500","14310","14430","19100","14430"
"2002-08-19","14360","14360","13960","13980","26400","13980"
"2002-08-20","14070","14200","13980","13980","20700","13980"
"2002-08-21","13980","14100","13980","14030","19000","14030"
"2002-08-22","14060","14500","14010","14400","24300","14400"
"2002-08-23","14850","15320","14800","15040","24200","15040"
"2002-08-26","14890","15500","14890","15320","18600","15320"
"2002-08-27","15390","15390","14790","14830","22700","14830"
"2002-08-28","14790","15170","14790","14980","19900","14980"
