3356 東証JQS (株)テリロジー（卸売業）,,,,,
"2008-02-29","12000","12000","11900","12000","34","120"
"2008-03-03","12000","12190","11900","12190","31","121.9"
"2008-03-04","12300","12320","11900","11900","17","119"
"2008-03-05","11900","12100","11900","12100","73","121"
"2008-03-06","12000","12000","11990","11990","7","119.9"
"2008-03-07","11500","12000","11500","12000","34","120"
"2008-03-10","11600","11600","11000","11100","63","111"
"2008-03-11","10100","10340","10010","10310","113","103.1"
"2008-03-12","10370","10550","10340","10460","107","104.6"
"2008-03-13","12460","12460","12000","12460","249","124.6"
"2008-03-14","11000","11890","10460","10470","180","104.7"
"2008-03-17","10480","11000","10000","10280","51","102.8"
"2008-03-18","10100","10200","9800","9800","206","98"
"2008-03-19","10200","10800","9820","10800","69","108"
"2008-03-21","9800","10500","9800","10490","58","104.9"
"2008-03-24","10290","10500","10000","10500","18","105"
"2008-03-25","10810","11000","10060","10750","34","107.5"
"2008-03-26","10500","10600","10000","10400","10","104"
"2008-03-27","10200","10300","10080","10300","11","103"
"2008-03-28","10900","10900","10060","10060","57","100.6"
"2008-03-31","10050","10060","10050","10060","8","100.6"
"2008-04-01","10120","10120","10050","10050","20","100.5"
"2008-04-02","10070","10100","10060","10100","13","101"
"2008-04-03","10090","10130","10010","10010","146","100.1"
"2008-04-04","10100","10100","10010","10020","66","100.2"
"2008-04-07","10150","10200","10150","10200","21","102"
"2008-04-08","10900","11710","10500","10500","66","105"
"2008-04-09","10300","10460","10300","10450","14","104.5"
"2008-04-10","10500","10510","10010","10510","53","105.1"
"2008-04-11","10010","10500","10010","10100","53","101"
"2008-04-14","10700","10700","10050","10100","36","101"
"2008-04-15","10020","10200","10020","10020","13","100.2"
"2008-04-16","10050","10050","10000","10050","21","100.5"
"2008-04-17","10190","10190","10190","10190","2","101.9"
"2008-04-18","10200","10200","10000","10000","42","100"
"2008-04-21","10190","10190","10100","10110","13","101.1"
"2008-04-22","10100","10100","10050","10050","13","100.5"
"2008-04-23","10200","10200","10050","10200","43","102"
"2008-04-24","10050","10050","10050","10050","21","100.5"
"2008-04-25","10200","10200","10050","10190","50","101.9"
"2008-04-28","10130","10300","10000","10000","121","100"
"2008-04-30","10100","10400","10100","10400","51","104"
"2008-05-01","10400","10400","10050","10250","31","102.5"
"2008-05-02","10060","10150","10030","10100","58","101"
"2008-05-07","10200","10200","10110","10110","9","101.1"
"2008-05-08","10210","10210","10110","10200","28","102"
"2008-05-09","10070","10200","10020","10200","28","102"
"2008-05-12","10100","10200","10040","10040","26","100.4"
"2008-05-13","10000","10040","9900","10000","126","100"
"2008-05-14","9980","10200","9810","9900","41","99"
"2008-05-15","10000","10010","9990","10000","68","100"
"2008-05-16","10000","10200","10000","10200","10","102"
"2008-05-19","10350","10390","10030","10030","38","100.3"
"2008-05-20","10190","10190","10190","10190","3","101.9"
"2008-05-21","10190","10200","10190","10200","37","102"
"2008-05-22","10200","10200","10080","10080","21","100.8"
"2008-05-23","10100","11500","10100","11500","103","115"
"2008-05-26","13500","13500","13500","13500","26","135"
"2008-05-27","15500","15500","15500","15500","87","155"
"2008-05-28","16500","17400","14800","16800","1363","168"
"2008-05-29","16000","16000","14800","14800","160","148"
"2008-05-30","13100","13800","13000","13100","291","131"
"2008-06-02","14800","15500","14400","15500","479","155"
"2008-06-03","15600","17500","15600","15600","1287","156"
"2008-06-04","15590","15590","13600","14080","336","140.8"
"2008-06-05","14090","14400","13200","14000","102","140"
"2008-06-06","15100","16000","15100","15400","351","154"
"2008-06-09","14150","14850","14150","14150","147","141.5"
"2008-06-10","14950","14950","13990","14260","94","142.6"
"2008-06-11","14430","14430","13500","13500","56","135"
"2008-06-12","13500","14500","13300","13970","70","139.7"
"2008-06-13","14000","14070","13500","14070","15","140.7"
"2008-06-16","13500","13600","13500","13550","18","135.5"
"2008-06-17","13500","14000","13500","14000","77","140"
"2008-06-18","13500","14600","13500","14500","39","145"
"2008-06-19","14800","14800","14200","14650","138","146.5"
"2008-06-20","13250","13470","13250","13280","52","132.8"
"2008-06-23","13480","13900","13480","13900","41","139"
"2008-06-24","13900","14300","13400","13500","45","135"
"2008-06-25","13900","14100","13310","14100","66","141"
"2008-06-26","14290","14290","13500","13900","22","139"
"2008-06-27","13250","13500","12800","12800","48","128"
"2008-06-30","12800","13000","12800","12800","31","128"
"2008-07-01","12800","13450","12300","13200","13","132"
"2008-07-02","12670","13000","12670","13000","23","130"
"2008-07-03","12800","13200","12000","13200","90","132"
"2008-07-04","12710","12710","11200","11200","71","112"
"2008-07-07","11000","12300","10860","12100","67","121"
"2008-07-08","11200","11400","10100","10220","176","102.2"
"2008-07-09","11220","11220","10230","10260","57","102.6"
"2008-07-10","10770","11000","10770","10800","23","108"
"2008-07-11","11200","11400","11100","11400","38","114"
"2008-07-14","11600","11600","10940","10950","24","109.5"
"2008-07-15","10510","10510","10300","10400","20","104"
"2008-07-16","10100","10300","9890","10280","48","102.8"
"2008-07-17","10080","10300","9800","9800","74","98"
"2008-07-18","10800","10800","10000","10000","46","100"
"2008-07-22","11800","11800","10100","10300","33","103"
"2008-07-23","9990","10500","9990","10500","45","105"
"2008-07-24","10110","10300","10000","10200","25","102"
"2008-07-25","10500","10600","9900","9980","109","99.8"
"2008-07-28","9880","10200","9880","10000","43","100"
"2008-07-29","9850","10200","9840","9900","82","99"
"2008-07-30","10000","10000","9830","9830","24","98.3"
"2008-07-31","9930","9950","9840","9840","14","98.4"
"2008-08-01","9950","9950","9800","9940","63","99.4"
"2008-08-04","9940","9940","9700","9740","55","97.4"
"2008-08-06","9840","9850","9800","9800","10","98"
"2008-08-07","9610","9800","9600","9600","38","96"
"2008-08-08","9600","9800","9540","9740","13","97.4"
"2008-08-11","9750","9750","9550","9550","44","95.5"
"2008-08-12","9600","9600","9600","9600","13","96"
"2008-08-13","9500","9500","9400","9500","22","95"
"2008-08-14","9300","9300","9000","9100","63","91"
"2008-08-15","9000","9000","8700","8710","32","87.1"
"2008-08-18","8720","9000","8720","8800","19","88"
"2008-08-19","8800","9000","8700","9000","51","90"
"2008-08-20","9000","10000","9000","10000","25","100"
"2008-08-21","10000","10000","9100","9980","21","99.8"
"2008-08-22","9800","9800","9600","9600","19","96"
"2008-08-25","9700","9700","9700","9700","26","97"
"2008-08-26","9600","9700","9030","9500","46","95"
"2008-08-27","9020","9020","8800","8900","55","89"
"2008-08-28","9190","9190","8700","8720","35","87.2"
"2008-08-29","8710","9000","8700","8980","51","89.8"
"2008-09-01","8780","9000","8700","9000","17","90"
"2008-09-02","8800","8900","8600","8900","20","89"
"2008-09-03","8700","8750","8600","8700","78","87"
"2008-09-04","8800","8800","8500","8500","20","85"
"2008-09-05","8500","8500","8350","8350","61","83.5"
"2008-09-08","8180","8800","8180","8500","61","85"
"2008-09-09","8500","8600","8500","8500","45","85"
"2008-09-10","8500","8500","8500","8500","15","85"
"2008-09-11","8500","8500","8500","8500","11","85"
"2008-09-12","8300","8500","8250","8250","17","82.5"
"2008-09-16","7450","7550","7450","7450","228","74.5"
"2008-09-17","6750","7580","6750","7580","100","75.8"
"2008-09-18","6900","7480","6900","7000","110","70"
"2008-09-19","7200","7230","7030","7230","10","72.3"
"2008-09-22","7030","7200","6940","7100","75","71"
"2008-09-24","7020","7020","7000","7000","26","70"
"2008-09-25","7210","7410","7110","7300","45","73"
"2008-09-26","7100","8300","7100","8300","48","83"
"2008-09-29","8400","9300","8400","9300","94","93"
"2008-09-30","9400","9400","8300","8580","191","85.8"
"2008-10-01","8490","8620","8000","8000","57","80"
"2008-10-02","7900","7900","7840","7840","24","78.4"
"2008-10-03","7740","7740","7140","7740","11","77.4"
"2008-10-06","7000","8270","6700","8270","80","82.7"
"2008-10-07","7270","7550","7270","7550","51","75.5"
"2008-10-08","6850","7300","6850","7300","31","73"
"2008-10-09","6400","8100","6400","8100","33","81"
"2008-10-10","7880","7900","7100","7900","39","79"
"2008-10-14","7990","8400","7490","8400","40","84"
"2008-10-15","8500","8500","8400","8400","22","84"
"2008-10-17","8550","8550","7500","7500","33","75"
"2008-10-20","7100","7500","6920","6920","55","69.2"
"2008-10-21","7500","7600","7500","7600","13","76"
"2008-10-22","7600","8100","7500","8100","213","81"
"2008-10-23","8000","8000","8000","8000","1","80"
"2008-10-24","7700","7700","7500","7500","67","75"
"2008-10-27","7700","7700","7000","7000","62","70"
"2008-10-28","7000","7030","6500","6800","45","68"
"2008-10-29","7700","7700","7000","7000","20","70"
"2008-10-30","7000","7600","6900","7600","36","76"
"2008-10-31","7110","7600","7050","7600","47","76"
"2008-11-04","7000","7400","7000","7400","37","74"
"2008-11-05","7100","7700","7100","7600","48","76"
"2008-11-06","7610","7610","7500","7500","14","75"
"2008-11-07","7500","7500","7500","7500","5","75"
"2008-11-10","7300","7600","7100","7100","46","71"
"2008-11-11","7000","7700","7000","7700","33","77"
"2008-11-12","7030","7130","7030","7130","5","71.3"
"2008-11-13","7030","7500","7030","7500","4","75"
"2008-11-14","7590","7600","7400","7400","18","74"
"2008-11-17","7120","7700","7050","7700","19","77"
"2008-11-18","7100","7300","7000","7300","21","73"
"2008-11-19","7300","7500","7300","7500","7","75"
"2008-11-20","7000","7300","7000","7300","4","73"
"2008-11-21","7200","7250","7200","7250","6","72.5"
"2008-11-25","7460","7600","7460","7500","28","75"
"2008-11-26","7580","7580","7080","7500","10","75"
"2008-11-27","7500","7500","7500","7500","2","75"
"2008-11-28","7200","7600","7200","7500","11","75"
"2008-12-02","7050","7450","7020","7450","11","74.5"
"2008-12-03","7000","7450","7000","7390","96","73.9"
"2008-12-04","7010","7320","7010","7320","14","73.2"
"2008-12-05","6400","7200","6400","7200","79","72"
"2008-12-08","7000","7040","6800","7000","25","70"
"2008-12-09","6900","7000","6700","7000","73","70"
"2008-12-10","6990","7200","6890","6890","48","68.9"
"2008-12-11","7090","7120","6800","7100","75","71"
"2008-12-15","7000","7000","6800","6800","24","68"
"2008-12-16","6800","7000","6800","7000","35","70"
"2008-12-17","7000","7200","6500","7000","43","70"
"2008-12-18","6900","6990","6900","6900","17","69"
"2008-12-19","6750","6950","6750","6950","21","69.5"
"2008-12-22","6780","6780","6490","6490","60","64.9"
"2008-12-24","6690","6700","6420","6420","82","64.2"
"2008-12-25","6610","6700","6610","6700","32","67"
"2008-12-26","6710","6820","6510","6810","92","68.1"
"2008-12-29","6880","7000","6410","7000","50","70"
"2008-12-30","6700","7000","6700","7000","8","70"
