3356 東証JQS (株)テリロジー（卸売業）,,,,,
"2011-08-08","7100","7300","7000","7230","389","72.3"
"2011-08-09","7000","7300","6900","7300","248","73"
"2011-08-10","7360","7360","7130","7180","66","71.8"
"2011-08-11","7120","7410","7060","7300","175","73"
"2011-08-12","7500","7790","7500","7600","113","76"
"2011-08-15","7980","8200","7670","8110","192","81.1"
"2011-08-16","8100","8490","7900","8220","89","82.2"
"2011-08-17","7850","8050","7740","7990","111","79.9"
"2011-08-18","7990","8000","7650","7800","163","78"
"2011-08-19","7400","7860","7400","7860","238","78.6"
"2011-08-22","7630","7930","7630","7800","57","78"
"2011-08-23","7650","8000","7570","7800","224","78"
"2011-08-24","7800","7800","7520","7800","100","78"
"2011-08-25","8030","8030","7710","7730","65","77.3"
"2011-08-26","8260","8280","7830","8190","60","81.9"
"2011-08-29","8330","8600","8330","8380","147","83.8"
"2011-08-30","8400","8400","7630","7900","395","79"
"2011-08-31","7820","8050","7770","8050","91","80.5"
"2011-09-01","7790","8000","7790","8000","54","80"
"2011-09-02","8000","8000","7780","7970","16","79.7"
"2011-09-05","7670","7950","7650","7800","81","78"
"2011-09-06","7850","7850","7110","7650","250","76.5"
"2011-09-07","7640","7690","7420","7680","30","76.8"
"2011-09-08","7500","7600","7410","7600","44","76"
"2011-09-09","7400","7550","7350","7530","51","75.3"
"2011-09-12","7450","7490","7200","7410","115","74.1"
"2011-09-13","7260","7460","7220","7460","27","74.6"
"2011-09-14","7310","7400","7130","7130","67","71.3"
"2011-09-15","7280","7340","7140","7300","34","73"
"2011-09-16","7370","7540","7250","7290","47","72.9"
"2011-09-20","7300","7390","7030","7300","118","73"
"2011-09-21","7600","7600","7200","7250","91","72.5"
"2011-09-22","7100","7280","7080","7250","100","72.5"
"2011-09-26","7100","7170","6670","6700","179","67"
"2011-09-27","6710","6980","6700","6980","66","69.8"
"2011-09-28","6850","7100","6850","7100","26","71"
"2011-09-29","6850","7150","6750","7100","95","71"
"2011-09-30","7100","7780","7100","7770","189","77.7"
"2011-10-03","7770","7770","7750","7750","20","77.5"
"2011-10-04","7400","7800","7400","7700","46","77"
"2011-10-05","7600","7990","7500","7980","64","79.8"
"2011-10-06","7700","8000","7700","8000","29","80"
"2011-10-07","7900","8000","7750","8000","85","80"
"2011-10-11","8000","8200","8000","8190","37","81.9"
"2011-10-12","8200","8200","7850","8160","32","81.6"
"2011-10-13","7960","8400","7960","8350","182","83.5"
"2011-10-14","8350","8350","7870","8100","40","81"
"2011-10-17","8200","8200","8050","8090","49","80.9"
"2011-10-18","7990","8120","7980","7980","34","79.8"
"2011-10-19","7960","8090","7800","7800","87","78"
"2011-10-20","7600","7870","7400","7850","207","78.5"
"2011-10-21","7700","7910","7700","7900","29","79"
"2011-10-24","7910","8200","7900","8000","82","80"
"2011-10-25","8000","8230","7760","8050","83","80.5"
"2011-10-26","8280","9550","7900","8400","4230","84"
"2011-10-27","8500","8600","8030","8070","976","80.7"
"2011-10-28","8040","8200","7810","8090","268","80.9"
"2011-10-31","7840","8490","7840","8490","202","84.9"
"2011-11-01","8400","8400","8190","8380","61","83.8"
"2011-11-02","8080","8120","7800","8080","302","80.8"
"2011-11-04","8080","8100","7810","8050","82","80.5"
"2011-11-07","8000","8040","7700","7900","120","79"
"2011-11-08","7700","7900","7400","7830","173","78.3"
"2011-11-09","7530","7650","7350","7620","166","76.2"
"2011-11-10","7500","7500","6950","7400","256","74"
"2011-11-11","7260","7270","7200","7200","112","72"
"2011-11-14","7050","7400","7050","7300","40","73"
"2011-11-15","7300","7330","7200","7260","34","72.6"
"2011-11-16","7200","7810","7200","7400","125","74"
"2011-11-17","7250","7460","7250","7300","24","73"
"2011-11-18","7200","7290","7170","7290","82","72.9"
"2011-11-21","7180","7290","7110","7290","35","72.9"
"2011-11-22","7110","7500","7100","7500","175","75"
"2011-11-24","7500","7500","7330","7500","28","75"
"2011-11-25","7200","7560","7120","7560","105","75.6"
"2011-11-28","7310","7600","7310","7500","131","75"
"2011-11-29","7200","7420","7200","7350","114","73.5"
"2011-11-30","7400","7570","7100","7570","67","75.7"
"2011-12-01","7300","7530","7300","7360","218","73.6"
"2011-12-02","7360","7430","7260","7320","177","73.2"
"2011-12-05","7320","7660","7320","7660","119","76.6"
"2011-12-06","7700","7700","7360","7460","140","74.6"
"2011-12-07","7390","7600","7390","7450","87","74.5"
"2011-12-08","7470","7550","7450","7550","26","75.5"
"2011-12-09","7550","7580","7400","7580","117","75.8"
"2011-12-12","7730","7730","7410","7600","122","76"
"2011-12-13","7600","7690","7490","7660","41","76.6"
"2011-12-14","7490","7800","7490","7800","131","78"
"2011-12-15","7980","8050","7950","8050","118","80.5"
"2011-12-16","8080","8080","7800","8080","100","80.8"
"2011-12-19","8080","8080","7910","8080","66","80.8"
"2011-12-20","8080","8100","7620","7750","160","77.5"
"2011-12-21","7710","8000","7710","7990","122","79.9"
"2011-12-22","7850","8000","7780","7920","42","79.2"
"2011-12-26","8000","8100","7780","8000","84","80"
"2011-12-27","7870","7990","7790","7950","37","79.5"
"2011-12-28","7950","7950","7590","7890","98","78.9"
"2011-12-29","7740","8000","7740","7990","62","79.9"
"2011-12-30","8000","8250","7660","8250","177","82.5"
