3356 東証JQS (株)テリロジー（卸売業）,,,,,
"2017-03-16","350","361","349","361","126700","361"
"2017-03-17","358","358","350","350","117300","350"
"2017-03-21","348","354","347","354","68100","354"
"2017-03-22","343","350","342","344","94600","344"
"2017-03-23","340","344","333","333","156400","333"
"2017-03-24","312","317","303","307","559500","307"
"2017-03-27","295","304","290","297","294900","297"
"2017-03-28","304","309","298","301","143600","301"
"2017-03-29","308","314","303","308","159000","308"
"2017-03-30","312","322","308","308","265400","308"
"2017-03-31","309","313","305","308","129200","308"
"2017-04-03","303","306","301","302","103600","302"
"2017-04-04","302","303","268","287","197200","287"
"2017-04-05","295","297","288","288","76900","288"
"2017-04-06","295","296","278","284","219900","284"
"2017-04-07","284","290","278","289","147600","289"
"2017-04-10","303","307","296","303","173100","303"
"2017-04-11","303","305","290","291","140300","291"
"2017-04-12","285","286","264","275","320400","275"
"2017-04-13","267","280","267","280","214700","280"
"2017-04-14","277","283","273","277","129300","277"
"2017-04-17","274","292","274","285","100500","285"
"2017-04-18","290","291","283","290","94100","290"
"2017-04-19","286","308","286","303","193300","303"
"2017-04-20","307","307","299","301","110800","301"
"2017-04-21","300","300","292","293","71300","293"
"2017-04-24","293","294","281","282","92900","282"
"2017-04-25","281","292","281","289","71300","289"
"2017-04-26","293","303","290","299","150000","299"
"2017-04-27","299","307","298","307","72400","307"
"2017-04-28","309","309","298","300","50600","300"
"2017-05-01","300","309","300","309","82200","309"
"2017-05-02","304","309","303","303","60500","303"
"2017-05-08","305","308","304","308","37000","308"
"2017-05-09","306","320","306","316","213800","316"
"2017-05-10","314","336","312","328","694000","328"
"2017-05-11","328","331","320","322","224200","322"
"2017-05-12","325","325","310","313","147000","313"
"2017-05-15","353","378","328","349","2862700","349"
"2017-05-16","357","376","345","345","1557900","345"
"2017-05-17","338","342","326","334","582300","334"
"2017-05-18","324","345","319","342","365100","342"
"2017-05-19","342","356","340","340","264300","340"
"2017-05-22","342","345","337","338","118000","338"
"2017-05-23","335","338","329","333","112300","333"
"2017-05-24","331","342","329","340","170500","340"
"2017-05-25","340","350","333","337","241400","337"
"2017-05-26","336","359","334","350","639500","350"
"2017-05-29","360","367","352","355","817600","355"
"2017-05-30","353","364","350","357","349300","357"
"2017-05-31","358","378","352","366","1284700","366"
"2017-06-01","361","368","355","356","541000","356"
"2017-06-02","356","430","354","380","7761600","380"
"2017-06-05","375","444","362","410","6951500","410"
"2017-06-06","425","448","390","401","4412100","401"
"2017-06-07","391","420","388","414","1584100","414"
"2017-06-08","444","459","427","441","7987900","441"
"2017-06-09","439","463","427","463","2876400","463"
"2017-06-12","456","466","431","431","2069500","431"
"2017-06-13","423","426","401","404","1546400","404"
"2017-06-14","404","414","391","396","834200","396"
"2017-06-15","399","399","375","381","754000","381"
"2017-06-16","373","383","373","378","583400","378"
"2017-06-19","370","380","362","377","571500","377"
"2017-06-20","390","407","385","401","1246200","401"
"2017-06-21","392","400","387","392","340700","392"
"2017-06-22","395","409","394","402","535800","402"
"2017-06-23","409","409","382","386","488700","386"
"2017-06-26","386","401","384","395","307300","395"
"2017-06-27","397","400","385","385","294100","385"
"2017-06-28","390","426","388","410","2357800","410"
"2017-06-29","405","439","404","422","2805700","422"
"2017-06-30","412","417","405","410","620900","410"
"2017-07-03","415","436","412","426","1084800","426"
"2017-07-04","427","427","398","403","665300","403"
"2017-07-05","405","419","400","410","338700","410"
"2017-07-06","415","415","402","407","215200","407"
"2017-07-07","399","405","395","402","301100","402"
"2017-07-10","399","408","399","402","178100","402"
"2017-07-11","400","407","394","398","330300","398"
"2017-07-12","393","405","392","401","246200","401"
"2017-07-13","403","403","396","396","231400","396"
"2017-07-14","396","398","387","394","264900","394"
"2017-07-18","392","392","384","385","128000","385"
"2017-07-19","384","399","381","390","185900","390"
"2017-07-20","392","394","382","383","150000","383"
"2017-07-21","381","388","381","382","98500","382"
"2017-07-24","383","392","380","389","107000","389"
"2017-07-25","389","397","385","392","182600","392"
"2017-07-26","393","394","387","390","126300","390"
"2017-07-27","392","392","382","386","148300","386"
"2017-07-28","386","387","381","387","146900","387"
"2017-07-31","387","387","365","372","198600","372"
"2017-08-01","368","373","350","354","289800","354"
"2017-08-02","352","372","352","365","104000","365"
"2017-08-03","360","363","350","355","126900","355"
"2017-08-04","353","364","353","355","113500","355"
"2017-08-07","361","364","357","358","76200","358"
"2017-08-08","359","364","354","355","63100","355"
"2017-08-09","353","355","342","348","131800","348"
"2017-08-10","343","346","328","340","140300","340"
"2017-08-14","330","335","323","335","150500","335"
"2017-08-15","339","343","334","341","58000","341"
"2017-08-16","333","355","333","353","179100","353"
"2017-08-17","350","355","341","344","209600","344"
"2017-08-18","337","348","335","341","100500","341"
"2017-08-21","346","346","331","335","78000","335"
"2017-08-22","330","340","330","335","49500","335"
"2017-08-23","339","347","339","347","85400","347"
"2017-08-24","340","347","337","347","136200","347"
"2017-08-25","343","399","343","380","2695600","380"
"2017-08-28","356","364","352","356","620100","356"
"2017-08-29","354","356","348","354","189400","354"
"2017-08-30","355","356","345","345","210700","345"
"2017-08-31","345","352","339","344","222000","344"
"2017-09-01","347","351","340","349","145000","349"
"2017-09-04","345","346","333","337","219700","337"
"2017-09-05","340","340","315","315","337300","315"
"2017-09-06","307","338","300","320","299400","320"
"2017-09-07","323","326","317","317","93500","317"
"2017-09-08","314","324","312","318","96600","318"
"2017-09-11","321","336","321","327","110500","327"
"2017-09-12","339","349","335","338","382700","338"
"2017-09-13","339","353","339","343","221800","343"
"2017-09-14","346","353","335","338","168800","338"
"2017-09-15","335","344","335","337","85100","337"
"2017-09-19","342","352","341","349","197600","349"
"2017-09-20","349","349","340","342","129900","342"
"2017-09-21","343","351","338","347","150500","347"
"2017-09-22","346","350","336","337","138200","337"
"2017-09-25","340","346","340","343","97900","343"
"2017-09-26","340","342","336","337","63200","337"
"2017-09-27","340","344","337","343","59800","343"
"2017-09-28","345","346","337","338","85300","338"
"2017-09-29","338","344","338","344","65200","344"
"2017-10-02","349","353","346","350","164600","350"
"2017-10-03","358","362","353","358","236300","358"
"2017-10-04","368","370","358","360","277300","360"
"2017-10-05","363","363","348","348","149200","348"
"2017-10-06","355","357","340","345","163200","345"
"2017-10-10","345","349","343","349","56400","349"
"2017-10-11","347","349","336","338","184600","338"
"2017-10-12","339","345","338","340","129400","340"
"2017-10-13","340","341","331","334","192100","334"
"2017-10-16","337","386","328","383","1397300","383"
"2017-10-17","343","358","336","337","1351100","337"
"2017-10-18","337","342","337","340","218300","340"
"2017-10-19","339","343","334","338","172900","338"
"2017-10-20","334","335","328","334","150400","334"
"2017-10-23","350","352","339","339","386700","339"
"2017-10-24","339","343","337","341","89600","341"
"2017-10-25","348","361","340","342","433400","342"
"2017-10-26","340","347","340","343","81600","343"
"2017-10-27","346","351","343","345","189000","345"
"2017-10-30","349","353","345","347","104300","347"
"2017-10-31","346","351","342","350","118700","350"
"2017-11-01","351","351","343","346","139600","346"
"2017-11-02","344","346","342","343","77800","343"
"2017-11-06","345","348","339","339","123700","339"
"2017-11-07","339","343","338","339","75000","339"
"2017-11-08","338","341","333","341","122300","341"
"2017-11-09","341","342","334","335","108400","335"
"2017-11-10","333","338","333","334","47200","334"
"2017-11-13","337","340","334","334","50200","334"
"2017-11-15","330","331","320","321","150700","321"
"2017-11-16","322","332","321","328","41200","328"
"2017-11-17","331","333","326","333","94200","333"
"2017-11-20","338","339","330","337","80100","337"
"2017-11-21","337","340","335","340","70800","340"
"2017-11-22","340","343","335","342","80800","342"
"2017-11-24","340","344","340","340","82200","340"
"2017-11-27","344","346","341","343","116800","343"
"2017-11-28","345","346","336","338","185900","338"
"2017-11-29","340","342","335","340","88700","340"
"2017-11-30","338","339","334","339","86000","339"
"2017-12-01","337","340","335","335","50100","335"
"2017-12-04","333","335","327","330","132600","330"
"2017-12-05","327","330","323","325","89500","325"
"2017-12-06","326","326","318","322","198500","322"
"2017-12-07","320","329","320","326","129800","326"
"2017-12-08","324","336","322","329","384400","329"
"2017-12-11","330","333","326","330","194000","330"
"2017-12-12","332","347","331","345","444500","345"
"2017-12-13","343","347","335","340","189200","340"
"2017-12-14","339","341","334","335","143900","335"
"2017-12-15","335","339","331","332","92800","332"
"2017-12-18","332","338","325","332","284500","332"
"2017-12-19","329","333","325","326","142900","326"
"2017-12-20","325","329","322","323","137100","323"
"2017-12-21","325","325","315","319","259700","319"
"2017-12-22","319","327","318","326","200600","326"
"2017-12-25","325","326","316","321","186900","321"
"2017-12-26","320","320","310","312","332900","312"
"2017-12-27","313","335","313","326","750500","326"
"2017-12-28","327","334","322","322","175600","322"
"2017-12-29","322","328","322","323","88400","323"
