3356 東証JQS (株)テリロジー（卸売業）,,,,,
"2018-08-07","790","807","760","801","1919400","801"
"2018-08-08","790","810","768","790","1740100","790"
"2018-08-09","785","786","700","766","2848400","766"
"2018-08-10","769","832","766","810","3454700","810"
"2018-08-13","828","950","820","924","9983000","924"
"2018-08-14","930","958","905","939","4890500","939"
"2018-08-15","954","1011","948","1010","6568400","1010"
"2018-08-16","1040","1090","959","1002","10600300","1002"
"2018-08-17","1009","1016","910","945","5334100","945"
"2018-08-20","940","961","911","931","2914100","931"
"2018-08-21","942","1008","938","970","4617600","970"
"2018-08-22","976","989","960","984","1649800","984"
"2018-08-23","978","1004","966","981","2368800","981"
"2018-08-24","982","1049","974","1043","3602400","1043"
"2018-08-27","1055","1139","1044","1120","4939000","1120"
"2018-08-28","1131","1144","1081","1107","2997000","1107"
"2018-08-29","1096","1149","1091","1148","2469100","1148"
"2018-08-30","1150","1170","1128","1136","2641400","1136"
"2018-08-31","1134","1158","1130","1141","1579800","1141"
"2018-09-03","1136","1150","1115","1120","1597400","1120"
"2018-09-04","1125","1187","1121","1159","3182900","1159"
"2018-09-05","1145","1164","1130","1145","1422700","1145"
"2018-09-06","1136","1162","1130","1138","1092800","1138"
"2018-09-10","1185","1240","1178","1226","2917300","1226"
"2018-09-11","1261","1410","1256","1357","8181000","1357"
"2018-09-12","1410","1483","1373","1481","7825600","1481"
"2018-09-13","1500","1539","1240","1450","9035400","1450"
"2018-09-14","1400","1459","1353","1455","3532700","1455"
"2018-09-18","1448","1474","1404","1420","1922200","1420"
"2018-09-19","1385","1445","1381","1425","1658700","1425"
"2018-09-20","1445","1547","1434","1501","3938400","1501"
"2018-09-21","1531","1658","1528","1645","3954700","1645"
"2018-09-25","1697","1716","1566","1627","4263100","1627"
"2018-09-26","1628","1641","1561","1628","2115500","1628"
"2018-09-27","1628","1638","1602","1612","962500","1612"
"2018-09-28","1631","1674","1610","1613","1645700","1613"
"2018-10-01","1647","1750","1630","1743","2808600","1743"
