3356 東証JQS (株)テリロジー（卸売業）,,,,,
"2006-07-20","92100","96000","90200","93800","276","938"
"2006-07-21","89800","93500","89800","93500","145","935"
"2006-07-24","90500","91000","86500","88100","256","881"
"2006-07-25","90700","90900","85700","89000","158","890"
"2006-07-26","87600","88000","81500","83600","356","836"
"2006-07-27","80600","84200","78900","84000","253","840"
"2006-07-28","83000","84400","81000","84100","283","841"
"2006-07-31","88100","94100","88100","94100","575","941"
"2006-08-01","90500","95000","90500","93300","195","933"
"2006-08-02","93000","96600","91500","95000","348","950"
"2006-08-03","100000","102000","98100","99500","516","995"
"2006-08-04","89500","89500","89500","89500","140","895"
"2006-08-07","86500","88000","80200","81100","2314","811"
"2006-08-08","81500","83100","79000","80500","709","805"
"2006-08-09","79500","82000","79100","81200","342","812"
"2006-08-10","81200","81200","80000","80800","147","808"
"2006-08-11","80900","83100","80800","83100","201","831"
"2006-08-14","82700","84600","82700","83400","329","834"
"2006-08-15","84000","88700","83700","88100","969","881"
"2006-08-16","90400","92400","88500","92000","735","920"
"2006-08-17","93000","102000","92100","102000","1427","1020"
"2006-08-18","98000","102000","96300","98000","1130","980"
"2006-08-21","99000","107000","98500","104000","1372","1040"
"2006-08-22","105000","110000","105000","108000","1180","1080"
"2006-08-23","108000","113000","103000","104000","1062","1040"
"2006-08-24","104000","109000","104000","108000","557","1080"
"2006-08-25","106000","108000","104000","105000","490","1050"
"2006-08-28","103000","103000","98100","98500","548","985"
"2006-08-29","99000","101000","99000","101000","224","1010"
"2006-08-30","100000","104000","99900","99900","289","999"
"2006-08-31","102000","102000","100000","101000","150","1010"
"2006-09-01","101000","102000","99000","100000","113","1000"
"2006-09-04","101000","102000","98500","100000","285","1000"
"2006-09-05","101000","102000","100000","102000","158","1020"
"2006-09-06","102000","102000","99200","99900","276","999"
"2006-09-07","99100","100000","99000","99100","175","991"
"2006-09-08","98100","99000","97500","98400","197","984"
"2006-09-11","98000","98000","96800","96800","158","968"
"2006-09-12","96600","96600","95300","95400","145","954"
"2006-09-13","95400","96200","91800","93500","127","935"
"2006-09-14","95500","96100","90500","90500","137","905"
"2006-09-15","90100","90500","87200","87200","164","872"
"2006-09-19","87800","90700","87800","90700","89","907"
"2006-09-20","91200","94000","90900","92000","142","920"
"2006-09-21","94000","96000","92500","92600","200","926"
"2006-09-22","92400","92400","90900","91500","79","915"
"2006-09-25","92000","92000","89000","90100","117","901"
"2006-09-26","88100","89900","87000","88100","96","881"
"2006-09-27","88000","88100","83800","85000","302","850"
"2006-09-28","87000","87000","85000","86000","182","860"
"2006-09-29","85500","86500","84200","84200","211","842"
"2006-10-02","86000","86700","85500","86300","163","863"
"2006-10-03","86500","92000","86400","90200","350","902"
"2006-10-04","91800","93000","88100","90000","271","900"
"2006-10-05","89900","89900","87000","88500","153","885"
"2006-10-06","88500","88500","84500","85600","297","856"
"2006-10-10","84200","84200","78000","78400","545","784"
"2006-10-11","78400","81400","78100","81400","360","814"
"2006-10-12","78000","80500","77900","79500","199","795"
"2006-10-13","80000","80500","78500","79500","213","795"
"2006-10-16","80800","85000","80800","84200","313","842"
"2006-10-17","85200","85200","82000","83700","132","837"
"2006-10-18","84700","85900","82000","85900","196","859"
"2006-10-19","86900","88900","85700","86100","306","861"
"2006-10-20","86300","86600","84000","84400","189","844"
"2006-10-23","84400","86300","84400","86100","129","861"
"2006-10-24","86600","89200","86500","86600","334","866"
"2006-10-25","88900","89300","88000","89000","221","890"
"2006-10-26","90000","90300","89200","89600","160","896"
"2006-10-27","90100","90500","89000","89500","151","895"
"2006-10-30","89200","89200","87000","87900","113","879"
"2006-10-31","88900","88900","86600","86600","141","866"
"2006-11-01","86600","86900","85200","85500","78","855"
"2006-11-02","85500","85500","84100","85000","79","850"
"2006-11-06","85000","85000","84100","84100","83","841"
"2006-11-07","84800","84800","83500","83900","102","839"
"2006-11-08","88000","88000","84000","84000","191","840"
"2006-11-09","83000","83000","82300","82300","100","823"
"2006-11-10","81700","82300","81500","81500","62","815"
"2006-11-13","80500","81900","80000","81900","82","819"
"2006-11-14","81300","83000","81300","82000","73","820"
"2006-11-15","82000","84900","82000","82500","62","825"
"2006-11-16","82500","82800","81200","81300","43","813"
"2006-11-17","81000","81000","79000","79500","157","795"
"2006-11-20","79000","79000","74100","75200","246","752"
"2006-11-21","74800","75000","70000","72000","200","720"
"2006-11-22","71500","74500","71000","74000","202","740"
"2006-11-24","73000","73300","72000","73300","84","733"
"2006-11-27","74000","83200","73900","83000","199","830"
"2006-11-28","80000","82500","79000","82000","169","820"
"2006-11-29","81000","83000","80800","81900","151","819"
"2006-11-30","82100","82700","78500","81900","108","819"
"2006-12-01","81800","81900","78500","80000","102","800"
"2006-12-04","79900","79900","77800","79400","197","794"
"2006-12-05","79400","79800","78700","79500","176","795"
"2006-12-06","79800","81500","78000","80500","145","805"
"2006-12-07","81300","82400","78400","81700","364","817"
"2006-12-08","80700","81000","80000","80200","122","802"
"2006-12-11","81600","81600","79000","79000","161","790"
"2006-12-12","78900","80000","78500","78800","175","788"
"2006-12-13","78500","79000","78000","78800","111","788"
"2006-12-14","78000","78000","76000","77000","263","770"
"2006-12-15","75000","77700","74800","76000","216","760"
"2006-12-18","75500","75500","72200","74600","397","746"
"2006-12-19","74000","74000","71000","71500","616","715"
"2006-12-20","71400","72500","71000","72000","315","720"
"2006-12-21","72000","72300","70100","70200","416","702"
"2006-12-22","70100","70700","70000","70000","309","700"
"2006-12-25","69900","70700","69500","70700","488","707"
"2006-12-26","70700","70900","70000","70500","368","705"
"2006-12-27","71000","73400","70700","73400","273","734"
"2006-12-28","73500","75400","72500","74600","206","746"
"2006-12-29","74700","74800","73500","74000","90","740"
