3356 東証JQS (株)テリロジー（卸売業）,,,,,
"2015-05-01","214","218","213","213","92100","213"
"2015-05-07","213","217","213","216","87100","216"
"2015-05-08","215","224","215","224","59800","224"
"2015-05-11","214","219","213","219","158900","219"
"2015-05-12","218","220","215","216","49600","216"
"2015-05-13","216","216","208","214","134000","214"
"2015-05-14","214","215","208","208","108800","208"
"2015-05-15","213","215","209","210","94900","210"
"2015-05-18","210","211","208","208","35600","208"
"2015-05-19","208","213","207","211","93200","211"
"2015-05-20","212","212","210","212","23800","212"
"2015-05-21","211","218","209","214","106900","214"
"2015-05-22","215","216","214","215","54100","215"
"2015-05-25","216","225","213","219","164200","219"
"2015-05-26","220","220","215","217","50400","217"
"2015-05-27","216","218","214","215","44800","215"
"2015-05-28","217","217","213","214","40100","214"
"2015-05-29","215","217","213","215","134000","215"
"2015-06-01","216","228","216","224","219000","224"
"2015-06-02","240","245","223","226","774400","226"
"2015-06-03","227","243","223","243","559600","243"
"2015-06-04","251","261","237","240","1452200","240"
"2015-06-05","242","243","233","242","161200","242"
"2015-06-08","242","247","238","238","172900","238"
"2015-06-09","236","236","226","229","158100","229"
"2015-06-10","228","242","228","235","213100","235"
"2015-06-11","240","243","232","243","235500","243"
"2015-06-12","245","256","243","250","910600","250"
"2015-06-15","251","315","242","287","6214400","287"
"2015-06-16","279","290","255","265","1713600","265"
"2015-06-17","260","304","259","285","3328500","285"
"2015-06-18","280","316","272","273","4316500","273"
"2015-06-19","273","299","273","277","1624100","277"
"2015-06-22","283","306","283","296","1962500","296"
"2015-06-23","294","297","284","293","714700","293"
"2015-06-24","297","304","276","281","656200","281"
"2015-06-25","282","287","280","282","272100","282"
"2015-06-26","314","362","285","362","12416200","362"
"2015-06-29","370","442","355","442","11568300","442"
"2015-06-30","522","522","522","522","1591900","522"
"2015-07-01","582","622","525","622","24631700","622"
"2015-07-02","622","720","570","620","22197800","620"
"2015-07-03","580","612","520","531","8657600","531"
"2015-07-06","531","532","445","465","5053400","465"
"2015-07-07","473","545","455","538","10336400","538"
"2015-07-08","530","592","467","482","9510000","482"
"2015-07-09","450","517","402","470","2836300","470"
"2015-07-10","486","528","437","447","3668400","447"
"2015-07-13","463","527","449","527","6394000","527"
"2015-07-14","537","626","512","520","12637500","520"
"2015-07-15","530","552","494","501","2535400","501"
"2015-07-16","502","556","496","511","3484300","511"
"2015-07-17","521","556","515","528","2987800","528"
"2015-07-21","548","564","510","527","2713100","527"
"2015-07-22","521","525","502","511","810000","511"
"2015-07-23","516","517","486","499","672800","499"
"2015-07-24","499","502","475","496","551700","496"
"2015-07-27","504","514","491","502","583600","502"
"2015-07-28","478","501","475","488","467700","488"
"2015-07-29","490","531","482","484","1462400","484"
"2015-07-30","476","484","406","424","1190000","424"
"2015-07-31","440","441","409","416","656900","416"
"2015-08-03","470","496","452","496","2377700","496"
"2015-08-04","511","516","457","458","1977200","458"
"2015-08-05","450","458","420","420","634600","420"
"2015-08-06","428","478","427","430","1430400","430"
"2015-08-07","436","438","410","418","359700","418"
"2015-08-10","411","417","403","405","217600","405"
"2015-08-11","405","420","401","410","297000","410"
"2015-08-12","405","405","381","386","326700","386"
"2015-08-13","383","393","365","371","324800","371"
"2015-08-14","375","384","362","379","349100","379"
"2015-08-17","374","424","357","395","1695200","395"
"2015-08-18","387","420","381","404","778800","404"
"2015-08-19","405","413","390","395","323500","395"
"2015-08-20","389","389","368","379","270300","379"
"2015-08-21","355","367","349","352","311800","352"
"2015-08-24","330","342","272","276","957800","276"
"2015-08-25","284","328","284","295","2448500","295"
"2015-08-26","319","344","314","333","1232000","333"
"2015-08-27","326","343","311","320","757400","320"
"2015-08-28","333","337","323","331","300500","331"
"2015-08-31","331","332","317","325","183300","325"
"2015-09-01","321","347","307","309","745100","309"
"2015-09-02","297","320","277","309","271900","309"
"2015-09-03","314","389","311","357","5139700","357"
"2015-09-04","353","359","300","316","1186700","316"
"2015-09-07","310","322","296","301","378500","301"
"2015-09-08","307","307","289","291","242900","291"
"2015-09-09","306","316","299","308","332200","308"
"2015-09-10","302","315","292","306","223000","306"
"2015-09-11","311","345","306","314","1330900","314"
"2015-09-14","320","335","312","321","435300","321"
"2015-09-15","345","364","321","325","1499100","325"
"2015-09-16","333","344","322","331","447100","331"
"2015-09-17","330","337","326","333","205100","333"
"2015-09-18","335","337","320","330","212200","330"
"2015-09-24","318","322","310","316","147800","316"
"2015-09-25","315","320","300","309","175500","309"
"2015-09-28","312","312","305","311","75700","311"
"2015-09-29","303","304","289","295","150600","295"
"2015-09-30","295","305","293","304","108500","304"
"2015-10-01","304","318","300","312","208100","312"
"2015-10-02","306","310","303","308","91900","308"
"2015-10-05","310","321","308","317","158100","317"
"2015-10-06","319","359","317","335","927800","335"
"2015-10-07","327","345","327","339","282200","339"
"2015-10-08","343","343","322","324","144900","324"
"2015-10-09","324","329","309","316","158000","316"
"2015-10-13","316","325","316","320","63400","320"
"2015-10-14","322","322","309","310","101700","310"
"2015-10-15","308","327","305","318","158100","318"
"2015-10-16","320","324","313","315","94000","315"
"2015-10-19","318","318","312","315","35100","315"
"2015-10-20","317","318","308","318","93600","318"
"2015-10-21","321","322","311","311","92200","311"
"2015-10-22","315","325","305","307","317300","307"
"2015-10-23","311","314","306","306","136200","306"
"2015-10-26","306","320","305","311","213100","311"
"2015-10-27","314","323","310","319","240700","319"
"2015-10-28","319","322","314","315","149600","315"
"2015-10-29","315","318","311","311","79200","311"
"2015-10-30","312","314","300","314","164300","314"
"2015-11-02","304","311","301","303","119600","303"
"2015-11-04","301","304","296","297","121000","297"
"2015-11-05","295","300","280","281","210700","281"
"2015-11-06","278","286","275","284","145800","284"
"2015-11-09","285","286","278","278","55500","278"
"2015-11-10","283","298","279","293","151500","293"
"2015-11-11","294","294","289","291","46000","291"
"2015-11-12","294","313","292","300","537400","300"
"2015-11-13","292","313","286","303","443100","303"
"2015-11-16","291","303","291","292","120200","292"
"2015-11-17","296","300","290","293","115800","293"
"2015-11-18","292","301","289","297","155900","297"
"2015-11-19","303","304","294","295","105400","295"
"2015-11-20","293","295","291","291","71600","291"
"2015-11-24","293","304","293","294","98600","294"
"2015-11-25","294","314","294","314","305200","314"
"2015-11-26","314","321","308","313","419100","313"
"2015-11-27","311","315","298","298","250300","298"
"2015-11-30","295","305","290","301","181700","301"
"2015-12-01","305","305","297","301","102700","301"
"2015-12-02","299","311","296","310","182200","310"
"2015-12-03","305","315","303","303","168400","303"
"2015-12-04","299","304","297","299","97700","299"
"2015-12-07","304","333","302","326","1618900","326"
"2015-12-08","358","406","345","406","10174700","406"
"2015-12-09","398","415","368","374","7282100","374"
"2015-12-10","381","454","366","454","15112400","454"
"2015-12-11","438","496","422","462","13632600","462"
"2015-12-14","450","488","424","442","5384400","442"
"2015-12-15","457","458","374","381","3305300","381"
"2015-12-16","394","409","371","380","2103700","380"
"2015-12-17","374","380","358","361","785100","361"
"2015-12-18","363","378","352","352","624600","352"
"2015-12-21","345","351","337","338","547500","338"
"2015-12-22","338","351","331","332","471400","332"
"2015-12-24","328","329","308","310","425000","310"
"2015-12-25","311","319","298","303","516700","303"
"2015-12-28","308","327","304","314","760200","314"
"2015-12-29","310","322","306","307","386900","307"
"2015-12-30","306","321","305","312","389800","312"
